"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","KATY PERRY","Dark Horse",16433,"+207",1965,"-75",111.911,"+0.915",79,"1",1,16433,2780,111.911
"2",2,"+1","ONEREPUBLIC","Counting Stars",15394,"-15",-554,"+12",109.409,"+0.034",120,"13",1,16524,2609,113.696
"3",3,"-1","PITBULL","Timber f/Ke$ha",15363,"-229",-954,"-204",103.681,"-1.065",118,"6",1,16901,2001,117.778
"4",4,"=","ELLIE GOULDING","Burn",14810,"+50",356,"-101",94.747,"-0.365",126,"23",3,14810,1623,95.425
"5",5,"=","ONE DIRECTION","Story Of My Life",12581,"+6",586,"-235",81.366,"-0.604",102,"17",5,12581,1527,82.164
"6",6,"=","LORDE","Team",11312,"+156",1184,"-10",78.703,"+0.887",78,"9",6,11312,1641,78.703
"7",7,"=","EMINEM","The Monster f/Rihanna",10436,"-235",-1968,"+207",76.306,"-1.287",103,"25",1,16414,2904,117.022
"8",8,"=","A GREAT BIG WORLD","Say Something w/C. Aguilera",10048,"-5",542,"-82",62.915,"+0.007",79,"5/86",8,10053,1506,62.915
"9",9,"=","PASSENGER","Let Her Go",9837,"-1",141,"-16",57.876,"-0.258",133,"4",7,9838,1223,59.781
"10",10,"=","BASTILLE","Pompeii",8822,"+168",967,"+16",60.734,"+0.739",93,"7",10,8822,1135,60.734
"11",11,"=","JASON DERULO","Talk Dirty f/2 Chainz",8205,"+140",1560,"-260",53.405,"+0.603",42,"3",11,8205,2775,53.405
"12",12,"+1","BRUNO MARS","Young Girls",6693,"+48",553,"+21",36.423,"+0.627",58,"43",12,6693,938,36.423
"13",13,"+1","JOHN NEWMAN","Love Me Again",6356,"-48",246,"-135",35.133,"-0.455",128,"37",13,6404,697,35.821
"14",14,"-2","ZEDD","Stay The Night f/H. Williams",6350,"-424",-2395,"-165",44.547,"-2.351",133,"63",5,10105,1238,64.483
"15",15,"=","MILEY CYRUS","Adore You",5851,"+97",576,"+19",27.541,"+0.261",45,"16",15,5851,1542,27.541
"16",16,"=","PHARRELL WILLIAMS","Happy",5546,"+374",2019,"+99",44.56,"+2.607",22,"2",16,5546,2145,44.56
"17",17,"+1","CASH CASH","Take Me Home f/Bebe Rexha",4748,"+176",707,"+78",30.085,"+0.753",84,"75",17,4748,1074,30.085
"18",18,"+1","DEMI LOVATO","Neon Lights",4532,"+81",497,"+35",25.689,"+0.855",73,"24",18,4532,671,25.689
"19",19,"-2","LADY GAGA","Do What U Want f/R. Kelly",4501,"-415",-3229,"-118",20.451,"-1.803",103,"77",7,9983,1408,60.79
"20",20,"=","ZENDAYA","Replay",4193,"+36",244,"+23",17.032,"+0.390",115,"47",20,4193,472,17.032
"21",21,"=","ALOE BLACC","The Man",4066,"+167",1550,"-68",25.043,"+0.869",18,"8",21,4066,1722,25.043
"22",22,"+1","AVICII","Hey Brother",3666,"+44",582,"-26",22.24,"+0.764",66,"20",22,3666,748,22.24
"23",23,"+2","CALVIN HARRIS","Thinking About You",3445,"+31",184,"-29",22.01,"-0.074",100,"171",23,3445,605,22.096
"24",24,"-2","MACKLEMORE & RYAN LEWIS","White Walls f/ScHoolboy Q",3363,"-350",-2028,"-193",18.905,"-1.864",148,"50",12,7258,764,39.457
"25",25,"+1","SARA BAREILLES","Brave",3300,"-26",-42,"-29",17.514,"-0.115",161,"32",21,3348,380,19.453
"26",26,"-2","BEYONCE","XO",3222,"-340",-1863,"-307",14.495,"-2.237",51,"66",16,5121,1464,29.475
"27",27,"=","SHAKIRA F/RIHANNA","Can't Remember To Forget You",2942,"+10",164,"-31",16.931,"+0.086",27,"39",26,2942,1848,20.193
"28",28,"+1","AMERICAN AUTHORS","Best Day Of My Life",2893,"+117",652,"+60",13.938,"+0.483",62,"18",28,2893,652,13.938
"29",29,"-1","THE 1975","Chocolate",2840,"+56",236,"-4",12.621,"+0.173",77,"108",26,2840,389,12.621
"30",30,"=","KID INK","Show Me f/Chris Brown",2069,"+84",520,"+6",15.199,"+0.488",35,"29",30,2069,601,15.199
"31",31,"=","MARTIN GARRIX","Animals",2010,"+106",432,"+71",18.904,"+1.113",70,"41",30,2010,432,18.904
