"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MEGHAN TRAINOR","All About That Bass",17292,191,785,123,111.665,1.394,81,"1",1,17292,3030,111.665
2,"=","TAYLOR SWIFT","Shake It Off",15879,302,1752,101,100.894,1.426,40,"2",2,15879,9016,100.894
3,"+1","IGGY AZALEA","Black Widow f/Rita Ora",13882,377,1532,273,93.829,2.66,90,"9",3,13882,1601,93.829
4,"+1","ARIANA GRANDE","Break Free f/Zedd",13586,111,120,155,86.029,0.703,84,"19",4,13586,2327,87.168
5,"-2","CHARLI XCX","Boom Clap",13129,-441,-2539,-177,89.035,-2.415,105,"24",1,16743,2210,108.049
6,"+1","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",11292,289,1558,147,78.737,1.546,60,"3",6,11292,4716,78.737
7,"-1","CLEAN BANDIT","Rather Be f/Jess Glynne",10965,-101,-563,-53,72.748,-0.825,121,"4",6,11598,1590,74.965
8,"=","MAROON 5","Maps",10080,-718,-3533,-522,56.599,-3.613,103,"23",2,14278,4866,79.434
9,"=","JEREMIH","Don't Tell 'Em f/YG",9036,214,684,156,54.827,0.862,69,"14",9,9036,1458,54.827
10,"=","SAM SMITH","Stay With Me",8341,-226,-1737,42,52.718,-1.034,138,"20",1,17277,2202,112.938
11,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",7854,-189,-1181,-86,52.305,-1.298,125,"34",9,9201,1299,66.786
12,"=","TOVE LO","Habits (Stay High)",7737,209,1070,120,46.936,1.582,96,"5",12,7737,1161,46.936
13,"=","ED SHEERAN","Don't",7465,275,1157,186,41.767,1.659,76,"13",13,7465,1157,41.767
14,"=","ECHOSMITH","Cool Kids",6986,43,393,-85,38.596,0.147,111,"11",13,6986,978,38.596
15,"=","KATY PERRY","This Is How We Do",6326,92,152,108,28.626,-0.154,52,"25",15,6326,1638,29.534
16,"=","COLDPLAY","A Sky Full Of Stars",5944,51,692,-118,35.735,0.435,90,"32",16,5944,946,35.735
