"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",13102,-186,-701,-130,79.525,-0.774,97,"23",1,14935,2322,96.531
"2",2,"=","BRITNEY SPEARS I Wanna Go",12729,-16,59,-117,81.991,-0.431,80,"20",2,12853,1768,82.422
"3",3,"=","LMFAO Party Rock Anthem",11667,4,-387,110,79.053,-0.785,114,"9",1,14043,1859,94.193
"4",4,"=","NICKI MINAJ Super Bass",11647,4,-288,78,72.55,-0.252,114,"15",3,12009,1188,73.23
"5",5,"=","BAD MEETS EVIL Lighters f/Bruno Mars",10284,162,554,79,65.558,1.296,68,"13",5,10284,1599,65.558
"6",6,"=","HOT CHELLE RAE Tonight Tonight",9090,-151,-822,-72,50.275,-0.705,114,"21",5,10036,838,54.593
"7",7,"+1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",8952,337,1551,119,54.65,2.114,55,"3",7,8952,1684,54.65
"8",8,"-1","ONEREPUBLIC Good Life",8739,-122,-732,-68,52.424,-0.446,114,"26",6,9571,978,57.364
"9",9,"=","PITBULL Give Me Everything f/Ne-Yo",8520,-38,-598,-6,63.331,-0.956,114,"16",1,14233,1811,95.596
"10",10,"=","LIL WAYNE How To Love",7353,-199,-595,-213,41.296,-0.731,89,"70",9,8047,1328,45.275
"11",11,"=","FOSTER THE PEOPLE Pumped Up Kicks",6922,213,976,64,40.855,1.466,50,"2",11,6922,1302,40.855
"12",12,"=","RIHANNA Cheers (Drink To That)",6546,101,710,22,38.308,0.344,36,"7",12,6546,1594,38.308
"13",13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",6364,47,492,-76,36.919,0.34,80,"5",12,6364,1017,36.919
"14",14,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",5944,185,986,37,35.396,1.371,65,"8",14,5944,1014,35.396
"15",15,"-1","THE BAND PERRY If I Die Young",5822,-30,-199,-31,32.555,0.154,114,"19",11,6052,768,32.555
"16",16,"=","LADY GAGA The Edge Of Glory",4888,-177,-1043,-75,27.629,-1.126,114,"52",3,11672,2193,68.045
"17",17,"=","LADY GAGA You And I",4793,184,1410,-28,29.32,1.159,24,"4",17,4793,1553,29.32
"18",18,"=","IYAZ Pretty Girls",4091,77,492,-12,20.587,0.527,89,"60",18,4091,659,20.587
"19",19,"=","DEV In The Dark",3263,145,1053,7,24.073,0.705,35,"41",19,3263,1053,24.073
"20",20,"=","ADELE Someone Like You",3011,229,1204,107,16.668,1.629,26,"1",20,3011,1204,16.668
"21",21,"+2","KELLY ROWLAND Motivation f/Lil Wayne",2618,24,214,-31,13.774,0.237,59,"62",21,2618,415,13.774
"22",22,"-1","PITBULL Rain Over Me",2592,-185,-691,-150,11.712,-0.812,54,"49",19,3403,813,19.382
"23",23,"+1","THE SCRIPT Nothing",2538,109,580,35,12.63,0.452,34,"57",23,2538,722,12.63
"24",24,"-2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2393,-248,-2131,41,10.718,-1.144,114,"--",12,5432,615,27.03
"25",25,"=","ANDY GRAMMER Keep Your Head Up",2294,4,288,-26,8.845,0.055,68,"85",25,2294,355,8.845
"26",26,"=","MARTIN SOLVEIG & DRAGONETTE Hello",2282,12,127,-18,15.304,-0.203,114,"105",18,4031,605,23.761
"27",27,"+1","JASON DERULO It Girl",2196,130,793,-6,9.444,0.537,15,"58",27,2196,983,9.444
"28",28,"-1","AFROJACK Take Over Control f/Eva Simons",2165,58,276,44,19.09,0.256,74,"73",27,2165,276,19.09
"29",29,"=","ALEXANDRA STAN Mr. Saxobeat",2139,88,322,38,19.004,0.598,40,"46",29,2139,550,19.004
"30",30,"=","COLDPLAY Every Teardrop Is A Waterfall",1833,-94,-285,-96,9.371,-0.245,69,"65",26,2154,446,11.589
"31",31,"=","CHRIS BROWN She Ain't You",1362,-188,-1652,0,8.298,-1.319,103,"96",16,4328,635,24.246
