"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRITNEY SPEARS I Wanna Go",12808,1,-18,-50,80.609,-0.279,84,"18",1,12853,1768,82.422
"2",2,"=","KATY PERRY Last Friday Night (T.G.I.F.)",12455,-174,-1161,-117,76.392,-0.428,101,"17",1,14935,2322,96.531
"3",3,"=","LMFAO Party Rock Anthem",11424,-44,-444,47,76.652,-0.293,118,"7",1,14043,1859,94.193
"4",4,"=","NICKI MINAJ Super Bass",11360,-61,-563,-80,71.449,0.159,118,"13",3,12009,1188,73.23
"5",5,"=","BAD MEETS EVIL Lighters f/Bruno Mars",10654,152,567,78,69.088,1.304,72,"12/88",5,10654,1599,69.088
"6",6,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",10026,266,1836,14,61.633,1.94,59,"2",6,10026,1836,61.633
"7",7,"+1","PITBULL Give Me Everything f/Ne-Yo",8408,-7,-424,70,61.943,-0.007,118,"14",1,14233,1811,95.596
"8",8,"-1","HOT CHELLE RAE Tonight Tonight",8399,-147,-1216,-52,47.212,-0.544,118,"15",5,10036,838,54.593
"9",9,"=","ONEREPUBLIC Good Life",8296,-93,-887,-31,51.617,0.06,118,"22",6,9571,978,57.364
"10",10,"=","FOSTER THE PEOPLE Pumped Up Kicks",7562,170,1049,29,45.33,1.232,54,"3",10,7562,1302,45.33
"11",11,"=","LIL WAYNE How To Love",6814,-166,-1090,-184,39.731,-0.26,93,"9",9,8047,1328,45.275
"12",12,"=","RIHANNA Cheers (Drink To That)",6799,89,520,-39,38.844,0.312,40,"8",12,6799,1594,38.844
"13",13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",6687,77,424,-35,39.357,0.369,84,"6",12,6687,1017,39.357
"14",14,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",6613,187,1204,25,41.176,1.461,69,"5",14,6613,1204,41.176
"15",15,"=","THE BAND PERRY If I Die Young",5536,-105,-372,-92,31.067,-0.288,118,"16",11,6052,768,32.555
"16",16,"=","LADY GAGA You And I",5488,162,1244,-93,33.227,0.937,28,"4",16,5488,1553,33.227
"17",17,"+1","IYAZ Pretty Girls",4402,69,469,-11,21.82,0.206,93,"44",17,4402,659,21.82
"18",18,"-1","LADY GAGA The Edge Of Glory",4253,-159,-1227,-41,23.33,-0.898,118,"41",3,11672,2193,68.045
"19",19,"=","DEV In The Dark",3981,131,1213,-11,28.466,0.848,39,"36",19,3981,1224,28.466
"20",20,"=","ADELE Someone Like You",3737,192,1346,24,23.01,1.609,30,"1",20,3737,1346,23.01
"21",21,"=","THE SCRIPT Nothing",2886,61,630,-61,14.033,0.264,38,"40",21,2886,722,14.033
"22",22,"+1","JASON DERULO It Girl",2861,201,1000,107,12.488,0.857,19,"39",22,2861,1000,12.488
"23",23,"-1","KELLY ROWLAND Motivation f/Lil Wayne",2692,31,131,-12,14.973,0.508,63,"56",21,2692,415,14.973
"24",24,"=","ALEXANDRA STAN Mr. Saxobeat",2477,50,509,5,21.655,0.587,44,"47",24,2477,550,21.655
"25",25,"+1","AFROJACK Take Over Control f/Eva Simons",2428,49,381,19,20.907,0.219,78,"72",25,2428,381,20.907
"26",26,"+1","ANDY GRAMMER Keep Your Head Up",2397,40,171,-5,9.384,0.215,72,"64",25,2397,355,9.384
"27",27,"-2","MARTIN SOLVEIG & DRAGONETTE Hello",2370,-24,200,-93,15.215,-0.109,118,"94",18,4031,605,23.761
"28",28,"=","PITBULL Rain Over Me",1906,-201,-1148,-121,8.547,-0.726,58,"43",19,3403,813,19.382
"29",29,"+2","DAVID GUETTA Without You f/Usher",1684,173,1055,104,11.487,1.2,10,"24",29,1684,1055,11.487
"30",30,"-1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1476,-155,-1786,210,6.67,-0.709,118,"--",12,5432,615,27.03
"31",31,"+1","NEW BOYZ Better With The Lights Off",1466,49,358,-8,4.593,0.194,32,"71",31,1466,366,4.593
"32",32,"-2","COLDPLAY Every Teardrop Is A Waterfall",1423,-106,-633,-88,7.585,-0.344,73,"58",26,2154,446,11.589
"33",33,"=","MATT NATHANSON Faster",1057,24,104,16,3.336,0.076,56,"109",33,1057,166,3.336
"34",34,"=","WIZ KHALIFA No Sleep",981,19,169,-23,3.484,0.046,23,"116",34,981,246,3.484
"35",35,"=","DJ KHALED I'm On One f/Drake, Rick Ross",952,34,227,-22,8.029,0.219,20,"59",35,952,297,8.029
"36",36,"+1","SWEDISH HOUSE MAFIA Save The World",908,13,107,-23,4.619,0.017,32,"240",36,908,229,4.764
"37",37,"-1","CHRIS BROWN She Ain't You",847,-69,-1202,217,4.202,-0.794,107,"99",16,4328,635,24.246
"38",38,"=","LMFAO Sexy And I Know It",809,38,335,5,4.809,0.367,10,"49",38,809,374,4.809
"39",39,"=","DEMI LOVATO Skyscraper",766,-5,65,-13,3.521,0.075,25,"50",39,771,141,3.535
"40",40,"+1","SELENA GOMEZ & THE SCENE Love You Like A...",731,27,195,-5,2.461,0.095,14,"33",40,731,306,2.461
"41",41,"+3","PATRICK STUMP This City f/Lupe Fiasco",703,43,283,-13,3.68,0.181,9,"447",41,703,296,3.68
"42",42,"-2","BEYONCE Best Thing I Never Had",661,-79,-982,109,3.174,-0.291,90,"45",15,4574,856,22.192
"43",43,"+4","KELLY CLARKSON Mr. Know It All",640,138,637,135,3.833,0.762,2,"46",43,640,637,3.833
"44",44,"-2","JENNIFER LOPEZ I'm Into You f/Lil Wayne",629,-64,-1074,230,2.895,-0.273,93,"155",19,3899,611,20.698
"45",45,"+1","GAVIN DEGRAW Not Over You",623,34,186,14,1.974,0.127,12,"67",45,623,243,1.974
"46",46,"-1","SKYLAR GREY Invisible",616,6,78,-19,1.365,0.036,18,"--",44,616,131,1.365
"47",47,"-4","BLACK EYED PEAS Don't Stop The Party",614,-64,-911,95,2.809,-0.147,66,"223",24,2690,492,10.42
"48",48,"+1","LLOYD Dedication To My Ex...",508,42,213,36,3.118,0.07,3,"1017",48,508,213,3.118
