"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","TWENTY ONE PILOTS","Stressed Out",19052,"-29",0,"-124",123.445,"-0.618",110,"5",1,19140,2702,124.646
"2",2,"=","JUSTIN BIEBER","Love Yourself",18494,"-155",-293,"-233",121.392,"+0.180",91,"7",1,19000,4103,124.28
"3",3,"=","FLO RIDA","My House",16250,"+238",1534,"-133",93.169,"+1.528",137,"3",3,16250,2285,93.169
"4",4,"=","THE CHAINSMOKERS","Roses f/Rozes",14571,"+45",149,"-60",78.852,"-0.684",159,"16",3,14571,2023,83.872
"5",5,"=","SELENA GOMEZ","Hands To Myself",12649,"+108",989,"-153",81.177,"+0.496",61,"17",5,12649,1952,81.177
"6",6,"=","JUSTIN BIEBER","Sorry",12042,"-43",-704,"+83",91.224,"-0.709",134,"22",1,19494,3902,127.324
"7",7,"=","DNCE","Cake By The Ocean",11856,"+112",521,"-110",71.486,"+1.165",156,"13",7,11856,1111,71.486
"8",8,"=","G-EAZY","Me Myself And I f/Bebe Rexha",11188,"+175",1522,"-67",68.166,"+0.798",57,"11",8,11188,1836,68.166
"9",9,"=","ZAYN","Pillowtalk",9182,"+147",1145,"-64",54.911,"+1.131",35,"9/72",9,9182,2441,54.911
"10",10,"+2","CHARLIE PUTH","One Call Away",8998,"+231",719,"+134",47.721,"+0.796",116,"12",10,8998,819,47.721
"11",11,"+2","RIHANNA","Work f/Drake",8682,"+147",845,"+10",51.901,"+1.438",37,"1/43",11,8682,3999,51.901
"12",12,"-2","THE WEEKND","In The Night",8657,"-284",-2795,"+61",51.122,"-1.027",113,"85",3,15760,3011,89.68
"13",13,"-2","DAYA","Hide Away",8463,"-433",-2061,"-361",47.691,"-1.866",201,"44",7,10878,883,61.74
"14",14,"=","MIKE POSNER","I Took A Pill In Ibiza",8234,"+141",1181,"-101",50.527,"+0.930",49,"8",14,8234,1578,50.527
"15",15,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",7647,"+68",823,"-47",44.484,"+0.022",98,"46",15,7647,1193,44.484
"16",16,"=","ELLIE GOULDING","Something In The Way You Move",7527,"+38",364,"-120",37.782,"+0.252",56,"55",15,7527,1673,37.782
"17",17,"+1","ZARA LARSSON & MNEK","Never Forget You",5267,"+221",1534,"+50",29.281,"+1.110",30,"14",17,5267,1534,29.281
"18",18,"-1","ADELE","When We Were Young",5251,"-506",-2450,"-348",23.818,"-2.398",79,"31",11,8301,1962,41.764
"19",19,"=","ADELE","Hello",4984,"-49",-563,"-46",37.306,"-0.588",133,"19",1,19167,4705,124.831
"20",20,"=","DJ SNAKE","Middle f/Bipolar Sunshine",4805,"+91",1129,"-76",26.605,"+0.597",47,"37",20,4805,1239,26.605
"21",21,"=","LUKAS GRAHAM","7 Years",4550,"+201",1230,"+45",22.278,"+0.980",47,"2",21,4550,1230,22.278
"22",22,"+1","FIFTH HARMONY","Work From Home",4059,"+604",4059,"+604",31.106,"+3.371",7,"6",22,4059,4059,31.106
"23",23,"-1","RACHEL PLATTEN","Stand By You",3986,"+7",163,"-89",19.025,"-0.022",126,"32",19,3986,493,19.073
"24",24,"+1","TAYLOR SWIFT","New Romantics",3554,"+222",2340,"-192",18.597,"+0.825",9,"42",24,3554,2558,18.597
"25",25,"-1","TROYE SIVAN","Youth",3377,"+31",257,"-69",12.501,"+0.103",61,"30",23,3377,660,12.501
"26",26,"=","ALESSIA CARA","Wild Things",3356,"+42",621,"-99",14.401,"+0.201",33,"101",24,3356,814,14.401
"27",27,"=","SHAWN HOOK","Sound Of Your Heart",2631,"+41",166,"-3",8.544,"+0.040",54,"213",26,2631,576,8.781
"28",28,"=","ZENDAYA","Something New f/Chris Brown",2339,"+22",397,"-70",9.406,"+0.155",21,"140",28,2339,892,9.406
"29",29,"=","GWEN STEFANI","Make Me Like You",2279,"+73",816,"-64",7.817,"+0.167",15,"89",29,2279,1040,7.817
"30",30,"=","NATHAN SYKES","Over And Over Again f/A.Grande",1786,"+42",305,"+14",5.394,"+0.122",38,"197",30,1786,585,5.394
"31",31,"=","ONE DIRECTION","History",1603,"-15",116,"-40",4.899,"+0.042",33,"126",31,1618,559,4.899
"32",32,"+1","JAMES BAY","Let It Go",1559,"+52",474,"-54",7.154,"+0.313",12,"21",32,1559,885,7.154
"33",33,"+1","KYGO","Stole The Show f/Parson James",1516,"+28",196,"-2",6.31,"+0.185",30,"124",33,1516,374,6.31
"34",34,"+4","JUSTIN BIEBER","Company",1485,"+282",1282,"+193",8.89,"+0.951",5,"331",34,1485,1282,8.89
"35",35,"-3","JASON DERULO","Get Ugly",1388,"-216",-2276,"+151",4.918,"-0.574",82,"95",19,4950,1110,19.08
"36",36,"=","COLDPLAY","Adventure Of A Lifetime",1338,"+13",198,"-77",6.099,"+0.129",47,"39",36,1338,341,6.099
"37",37,"=","ONE DIRECTION","Perfect",1251,"-16",-159,"-76",9.121,"-0.207",138,"138",10,8635,1211,42.552
"38",38,"-3","TAYLOR SWIFT","Out Of The Woods",1229,"-187",-2544,"+283",4.971,"-0.559",61,"128",12,8338,2806,46.244
"39",39,"+1","NELLY","Die A Happy Man",1180,"+18",311,"-49",4.165,"-0.024",12,"154",39,1180,555,4.288
"40",40,"-1","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",1096,"-97",-799,"-25",4.664,"-0.491",101,"91",10,8533,1989,43.062
"41",41,"=","RUTH B.","Lost Boy",986,"+10",126,"-18",3.245,"+0.087",18,"50",41,986,320,3.245
"42",42,"=","TORI KELLY","Hollow",770,"-117",-1427,"+118",2.624,"-0.218",117,"269",22,3920,501,13.353
"43",43,"+1","DUKE DUMONT","Ocean Drive",761,"+2",112,"-16",2.339,"-0.042",19,"366",43,761,183,2.423
"44",44,"+1","PANIC! AT THE DISCO","Victorious",752,"+4",147,"-58",2.302,"-0.028",6,"150",43,752,273,2.345
"45",45,"+1","TORY LANEZ","Say It",718,"+17",68,"-4",1.952,"+0.009",12,"114",45,718,285,2.097
"46",46,"-3","EMPIRE OF THE SUN","Walking On A Dream",705,"-55",-215,"-80",3.529,"-0.142",28,"146",41,931,369,4.284
"47",47,"=","JESS GLYNNE","Don't Be So Hard On Yourself",638,"-10",11,"-30",0.787,"+0.003",13,"1210",46,648,173,0.808
"48",48,"=","FETTY WAP","Again",577,"-6",-32,"-12",2.136,"+0.040",9,"123",47,609,149,2.136
"49",49,"=","MAJOR LAZER","Light It Up f/Nyla",511,"+23",211,"+5",2.496,"+0.054",4,"274",49,511,224,2.496
"50",50,"--","HAILEE STEINFELD","Rock Bottom f/DNCE",431,"--",421,"--",2.201,"--",1,"301",50,431,421,2.201
