"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MARK RONSON","Uptown Funk f/Bruno Mars",19190,"-11",946,"-7",124.004,"-0.139",108,1,1,19386,3126,125.545
2,"=","ED SHEERAN","Thinking Out Loud",18407,"+135",1505,"+135",113.054,"+0.903",81,2,2,18407,3319,113.054
3,"=","TAYLOR SWIFT","Style",14385,"+328",2928,"+24",96.896,"+1.560",52,9,3,14385,3111,96.896
4,"=","PITBULL","Time Of Our Lives f/Ne-Yo",13590,"+123",2512,"-294",85.773,"+1.197",90,11,4,13590,2867,85.773
5,"=","HOZIER","Take Me To Church",12356,"-425",-1679,"-230",72.028,"-2.176",136,14,2,14683,2004,91.149
6,"=","MEGHAN TRAINOR","Lips Are Movin",11958,"-521",-1259,"-400",61.008,"-2.787",129,29,4,13569,1988,75.882
7,"=","MAROON 5","Sugar",11862,"+326",2244,"+107",77.69,"+1.612",46,6,7,11862,2244,77.69
8,"=","TAYLOR SWIFT","Blank Space",10667,"-292",-725,"-148",78.106,"-1.860",121,18,1,18014,3248,118.647
9,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",10487,"+70",867,"-11",68.631,"+0.215",116,49,8,10487,1413,68.631
10,"=","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",10020,"+103",1855,"-179",59.555,"+0.512",32,4,10,10020,3932,59.555
11,"=","ELLA HENDERSON","Ghost",7986,"-35",150,"-44",39.469,"+0.028",168,31,11,8217,1207,40.362
12,"=","ELLIE GOULDING","Love Me Like You Do",7973,"+185",1716,"-29",46.779,"+1.394",47,3,12,7973,1757,46.779
13,"=","FALL OUT BOY","Centuries",7648,"-104",101,"-84",40.034,"-1.160",162,24,12,7839,756,42.152
14,"=","CALVIN HARRIS","Outside f/Ellie Goulding",7471,"+153",1130,"+92",49.041,"+0.808",68,52,14,7471,1280,49.041
15,"+1","ONE DIRECTION","Night Changes",5574,"+52",420,"-49",27.226,"+0.626",103,67,15,5574,1221,27.226
