"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","PITBULL Give Me Everything f/Ne-Yo",14143,-24,104,-16,94.8,-0.171,66,1,14233,1811,95.596
"2",2,"=","LMFAO Party Rock Anthem",12982,132,1028,-37,85.211,1.374,66,2,12982,1859,85.211
"3",3,"=","KATY PERRY Last Friday Night (T.G.I.F.)",12497,226,1954,-141,77.148,1.556,49,3,12497,2322,77.148
"4",4,"=","ADELE Rolling In The Deep",11758,-154,-781,-52,79.169,-1.424,66,1,14295,2273,96.15
"5",5,"=","LADY GAGA The Edge Of Glory",11614,-52,123,-119,66.578,-0.343,66,3,11672,2193,67.063
"6",6,"=","LUPE FIASCO The Show Goes On",8178,-192,-647,-229,48.521,-0.813,66,6,8825,1043,53.459
"7",7,"=","NICKI MINAJ Super Bass",8046,57,608,-57,51.209,0.158,66,7,8046,1188,51.209
"8",8,"=","ONEREPUBLIC Good Life",7508,59,412,-32,42.687,0.306,66,8,7508,898,42.687
"9",9,"=","HOT CHELLE RAE Tonight Tonight",7360,100,528,21,38.763,0.701,66,9,7360,838,38.763
"10",10,"=","JASON DERULO Don't Wanna Go Home",7292,48,116,30,37.662,0.185,64,9,7292,1463,37.775
"11",11,"=","BLACK EYED PEAS Just Can't Get Enough",6914,-164,-832,-62,50.487,-1.521,66,2,13366,715,84.474
"12",12,"=","KATY PERRY E.T.",6762,-185,-941,-45,49.301,-1.401,66,1,14624,0,96.745
"13",13,"=","BRUNO MARS Lazy Song",6072,-181,-955,-43,29.676,-0.873,66,3,11422,1054,61.587
"14",14,"=","BRITNEY SPEARS I Wanna Go",5957,156,1017,1,38.237,0.743,32,14,5957,1768,38.237
"15",15,"=","BRITNEY SPEARS Till The World Ends",5018,-119,-734,3,33.948,-0.603,66,3,11896,966,75.819
"16",16,"=","NICOLE SCHERZINGER Right There",4321,31,236,-25,20.097,-0.19,50,16,4321,720,21.085
"17",17,"=","THE BAND PERRY If I Die Young",4143,35,423,-31,21.985,0.331,66,17,4143,655,21.985
