"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","ADELE","Hello",19149,12,59,-71,124.458,0.016,46,"2",1,19149,4705,124.831
"2",2,"=","JUSTIN BIEBER","Sorry",16387,507,3288,232,111.026,2.617,47,"8",2,16387,3902,111.026
"3",3,"=","SELENA GOMEZ","Same Old Love",15299,209,1299,106,89.704,1.263,84,"13",3,15299,1774,89.704
"4",4,"=","DRAKE","Hotline Bling",14304,-317,-1484,-273,85.593,-2.495,85,"14",2,16016,2377,99.499
"5",5,"=","ELLIE GOULDING","On My Mind",13510,-1,339,-140,81.046,-0.441,82,"21",5,13511,3457,82.642
"6",6,"+1","ALESSIA CARA","Here",13076,103,754,27,83.692,0.982,142,"22",6,13076,1451,83.692
"7",7,"-1","SHAWN MENDES","Stitches",12845,-372,-2224,-262,89.975,-1.385,200,"23",1,17999,2130,108.715
"8",8,"+1","MEGHAN TRAINOR","Like I'm Gonna Lose You",11553,93,819,-64,66.472,0.18,162,"17",8,11553,1275,66.472
"9",9,"-1","ELLE KING","Ex's and Oh's",11461,-130,-601,-144,65.868,-0.895,116,"16",7,12070,1468,71.394
"10",10,"=","TAYLOR SWIFT","Wildest Dreams",10683,-491,-2718,-312,67.614,-2.535,103,"41",1,18848,3531,112.715
"11",11,"+2","THE WEEKND","In The Night",8478,251,1648,61,56.195,1.079,26,"43",11,8478,3011,56.195
"12",12,"+2","DEMI LOVATO","Confident",8157,60,362,0,39.978,0.387,68,"56",12,8157,1761,39.978
"13",13,"-2","THE WEEKND","The Hills",8088,-278,-2188,41,62.156,-0.742,128,"35",2,17451,2705,105.256
"14",14,"+1","ARIANA GRANDE","Focus",8023,-51,-27,-95,38.392,-0.503,39,"44",13,8129,5117,41.927
"15",15,"-3","JUSTIN BIEBER","What Do You Mean?",7994,-293,-1542,-185,60.965,-0.559,102,"19",1,18691,5900,114.523
"16",16,"=","ONE DIRECTION","Perfect",7039,120,1156,21,33.396,0.761,51,"30",16,7039,1185,33.396
"17",17,"=","DAYA","Hide Away",6335,100,677,27,31.912,0.726,114,"33",17,6335,746,31.912
"18",18,"=","THE CHAINSMOKERS","Roses f/Rozes",5417,237,1451,154,28.792,1.156,72,"26",18,5417,1451,28.792
"19",19,"=","FETTY WAP","679 f/Remy Boyz...",4590,-113,-556,-107,25.375,-0.811,93,"32",19,5210,769,28.742
"20",20,"=","GWEN STEFANI","Used To Love You",4193,86,433,58,17.573,0.466,40,"27",20,4193,1038,17.573
"21",21,"=","ONE DIRECTION","Drag Me Down",3867,-84,-428,-120,27.701,-0.198,130,"68",5,10402,3358,53.211
"22",22,"+1","TWENTY ONE PILOTS","Stressed Out",3671,225,1418,135,17.174,1.118,23,"31",22,3671,1418,17.174
"23",23,"-1","DNCE","Cake By The Ocean",3556,75,402,104,12.397,0.118,69,"61",22,3556,578,12.397
"24",24,"+4","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",3240,340,1692,235,18.029,1.533,14,"62",24,3240,1692,18.029
