"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","KATY PERRY","Dark Horse",17133,"-120",-264,"-97",121.736,"+0.021",108,"3",1,17515,2780,123.167
"2",2,"=","LORDE","Team",16024,"-8",738,"-216",106.116,"+0.103",107,"9",2,16032,1641,106.116
"3",3,"=","BASTILLE","Pompeii",14129,"+103",1304,"-168",96.972,"+1.446",122,"5",3,14129,1804,96.972
"4",4,"=","PHARRELL WILLIAMS","Happy",14009,"+181",2021,"-23",99.887,"+1.500",51,"1",4,14009,2386,99.887
"5",5,"=","JASON DERULO","Talk Dirty f/2 Chainz",12660,"+12",1029,"-156",79.631,"+0.170",71,"4",5,12660,2775,79.631
"6",6,"=","ONE DIRECTION","Story Of My Life",10442,"-286",-1903,"-170",62.712,"-1.177",131,"26",3,12896,1527,82.164
"7",7,"=","ONEREPUBLIC","Counting Stars",9911,"-103",-924,"+58",75.991,"-0.812",149,"20",1,16524,2609,113.696
"8",8,"=","ELLIE GOULDING","Burn",8489,"-295",-2123,"+82",59.932,"-1.467",155,"37",2,14810,1623,95.425
"9",9,"=","BRUNO MARS","Young Girls",8320,"-64",29,"-136",46,"-0.288",87,"50",9,8405,938,46.994
"10",10,"=","A GREAT BIG WORLD","Say Something w/C. Aguilera",7785,"-287",-2039,"-160",44.4,"-1.892",108,"16",7,10605,1506,64.936
"11",11,"+1","ALOE BLACC","The Man",7449,"+31",419,"-79",40.848,"+0.297",47,"6",11,7449,1722,40.848
"12",12,"+1","JOHN LEGEND","All Of Me",7139,"+253",1814,"-2",53.041,"+2.109",40,"2",12,7139,1902,53.041
"13",13,"+1","DEMI LOVATO","Neon Lights",6680,"-3",383,"-86",37.546,"+0.249",102,"32",13,6683,675,37.546
"14",14,"+2","CASH CASH","Take Me Home f/Bebe Rexha",6459,"+18",307,"-18",35.495,"+0.723",113,"53",14,6459,1074,35.495
