"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5","One More Night",13679,"+145",346,"+60",96.326,"+1.206",84,"5",1,13679,1593,96.326
"2",2,"=","PINK","Blow Me (One Last Ki...",12437,"-162",-291,"-141",88.541,"-1.487",98,"34",1,12762,2737,90.315
"3",3,"=","JUSTIN BIEBER","As Long As You Love ...",11710,"+27",587,"-107",77.439,"+0.179",97,"14",3,11710,1300,78.394
"4",4,"+1","TAYLOR SWIFT","We Are Never Ever Ge...",10657,"+238",1033,"+61",71.06,"+0.289",57,"8",4,10657,4592,71.08
"5",5,"-1","OWL CITY & CARLY RAE...","Good Time",10627,"+5",117,"-6",71.832,"+0.489",106,"20",4,10627,1961,71.832
"6",6,"=","FUN.","Some Nights",10474,"+243",1114,"+136",68.485,"+1.908",122,"7",6,10474,1295,68.485
"7",7,"=","NEON TREES","Everybody Talks",9480,"-179",-891,"-145",54.898,"-1.157",184,"25",3,10891,1632,66.269
"8",8,"=","ALEX CLARE","Too Close",8949,"+107",782,"-20",59.867,"+1.373",134,"11",8,8949,1328,59.867
"9",9,"=","FLO RIDA","Whistle",8055,"-208",-1822,"+96",49.611,"-0.942",127,"18",1,12179,1412,76.089
"10",10,"+1","CHRIS BROWN","Don't Wake Me Up",6918,"+114",761,"+76",49.174,"-0.322",115,"23",10,6918,982,49.496
"11",11,"-1","ELLIE GOULDING","Lights",6739,"-113",-690,"+35",51.937,"-0.152",243,"30",1,13999,1482,101.262
"12",12,"=","PSY","Gangnam Style",5917,"+142",946,"+3",46.907,"+0.745",31,"3",12,5917,1695,46.907
"13",13,"=","ENRIQUE IGLESIAS","Finally Found You f/...",5646,"+24",453,"-91",35.132,"-0.192",42,"31",13,5646,1803,35.324
"14",14,"+2","KE$HA","Die Young",5417,"+252",2012,"+694",41.417,"+1.752",15,"6",14,5417,3842,41.417
"15",15,"-1","NE-YO","Let Me Love You",5342,"+96",802,"-22",41.949,"+1.122",62,"16",14,5342,834,41.949
"16",16,"-1","NICKI MINAJ","Pound The Alarm",5044,"-200",-1359,"-93",31.679,"-1.174",86,"48",11,6583,1036,45.522
"17",17,"=","KATY PERRY","Wide Awake",4965,"-189",-1349,"-184",33.928,"-0.712",141,"59",1,14124,2824,100.029
"18",18,"+3","RIHANNA","Diamonds",4217,"+224",1405,"-202",29.912,"+1.382",14,"9",18,4217,2812,29.912
"19",19,"+1","ONE DIRECTION","Live While We're You...",4199,"+115",688,"-148",24.699,"+0.519",20,"10",19,4199,2151,24.699
"20",20,"-2","KARMIN","Hello",4137,"-132",-336,"-147",21.504,"-0.834",64,"53",16,4491,1012,25.698
"21",21,"-2","TRAIN","50 Ways To Say Goodb...",4130,"+40",259,"+17",22.186,"+0.212",67,"17",17,4130,717,22.186
"22",22,"+1","CHRISTINA AGUILERA","Your Body",3736,"+11",390,"-83",21.942,"+0.106",26,"42",21,3736,2059,21.942
"23",23,"-1","DAVID GUETTA","I Can Only Imagine f...",3733,"-4",213,"-46",23.49,"+0.585",73,"64",19,3737,589,23.49
"24",24,"=","USHER","Numb",3501,"-17",336,"-69",19.145,"-0.098",38,"104",22,3518,1028,19.243
"25",25,"+1","LINKIN PARK","Burn It Down",2714,"+0",159,"+11",12.409,"-0.055",126,"93",23,2714,475,12.49
"26",26,"-1","BRUNO MARS","Locked Out Of Heaven",2451,"-454",1286,"-1329",19.433,"-3.859",9,"22",25,2905,2790,23.292
