"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PINK","Blow Me (One Last Ki...",12429,-18,101,-112,85.204,0.249,86,"16",1,12447,2737,85.204
2,"=","MAROON 5","One More Night",12300,184,1218,-69,81.468,1.15,72,"5",2,12300,1593,81.468
3,"=","FLO RIDA","Whistle",10705,-209,-1129,-40,64.083,-0.972,115,"10",1,12179,1412,76.089
4,"=","NEON TREES","Everybody Talks",10565,11,-306,31,63.937,-0.232,172,"22",3,10891,1632,66.269
5,"=","JUSTIN BIEBER","As Long As You Love ...",10403,76,628,-80,74.625,0.892,85,"11",5,10403,1300,74.625
6,"=","OWL CITY & CARLY RAE...","Good Time",10118,64,271,-68,68.879,-0.196,94,"15",6,10118,1961,69.602
7,"=","TAYLOR SWIFT","We Are Never Ever Ge...",8915,92,462,-12,62.947,1.216,45,"6",7,8915,4592,62.947
8,"=","FUN.","Some Nights",8732,46,555,-141,56.631,0.675,110,"7",8,8732,1295,56.631
9,"=","DEMI LOVATO","Give Your Heart A Br...",8055,-262,-1958,36,57.979,-1.701,212,"40",1,11880,1256,80.294
10,"=","ELLIE GOULDING","Lights",8037,-89,-1108,76,61.396,-1.035,231,"46",1,13999,1482,101.262
11,"=","ALEX CLARE","Too Close",7542,103,337,21,48.824,0.953,122,"9",11,7542,1328,48.824
12,"=","KATY PERRY","Wide Awake",6699,-131,-1071,49,44.537,-0.472,129,"43",1,14124,2824,100.029
13,"=","NICKI MINAJ","Pound The Alarm",6502,-23,-70,-68,42.583,-1.001,74,"31",13,6583,1036,45.522
14,"=","CHRIS BROWN","Don't Wake Me Up",5768,84,397,36,46.559,0.077,103,"19",14,5768,982,46.559
15,"=","ENRIQUE IGLESIAS","Finally Found You f/...",4807,84,461,-20,31.068,0.144,30,"8",15,4807,1803,31.068
16,"=","KARMIN","Hello",4331,41,-4,58,23.822,-0.324,52,"53",16,4370,1012,25.698
17,"=","PSY","Gangnam Style",4146,161,1395,-94,30.941,1.407,19,"2",17,4146,1695,30.941
18,"=","NE-YO","Let Me Love You",3976,133,630,68,31.112,1.126,50,"23",17,3976,687,31.112
19,"=","TRAIN","50 Ways To Say Goodb...",3619,15,139,-27,19.463,-0.002,55,"17",17,3619,717,19.698
20,"=","DAVID GUETTA","I Can Only Imagine f...",3333,13,123,-35,20.339,-0.273,61,"69",20,3342,589,21.757
21,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",3024,-42,-562,61,20.156,-0.071,153,"101",5,9398,1254,61.384
22,"+2","CHRISTINA AGUILERA","Your Body",2972,122,913,-223,17.342,0.555,14,"41",22,2972,2059,18.79
23,"-1","CHER LLOYD","Want U Back",2956,-93,-1162,84,16.88,-0.52,139,"33",9,8069,1103,45.503
24,"-1","USHER","Numb",2898,40,887,-141,15.695,0.422,26,"135",23,2898,1028,15.695
25,"=","LINKIN PARK","Burn It Down",2476,-17,-42,-64,11.353,-0.12,114,"90",23,2534,475,11.656
26,"+2","ONEREPUBLIC","Feel Again",2016,-8,70,-66,9.886,-0.044,22,"50",26,2072,813,9.995
27,"-1","ONE DIRECTION","Live While We're You...",1965,-186,1333,-818,14.568,-3.877,8,"--",26,2151,2151,18.445
28,"-1","OLLY MURS","Heart Skips A Beat",1942,-155,-474,-170,9.853,-0.804,77,"96",25,2416,401,13.274
29,"+1","PHILLIP PHILLIPS","Home",1831,10,209,-49,10.985,0.197,79,"13",29,1831,311,10.985
30,"+1","KE$HA","Die Young",1818,445,1818,445,18.773,3.651,3,"3",30,1818,1818,18.773
31,"-2","CONOR MAYNARD","Vegas Girl",1810,-20,-51,-18,8.435,-0.122,62,"118",27,1870,280,8.839
32,"=","ED SHEERAN","The A Team",1369,26,98,10,9.763,0.093,40,"36",31,1369,231,9.763
