"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",13743,"+35",287,"-19",93.702,"+0.249",56,1,13743,1811,93.702
2,"=","ADELE Rolling In The Deep",12674,"-93",-715,"+34",87.223,"-0.343",56,1,14295,2273,96.15
3,"=","LADY GAGA The Edge Of Glory",11321,"+10",533,"-89",66.434,"+0.260",56,3,11321,2193,66.434
4,"=","LMFAO Party Rock Anthem",11262,"+200",1305,"-10",74.322,"+1.072",56,4,11262,1859,74.322
5,"=","KATY PERRY Last Friday Night (T.G.I.F.)",9449,"+223",1850,"-131",61.868,"+1.569",39,5,9449,2124,61.868
6,"=","LUPE FIASCO The Show Goes On",8765,"+3",232,"-87",50.845,"-0.280",56,6,8765,1043,53.459
7,"=","KATY PERRY E.T.",7967,"-193",-1618,"+4",56.803,"-1.690",56,1,14624,0,96.745
8,"=","BLACK EYED PEAS Just Can't Get Enough",7803,"-100",-1294,"+152",57.293,"-0.202",56,2,13366,715,84.474
9,"=","BRUNO MARS Lazy Song",7434,"-208",-1607,"+137",36.349,"-1.010",56,3,11422,1054,61.587
10,"+1","NICKI MINAJ Super Bass",7115,"+154",958,"+23",43.666,"+0.802",56,10,7115,1188,43.666
11,"-1","JASON DERULO Don't Wanna Go Home",6987,"+20",208,"-23",36.973,"+0.079",54,10,6987,1463,37.039
12,"=","ONEREPUBLIC Good Life",6817,"+102",835,"-63",40.441,"+0.532",56,12,6817,898,40.441
13,"=","HOT CHELLE RAE Tonight Tonight",6595,"+100",386,"+50",34.751,"+0.779",56,12,6595,838,34.751
14,"=","BRITNEY SPEARS Till The World Ends",5862,"-56",-770,"+75",39.435,"-0.438",56,3,11896,966,75.819
15,"=","JENNIFER LOPEZ F/PITBULL On The Floor",4574,"-63",-624,"+85",32.622,"-0.223",56,5,10169,668,65.118
16,"=","BRITNEY SPEARS I Wanna Go",4452,"+124",1386,"-122",31.289,"+0.893",22,16,4452,1768,31.289
17,"=","NICOLE SCHERZINGER Right There",3944,"+33",374,"-50",19.9,"-0.122",40,17,3944,720,20.022
18,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3661,"-63",-208,"-71",18.647,"-0.572",54,18,3879,864,21.943
19,"+1","RIHANNA California King Bed",3528,"+21",357,"-37",14.719,"+0.116",51,19,3528,616,14.846
20,"+1","THE BAND PERRY If I Die Young",3525,"+66",396,"+14",17.97,"+0.473",56,20,3525,655,17.97
21,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",3441,"+75",280,"-3",16.758,"+0.353",56,21,3441,525,16.758
22,"-3","WIZ KHALIFA Roll Up",3329,"-219",-1270,"-165",15.53,"-0.654",56,14,5043,725,26.478
23,"=","TAYLOR SWIFT The Story Of Us",3214,"+9",-69,"+17",15.715,"+0.053",56,21,3295,587,17.303
24,"+2","BEYONCE Best Thing I Never Had",3074,"+72",568,"-33",15.91,"+0.321",28,24,3074,856,15.91
25,"=","MARTIN SOLVEIG & DRAGONETTE Hello",2949,"-72",-743,"+32",20.729,"+0.022",56,18,4031,605,23.761
26,"-2","SELENA GOMEZ & THE SCENE Who Says",2908,"-212",-1401,"-157",12.068,"-1.005",56,17,4559,707,27.282
27,"=","TINIE TEMPAH Written In The Stars",2792,"-41",-530,"+94",17.388,"-0.138",56,7,8819,756,54.175
28,"=","MAROON 5 Never Gonna Leave This Bed",2431,"+17",217,"-29",10.24,"+0.034",56,28,2431,312,10.24
29,"=","CHRIS BROWN She Ain't You",2386,"+51",617,"-18",12.431,"+0.248",45,29,2386,635,12.431
30,"=","JEREMIH Down On Me f/50 Cent",2248,"-35",-432,"+59",15.084,"-0.165",56,10,8052,153,44.2
31,"=","LIL WAYNE How To Love",2193,"+105",606,"+15",12.25,"+0.899",31,31,2193,606,12.25
32,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",1812,"+68",346,"-6",9.668,"+0.233",31,32,1812,502,9.668
33,"+1","AVRIL LAVIGNE Smile",1361,"+12",159,"-26",4.777,"+0.021",38,33,1361,226,4.777
34,"-1","T-PAIN Best Love Song f/Chris Brown",1354,"+3",23,"-7",7.187,"+0.099",54,33,1369,260,7.187
35,"=","IYAZ Pretty Girls",1130,"+27",191,"+12",4.113,"+0.061",31,35,1130,271,4.113
36,"+2","COBRA STARSHIP You Make Me Feel... f/Sab...",1041,"+29",188,"-7",4.382,"+0.122",22,36,1041,257,4.382
37,"=","CEE LO GREEN Bright Lights Bigger City",1030,"+17",105,"-4",3.321,"-0.097",37,37,1030,170,3.418
38,"-2","NEW BOYZ Back Seat f/Cataracs & Dev",996,"-30",-234,"+20",6.4,"-0.169",56,17,4096,331,21.342
39,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",945,"+80",490,"+27",4.829,"+0.462",10,39,945,490,4.829
40,"-1","CHRIS BROWN Look At Me Now",904,"-3",-80,"+18",6.955,"+0.052",56,28,1861,229,12.746
41,"+1","COLDPLAY Every Teardrop Is A Waterfall",872,"+33",264,"-34",4.172,"+0.212",11,41,872,446,4.172
42,"-1","BIG SEAN My Last f/Chris Brown",844,"+3",92,"-30",3.981,"-0.058",31,40,844,169,4.039
43,"=","ALL TIME LOW I Feel Like Dancin�",792,"+3",3,"-7",2.101,"+0.036",17,41,795,294,2.313
44,"=","AFROJACK Take Over Control f/Eva Simons",707,"+22",220,"-14",7.419,"+0.036",16,44,707,234,7.419
45,"=","BLACK EYED PEAS Don't Stop The Party",669,"+52",474,"+29",2.441,"+0.135",4,45,669,474,2.441
46,"=","ANDY GRAMMER Keep Your Head Up",638,"+51",262,"+24",2.086,"+0.163",10,45,638,262,2.086
47,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",552,"+32",195,"+10",2.437,"+0.117",7,47,552,211,2.437
48,"-1","TRAIN Save Me San Francisco",538,"+4",4,"+4",2.006,"-0.015",36,44,551,92,2.155
49,"=","CODY SIMPSON On My Mind",464,"+18",73,"+4",1.371,"+0.028",17,47,464,89,1.371
50,"--","KELLY ROWLAND Motivation f/Lil Wayne",434,"--",146,"--",1.792,"--",1,50,434,146,1.792
