"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","KATY PERRY","Dark Horse",16864,-105,-447,-60,120.29,-0.533,111,"3",1,17515,2780,123.167
"2",2,"=","LORDE","Team",16206,60,560,-53,106.45,-0.593,110,"10",2,16206,1641,107.043
"3",3,"=","PHARRELL WILLIAMS","Happy",15226,396,2351,118,106.175,1.985,54,"1",3,15226,2386,106.175
"4",4,"=","BASTILLE","Pompeii",14642,138,1162,-76,100.77,1.016,125,"8",3,14642,1804,100.77
"5",5,"=","JASON DERULO","Talk Dirty f/2 Chainz",13020,118,880,-85,82.769,1.207,74,"4",5,13020,2775,82.769
"6",6,"=","ONEREPUBLIC","Counting Stars",9661,-53,-659,135,73.719,-0.376,152,"21",1,16524,2609,113.696
"7",7,"=","ONE DIRECTION","Story Of My Life",8954,-436,-2759,-175,57.242,-1.628,134,"27",3,12896,1527,82.164
"8",8,"+2","JOHN LEGEND","All Of Me",8219,418,2094,161,61.777,3.532,43,"2",8,8219,2094,61.777
"9",9,"-1","BRUNO MARS","Young Girls",8191,-115,-195,-127,44.783,-0.828,90,"61",8,8405,938,46.994
"10",10,"-1","ELLIE GOULDING","Burn",7927,-196,-1858,59,56.171,-1.337,158,"34",2,14810,1623,95.425
"11",11,"=","ALOE BLACC","The Man",7664,23,463,-71,42.029,0.085,50,"5",10,7664,1722,42.029
"12",12,"=","DEMI LOVATO","Neon Lights",6918,54,438,-58,38.677,0.336,105,"35",12,6918,675,38.677
"13",13,"+1","BEYONCE","Drunk In Love f/Jay Z",6687,76,726,-92,41.376,-0.135,53,"15",13,6687,1663,41.601
"14",14,"+1","CASH CASH","Take Me Home f/Bebe Rexha",6570,68,288,21,36.821,0.621,116,"50",14,6570,1074,36.821
"15",15,"+1","AVICII","Hey Brother",6527,112,573,-16,40.33,1.148,98,"13",15,6527,816,40.33
"16",16,"-3","A GREAT BIG WORLD","Say Something w/C. Aguilera",6416,-391,-2673,-109,36.63,-2.223,111,"16",7,10605,1506,64.936
"17",17,"+1","AMERICAN AUTHORS","Best Day Of My Life",6196,176,854,42,34.147,1.013,94,"9",17,6196,978,34.147
"18",18,"-1","EMINEM","The Monster f/Rihanna",5973,-169,-810,-93,45.152,-1.219,135,"53",1,16414,2904,117.022
"19",19,"=","MARTIN GARRIX","Animals",5320,106,663,-71,35.827,-0.213,102,"18",19,5320,993,36.04
"20",20,"+1","SHAKIRA F/RIHANNA","Can't Remember To Forget You",4182,10,18,-1,20.419,-0.12,59,"29",20,4182,1848,20.539
"21",21,"-1","ZENDAYA","Replay",4062,-263,-770,-286,17.152,-0.986,147,"82",18,4830,472,20.776
"22",22,"=","NAUGHTY BOY","La La La f/Sam Smith",3780,52,405,-28,18.962,0.325,60,"39",22,3780,697,18.962
"23",23,"=","KID INK","Show Me f/Chris Brown",3638,46,130,6,20.14,-0.248,67,"23",23,3638,644,21.33
"24",24,"+1","JUSTIN TIMBERLAKE","Not A Bad Thing",3446,336,1960,142,26.015,2.147,18,"26",24,3446,1960,26.015
"25",25,"-1","JOHN NEWMAN","Love Me Again",3131,-190,-2237,105,13.012,-1.119,160,"60",13,6684,697,35.821
"26",26,"=","THE CHAINSMOKERS","#Selfie",3066,198,1081,86,20.228,1.172,24,"6",26,3066,1081,20.228
"27",27,"=","PARAMORE","Ain't It Fun",2766,113,555,27,17.193,0.391,33,"33",25,2766,887,17.193
"28",28,"=","AUSTIN MAHONE","Mmm Yeah f/Pitbull",2392,47,500,-12,10.5,0.308,37,"57",28,2392,512,10.5
"29",29,"=","MKTO","Classic",2367,63,264,33,8.663,0.336,102,"41",28,2367,279,8.663
"30",30,"=","DJ SNAKE & LIL JON","Turn Down For What",1925,58,352,15,11.388,0.02,53,"12",30,1925,355,11.388
"31",31,"=","TIESTO","Red Lights",1766,87,549,33,14.086,0.162,20,"--",31,1766,549,14.086
"32",32,"+1","DISCLOSURE","Latch f/Sam Smith",1663,76,279,68,7.79,0.264,39,"80",32,1663,344,7.79
"33",33,"+1","NONONO","Pumpin Blood",1537,-26,-64,-37,5.566,-0.038,93,"233",32,1617,237,5.839
"34",34,"+1","B.O.B","John Doe f/Priscilla",1501,48,511,-54,9.03,0.352,23,"159",34,1501,644,9.03
"35",35,"-3","CALVIN HARRIS","Thinking About You",1463,-169,-905,-26,6.372,-0.368,132,"311",22,3761,605,22.25
"36",36,"=","EMINEM","Headlights",1371,64,354,27,6.647,0.296,26,"83",36,1371,363,6.647
"37",37,"=","MILEY CYRUS","Adore You",1115,-139,-1687,146,4.007,-0.394,77,"36",15,5927,1542,27.855
"38",38,"=","RIXTON","Me And My Broken Heart",1070,64,468,-22,7.605,0.652,11,"--",38,1070,512,7.605
"39",39,"=","NEON TREES","Sleeping With A Friend",934,20,97,-17,4.925,0.263,36,"101",39,934,192,4.925
"40",40,"=","ZEDD","Find You f/M. Koma & M. Bryant",908,36,196,4,5.156,0.191,18,"151",40,908,262,5.156
"41",41,"+3","PITBULL","Wild Wild Love f/GRL",852,36,314,-20,8.509,0.178,11,"68",41,852,386,8.509
"42",42,"-1","MARIAH CAREY","You're Mine (Eternal)",846,-8,178,-40,3.173,-0.066,14,"--",41,854,328,3.239
"43",43,"=","KARMIN","I Want It All",841,-5,47,-13,2.216,-0.052,39,"--",39,846,311,2.341
"44",44,"-2","ICONA POP","Just Another Night",839,-12,15,-29,2.051,-0.068,40,"--",40,855,159,2.189
