"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JUSTIN BIEBER","Love Yourself",18724,"+243",2204,"-26",120.119,"+0.492",59,"5",1,18724,4103,120.119
"2",2,"=","TWENTY ONE PILOTS","Stressed Out",16043,"+192",1970,"-69",97.829,"+1.524",78,"4",2,16043,2702,97.829
"3",3,"+1","THE WEEKND","In The Night",15588,"+132",1029,"+61",89.608,"+0.512",81,"42",3,15588,3011,89.608
"4",4,"-1","ALESSIA CARA","Here",15501,"-264",-1886,"-176",90.878,"-1.648",197,"28",1,17621,1489,109.076
"5",5,"=","JUSTIN BIEBER","Sorry",14232,"-247",-1996,"-86",105.114,"-0.043",102,"10",1,19494,3902,127.324
"6",6,"=","SELENA GOMEZ","Same Old Love",13027,"-332",-3092,"-61",84.459,"-1.455",139,"26",1,18836,1774,120.08
"7",7,"=","THE CHAINSMOKERS","Roses f/Rozes",12724,"+131",1120,"+160",75.781,"+0.522",127,"11",7,12724,2023,75.781
"8",8,"=","DAYA","Hide Away",10002,"+61",553,"-15",54.21,"+0.054",169,"20",8,10002,883,54.21
"9",9,"=","ADELE","Hello",9801,"-138",-1169,"+77",69.525,"-1.281",101,"7",1,19167,4705,124.831
"10",10,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",8417,"+10",281,"-86",42.982,"+0.100",69,"18",10,8417,1989,42.982
"11",11,"=","DNCE","Cake By The Ocean",8360,"+75",867,"-65",45.208,"+0.503",124,"13",11,8360,1111,45.208
"12",12,"=","FLO RIDA","My House",8347,"+314",1978,"+187",48.048,"+1.789",105,"6",12,8347,1978,48.048
"13",13,"=","ADELE","When We Were Young",7878,"+30",444,"-31",36.603,"+0.174",47,"15",12,7878,1962,36.603
"14",14,"=","TAYLOR SWIFT","Out Of The Woods",7804,"+325",1442,"+234",43.93,"+1.721",29,"53",14,7804,2806,43.93
"15",15,"=","SELENA GOMEZ","Hands To Myself",7134,"+99",1408,"-264",40.56,"+0.932",29,"9",15,7134,1952,40.56
"16",16,"+1","CHARLIE PUTH","One Call Away",6001,"+41",525,"-23",26.912,"+0.485",84,"8",16,6001,819,26.912
"17",17,"+1","ELLIE GOULDING","On My Mind",5365,"-36",-758,"+58",41.823,"-0.383",137,"96",4,14332,3457,82.642
"18",18,"+1","ELLIE GOULDING","Something In The Way You Move",4842,"+165",1126,"-8",24.809,"+0.889",24,"138",18,4842,1673,24.809
"19",19,"+3","JASON DERULO","Get Ugly",4622,"+34",425,"-97",19.079,"+0.108",50,"56",19,4622,1110,19.079
