"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","TAYLOR SWIFT","Shake It Off",17208,-74,-264,-45,106.036,-0.576,67,"2",1,17531,9016,110.142
"2",2,"=","IGGY AZALEA","Black Widow f/Rita Ora",16997,-246,-532,-324,111.17,-1.567,117,"31",1,17547,2437,115.226
"3",3,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",15654,24,722,-142,94.236,0.366,87,"10",3,15654,4716,94.236
"4",4,"=","MEGHAN TRAINOR","All About That Bass",15463,-67,-807,152,105.605,-0.42,108,"4",1,17875,3030,116.17
"5",5,"=","JEREMIH","Don't Tell 'Em f/YG",12551,-24,297,-173,73.78,-0.65,96,"22",5,12620,1458,74.757
"6",6,"=","TOVE LO","Habits (Stay High)",12289,213,987,74,83.965,1.208,123,"8",6,12289,1460,83.965
"7",7,"=","ED SHEERAN","Don't",10440,52,663,12,63.781,0.942,103,"19",7,10440,1458,63.781
"8",8,"=","CALVIN HARRIS","Blame f/John Newman",8486,28,476,-166,52.373,0.941,46,"24",8,8486,1988,52.373
"9",9,"+1","MAROON 5","Animals",8420,353,1537,196,53.788,2.886,31,"6",9,8420,2460,53.788
"10",10,"-1","ECHOSMITH","Cool Kids",8275,-57,-150,-104,43.793,-0.431,138,"13",8,8425,978,46.431
"11",11,"=","ARIANA GRANDE","Break Free f/Zedd",7199,-222,-2971,432,56.375,-1.722,111,"48",4,14321,2327,87.942
"12",12,"=","NICK JONAS","Jealous",6960,107,630,8,37.666,0.522,43,"18",12,6960,1846,37.666
"13",13,"=","JASON DERULO","Trumpets",6863,157,710,89,35.94,0.89,60,"9",13,6863,1238,35.94
"14",14,"=","MR PROBZ","Waves",6729,82,637,5,48.643,1.059,103,"20",14,6729,1001,48.643
"15",15,"=","CHARLI XCX","Boom Clap",6204,-163,-1141,90,43.006,-1.447,132,"55",1,16743,2210,108.049
"16",16,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",5928,-63,-308,-58,53.534,0.017,148,"26",6,11598,1590,74.965
"17",17,"=","5 SECONDS OF SUMMER","Amnesia",5550,-76,-337,-20,26.115,-0.341,100,"45",14,5943,912,27.287
"18",18,"=","PITBULL","Fireball f/John Ryan",5516,52,204,56,25.894,0.154,82,"14",18,5516,739,26.223
"19",19,"=","SAM SMITH","I'm Not The Only One",4683,104,897,18,21.797,0.822,29,"15",19,4683,1424,21.797
"20",20,"=","ONE DIRECTION","Steal My Girl",4459,67,731,-5,17.366,0.284,25,"30",20,4459,2502,17.366
"21",21,"=","COLDPLAY","A Sky Full Of Stars",3926,-294,-2167,-70,23.559,-1.264,117,"50",12,6757,946,41.834
"22",22,"=","MAROON 5","Maps",3734,-74,-535,-6,24.799,-0.502,130,"47",2,14278,4866,79.434
"23",23,"+1","ARIANA GRANDE & THE WEEKND","Love Me Harder",3544,218,1649,12,23.481,0.91,17,"44",23,3544,1751,23.481
"24",24,"-1","NICO & VINZ","In Your Arms",3422,31,295,-31,16.41,0.208,30,"63",23,3422,1121,16.41
"25",25,"=","FERGIE","L.A.LOVE (la la)",3131,38,581,-82,13.396,0.173,21,"38",25,3131,1105,13.396
"26",26,"=","ALESSO","Heroes",3088,69,388,13,17.939,0.441,46,"53",26,3088,589,17.939
"27",27,"+1","MARY LAMBERT","Secrets",2922,87,749,-8,12.866,0.272,55,"80",27,2922,817,12.866
"28",28,"+1","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",2737,-53,-645,86,26.774,-0.886,152,"74",9,9201,1299,66.786
"29",29,"-2","NICKI MINAJ","Anaconda",2702,-271,-1357,-129,13.488,-0.939,80,"46",21,4506,974,22.917
"30",30,"=","TINASHE","2 On f/Schoolboy Q",2176,-89,-1086,24,12.911,-0.132,137,"101",20,3927,419,21.823
"31",31,"+1","FALL OUT BOY","Centuries",2081,48,356,10,11.401,0.228,37,"12",31,2081,556,11.401
"32",32,"-1","KIM CESARION","Undressed",2070,23,152,15,7.061,0.064,74,"117",29,2070,260,7.061
"33",33,"=","KENDRICK LAMAR","i",2004,27,424,-42,12.989,-0.309,26,"64",33,2004,591,13.612
"34",34,"=","DAVID GUETTA","Dangerous f/Sam Martin",1873,33,613,-84,10.179,0.13,18,"67",34,1873,1540,16.342
"35",35,"=","CHARLI XCX","Break The Rules",1823,-3,322,-90,6.436,0.056,23,"226",35,1826,609,6.436
"36",36,"+2","GWEN STEFANI","Baby Don't Lie",1719,228,1719,228,15.46,1.469,4,"11",36,1719,1719,15.46
"37",37,"-1","BEBE REXHA","Can't Stop Drinking About You",1656,14,223,-11,5.316,0.006,63,"105",35,1656,292,5.316
"38",38,"-1","RIXTON","Wait On Me",1609,-21,25,-26,5.024,-0.036,63,"248",32,1650,352,5.06
"39",39,"=","HOZIER","Take Me To Church",1414,62,563,-49,4.745,0.162,11,"5",38,1414,674,4.745
"40",40,"=","HILARY DUFF","All About You",1172,1,148,-11,2.824,-0.018,48,"622",39,1172,454,2.842
"41",41,"=","ELLA HENDERSON","Ghost",1053,7,76,-18,3.181,0.011,43,"99",40,1053,172,3.181
"42",42,"=","CHRIS BROWN","New Flame f/Usher & Rick Ross",1034,31,210,8,4.324,0.209,17,"69",42,1034,255,4.324
"43",43,"+1","MEGHAN TRAINOR","Lips Are Movin",855,153,637,82,4.232,0.582,4,"33",43,855,637,4.232
"44",44,"-1","COBRA STARSHIP","Never Been In Love f/Icona Pop",792,12,63,2,2.314,0.021,36,"429",43,792,140,2.314
"45",45,"+4","JESSIE J","Burnin' Up f/2 Chainz",699,57,463,-5,5.17,0.611,4,"98",45,699,468,5.17
"46",46,"=","TREY SONGZ","Touchin, Lovin f/Nicki Minaj",682,20,142,1,3.621,0.054,9,"92",46,682,142,3.621
"47",47,"=","BEA MILLER","Young Blood",671,16,168,-5,1.535,-0.004,7,"285",47,671,173,1.539
"48",48,"-3","JAKE MILLER","First Flight Home",660,-42,-638,78,2.825,-0.147,88,"358",28,1776,302,5.767
"49",49,"-1","T.I.","No Mediocre f/Iggy Azalea",644,-10,-93,16,2.87,-0.025,46,"71",43,793,217,3.37
"50",50,"=","JACOB LATIMORE","Heartbreak Heard Around The...",597,-5,-38,-2,2.458,-0.042,18,"--",45,638,146,2.885
