"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","FLO RIDA","My House",18000,-35,327,-194,102.571,-0.639,151,"4",1,18123,2285,104.909
"2",2,"=","TWENTY ONE PILOTS","Stressed Out",16812,-229,-1455,-34,112.903,-1.762,124,"9",1,19140,2702,124.646
"3",3,"=","JUSTIN BIEBER","Love Yourself",15948,-236,-1346,-87,112.685,-1.473,105,"10",1,19000,4103,124.28
"4",4,"=","SELENA GOMEZ","Hands To Myself",14865,189,945,23,89.478,-0.096,75,"26",4,14865,1952,89.574
"5",5,"=","G-EAZY","Me Myself And I f/Bebe Rexha",13516,146,976,-97,81.555,1.053,71,"17",5,13516,1836,81.555
"6",6,"=","DNCE","Cake By The Ocean",12645,48,266,-25,80.383,1.143,170,"14",6,12645,1111,80.383
"7",7,"=","THE CHAINSMOKERS","Roses f/Rozes",11795,-493,-2339,-258,65.126,-2.312,173,"28",3,14687,2023,83.872
"8",8,"=","ZAYN","Pillowtalk",10936,172,803,45,72.949,0.618,49,"15/89",8,10936,2441,72.949
"9",9,"=","RIHANNA","Work f/Drake",10783,138,879,-42,65.782,0.093,51,"5/62",9,10783,3999,65.782
"10",10,"=","MIKE POSNER","I Took A Pill In Ibiza",10152,192,873,48,60.996,1.685,63,"7",10,10152,1578,60.996
"11",11,"=","CHARLIE PUTH","One Call Away",9395,-24,-29,43,50.454,-0.415,130,"12",10,9491,931,51.298
"12",12,"=","JUSTIN BIEBER","Sorry",8934,-170,-1913,138,69.538,-0.973,148,"37",1,19494,3902,127.324
"13",13,"+1","MEGHAN TRAINOR","NO",7307,358,1809,-536,46.581,1.676,14,"2",13,7307,5498,46.581
"14",14,"-1","ROBIN SCHULZ","Sugar f/Francesco Yates",7036,-264,-783,-264,39.434,-1.467,112,"56",13,7836,1193,44.484
"15",15,"+1","ZARA LARSSON & MNEK","Never Forget You",6897,102,758,7,39.366,1.047,44,"11",15,6897,1534,39.366
"16",16,"+1","LUKAS GRAHAM","7 Years",6890,175,1034,22,37.769,1.811,61,"1",16,6890,1392,37.769
"17",17,"-2","ELLIE GOULDING","Something In The Way You Move",6380,-500,-1335,-484,28.344,-2.836,70,"101",14,7731,1673,38.605
"18",18,"+1","FIFTH HARMONY","Work From Home",6132,202,1146,31,33.242,0.57,21,"8",18,6132,4059,33.242
"19",19,"-1","DJ SNAKE","Middle f/Bipolar Sunshine",6130,90,692,38,32.797,0.194,61,"19",17,6130,1239,32.797
"20",20,"=","THE WEEKND","In The Night",5644,-71,-1068,202,34.333,-0.653,127,"141",3,15760,3011,89.68
"21",21,"=","TAYLOR SWIFT","New Romantics",5120,86,494,23,24.946,0.21,23,"21",20,5120,2558,24.946
"22",22,"=","JUSTIN BIEBER","Company",4272,148,1098,-26,20.235,0.789,19,"138",22,4272,2006,20.235
"23",23,"+2","ARIANA GRANDE","Dangerous Woman",4243,651,4214,622,33.464,3.69,7,"6",23,4243,4214,33.464
"24",24,"-1","TROYE SIVAN","Youth",4123,45,406,-28,15.635,0.476,75,"16",22,4123,660,15.635
"25",25,"-1","ALESSIA CARA","Wild Things",3734,33,222,25,15.504,0.102,47,"60",24,3734,814,15.504
"26",26,"+1","SHAWN HOOK","Sound Of Your Heart",2961,67,231,94,10.375,0.172,68,"216",26,2961,576,10.375
"27",27,"-1","RACHEL PLATTEN","Stand By You",2831,-279,-1101,-239,12.396,-1.176,140,"49",19,4017,493,19.073
"28",28,"=","GWEN STEFANI","Make Me Like You",2574,22,79,28,8.785,0.121,29,"48",27,2598,1040,9.045
"29",29,"=","ZENDAYA","Something New f/Chris Brown",2503,-6,-41,-9,10.066,-0.199,35,"98",27,2568,892,10.907
"30",30,"=","NATHAN SYKES","Over And Over Again f/A.Grande",1935,-3,99,-4,5.956,0.043,52,"176",30,1957,585,6.185
"31",31,"=","JAMES BAY","Let It Go",1897,34,134,30,8.74,0.086,26,"20",31,1897,885,8.74
"32",32,"=","KYGO","Stole The Show f/Parson James",1475,4,-82,33,6.204,-0.085,44,"159",32,1668,374,6.89
"33",33,"=","RUTH B.","Lost Boy",1314,30,236,7,4.782,0.224,32,"41",33,1314,320,4.782
"34",34,"=","NELLY","Die A Happy Man",1267,1,-2,-7,3.796,-0.107,26,"165",34,1273,555,4.305
"35",35,"=","ADELE","When We Were Young",1179,-44,-1095,235,5.252,0.007,93,"58",11,8301,1962,41.764
"36",36,"+1","PANIC! AT THE DISCO","Victorious",1042,25,185,-14,2.789,0.079,20,"104",36,1042,273,2.789
"37",37,"+1","HAILEE STEINFELD","Rock Bottom f/DNCE",950,25,110,11,3.122,-0.025,15,"412",37,950,560,3.331
"38",38,"-2","ONE DIRECTION","History",890,-159,-630,-132,2.818,-0.324,47,"154",31,1702,559,5.701
"39",39,"+1","THE CHAINSMOKERS","Don't Let Me Down f/Daya",857,111,398,98,6.745,0.837,5,"35",39,857,398,6.745
"40",40,"+2","DILLON FRANCIS & KYGO","Coming Over f/James Hersey",738,20,124,-15,2.991,-0.084,12,"1175",40,738,283,3.075
"41",41,"=","TORY LANEZ","Say It",730,-4,-51,6,1.549,0.002,26,"118",40,791,285,2.097
"42",42,"-3","COLDPLAY","Adventure Of A Lifetime",729,-102,-480,-42,2.942,-0.425,61,"54",35,1369,341,6.099
"43",43,"=","MAJOR LAZER","Light It Up f/Nyla",661,15,120,10,2.78,-0.039,16,"245",43,661,224,2.819
"44",44,"+1","HALSEY","Colors",641,33,104,29,1.729,0.069,12,"285",44,641,304,1.729
