"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","FUN. We Are Young f/Janelle Monae",14119,-72,-266,-49,108.41,-0.449,78,"6",1,14439,2738,110.772
"2",2,"=","FLO RIDA Wild Ones f/Sia",12588,-7,427,-113,91.517,0.167,96,"5",2,12595,1940,91.517
"3",3,"=","GOTYE Somebody That I Used To Know",12198,227,1916,-51,93.624,1.971,70,"1",3,12198,2018,93.624
"4",4,"=","WANTED Glad You Came",11406,-131,-1316,110,89.927,-0.4,123,"15",1,13712,1363,101.962
"5",5,"=","NICKI MINAJ Starships",11225,116,1384,-55,79.866,0.677,86,"11/51",5,11225,1834,79.866
"6",6,"=","ONE DIRECTION What Makes You Beautiful",10331,56,634,-98,71.103,0.278,71,"7",6,10331,1579,71.103
"7",7,"=","KATY PERRY Part Of Me",9177,-239,-1969,17,61.622,-1.985,87,"34",3,12039,3625,78.553
"8",8,"=","ADELE Rumour Has It",8492,16,104,-11,56.313,0.358,67,"40",8,8492,1514,56.313
"9",9,"+2","CARLY RAE JEPSEN Call Me Maybe",7508,146,621,16,53.285,1.711,60,"3",9,7508,1298,53.285
"10",10,"-1","KELLY CLARKSON Stronger (What Doesn't Ki...",7479,-140,-990,-94,53.162,-1.928,123,"37",1,13549,2321,99.332
"11",11,"-1","JUSTIN BIEBER Boyfriend",7258,-119,-535,-66,41.791,-1.019,45,"4",9,7937,4726,51.492
"12",12,"+1","MAROON 5 Payphone f/Wiz Khalifa",6939,127,1264,-17,49.456,0.7,24,"2",12,6939,3415,49.456
"13",13,"-1","CALVIN HARRIS Feel So Close",6818,-162,-1203,-69,45.117,-0.806,91,"22",7,8145,1329,55.352
"14",14,"=","KARMIN Broken Hearted",5854,4,133,-26,36.243,0.02,81,"25",14,5854,936,36.243
"15",15,"=","TRAIN Drive By",5818,11,188,-3,35.3,0.483,116,"14",15,5818,601,35.3
"16",16,"=","DRAKE Take Care f/Rihanna",4884,-64,-856,82,39.39,-0.452,124,"56",8,7620,1220,60.618
"17",17,"=","JENNIFER LOPEZ Dance Again f/Pitbull",4730,-63,-78,-66,28.25,-0.514,41,"20",17,4851,2243,30.831
"18",18,"+1","RIHANNA Where Have You Been",4170,172,1803,-81,30.385,1.602,25,"12",18,4170,1884,30.385
"19",19,"-1","PITBULL Back In Time",4154,77,512,-8,23.247,1,42,"18",18,4154,925,23.247
"20",20,"=","USHER Scream",3906,241,1787,-164,28.377,1.356,14,"31",20,3906,2119,28.377
"21",21,"=","ELLIE GOULDING Lights",3487,110,636,20,21.901,0.498,90,"36",20,3487,786,21.901
"22",22,"=","DEMI LOVATO Give Your Heart A Break",2881,26,554,-62,18.957,0.302,71,"54",22,2881,665,18.957
"23",23,"=","B.O.B So Good",2501,-174,-1591,47,12.9,-1.053,68,"44",18,4675,1013,31.923
"24",24,"=","TAYLOR SWIFT Eyes Open",2461,-104,-1142,88,11.751,-0.663,46,"27",20,3925,1442,22.308
"25",25,"=","DAVID GUETTA Titanium f/Sia",2410,73,641,-53,15.489,0.393,32,"45",25,2410,694,15.489
"26",26,"=","HAVANA BROWN We Run The Night f/Pitbull",2064,48,190,37,15.224,0.295,88,"67",26,2064,267,15.224
"27",27,"=","DRAKE The Motto f/Lil Wayne",1913,-23,-78,-23,16.324,-0.034,81,"43",25,2047,321,19.147
"28",28,"=","CHRIS RENE Young Homie",1778,29,226,17,8,0.185,60,"134",28,1778,226,8
"29",29,"=","NEON HITCH F U Betta",1733,18,73,22,7.873,0.162,67,"--",28,1733,247,7.873
"30",30,"=","RITA ORA How We Do (Party)",1341,62,507,-27,7.541,0.3,14,"--",30,1341,620,7.541
