"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KE$HA","Die Young",14918,107,967,-90,115.614,0.918,64,"8",1,14918,3842,115.614
"2",2,"=","MAROON 5","One More Night",13685,-85,-402,-40,104.492,-1.389,133,"17",1,15401,1593,119.954
"3",3,"=","FUN.","Some Nights",12075,-115,-616,-7,84.662,-0.951,171,"14",2,13297,1295,93.147
"4",4,"=","BRUNO MARS","Locked Out Of Heaven",11970,250,1773,-29,96.027,2.609,58,"4",4,11970,2790,96.027
"5",5,"=","NE-YO","Let Me Love You",11643,42,592,-30,89.699,-0.071,111,"30",4,11643,1345,89.77
"6",6,"=","RIHANNA","Diamonds",11433,201,1045,121,88.382,1.363,63,"11",6,11433,2812,88.382
"7",7,"=","ALEX CLARE","Too Close",10136,-216,-1369,-129,65.862,-1.161,183,"32",4,11973,1328,81.998
"8",8,"=","CHRIS BROWN","Don't Wake Me Up",8641,-214,-1325,-113,58.81,-1.206,164,"64",6,10385,1456,75.301
"9",9,"+1","FLO RIDA","I Cry",8434,196,1005,44,62.003,1.441,74,"10",9,8434,1268,62.003
"10",10,"-1","TAYLOR SWIFT","We Are Never Ever Ge...",8325,-240,-1741,72,55.825,-1.836,106,"34",2,13523,4592,90.881
"11",11,"=","JUSTIN BIEBER","As Long As You Love ...",6961,-87,-987,191,53.329,-1.323,146,"54",2,13498,1300,100.233
"12",12,"=","PHILLIP PHILLIPS","Home",6822,32,401,-33,49.074,0.947,140,"3",12,6822,1033,49.074
"13",13,"=","NICKI MINAJ","Va Va Voom",6130,38,576,-142,43.23,0.258,40,"31",13,6130,1566,43.23
"14",14,"=","JUSTIN BIEBER","Beauty And A Beat f/...",6038,108,900,-47,46.283,0.798,41,"18",14,6038,1998,46.283
"15",15,"=","LUMINEERS","Ho Hey",5752,224,1005,58,48.53,2.098,73,"5",15,5752,1376,48.53
"16",16,"=","ED SHEERAN","The A Team",5180,64,627,-59,42.601,0.696,101,"35",16,5180,868,42.601
"17",17,"=","PINK","Try",4679,107,990,-147,28.969,1.24,31,"15",17,4679,1515,28.969
"18",18,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",4426,96,711,-41,33.888,0.96,80,"25",18,4426,904,33.888
"19",19,"=","ONEREPUBLIC","Feel Again",4099,-54,-3,-163,24.375,-0.445,83,"42",19,4153,813,25.014
"20",20,"=","ENRIQUE IGLESIAS","Finally Found You f/...",3649,-201,-1202,50,23.06,-1.325,91,"104",12,7155,1803,47.652
"21",21,"=","PITBULL","Don't Stop The Party",3201,59,385,-30,19.422,0.184,52,"23",21,3201,554,19.477
"22",22,"=","THE SCRIPT","Hall Of Fame f/will....",3012,23,165,-12,15.765,0.169,73,"40",22,3012,493,15.765
"23",23,"=","PSY","Gangnam Style",2824,-91,-899,178,19.708,-0.956,80,"6",10,7746,1695,59.817
"24",24,"=","KELLY CLARKSON","Catch My Breath",2513,10,650,-64,13.072,0.446,33,"57",24,2513,767,13.072
