"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","TAYLOR SWIFT","I Knew You Were Troubl...",14879,"-68",-745,"-32",118.756,"-0.633",102,"8",1,16073,2452,126.481
2,"=","SWEDISH HOUSE MAFIA","Don't You Worry Child",14612,"-3",-88,"-11",110.796,"-0.441",173,"26",2,14704,1905,116.982
3,"=","MACKLEMORE & RYAN LEWI...","Thrift Shop f/Wanz",13429,"+124",865,"+25",99.708,"+0.993",103,"2",3,13429,2020,99.708
4,"=","WILL.I.AM & BRITNEY SP...","Scream And Shout",12984,"-52",-22,"-106",97.204,"-0.504",96,"9",3,13157,2182,99.406
5,"=","MAROON 5","Daylight",11740,"+170",1042,"+50",87.47,"+1.362",98,"15",5,11740,1308,87.47
6,"=","CALVIN HARRIS","Sweet Nothing f/Floren...",9829,"+24",321,"-92",77.038,"+0.372",106,"28",6,9829,1126,77.524
7,"=","BRUNO MARS","Locked Out Of Heaven",9438,"-117",-734,"+1",78.018,"-0.963",151,"16",1,15928,2790,124.488
8,"=","LUMINEERS","Ho Hey",8224,"-109",-958,"-149",62.754,"-0.410",166,"14",2,13545,1921,101.636
9,"=","KE$HA","C'mon",8074,"-71",31,"-88",46.639,"-1.117",75,"44",9,8228,1547,54.334
10,"=","BRUNO MARS","When I Was Your Man",8050,"+174",1063,"-50",64.68,"+1.081",45,"1",10,8050,1738,64.68
11,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY Z",7551,"+78",518,"+40",53.98,"+1.598",46,"7",11,7551,6457,59.334
12,"=","IMAGINE DRAGONS","It's Time",7346,"+96",457,"+103",48.155,"+0.406",159,"32",12,7346,983,48.155
13,"=","JUSTIN BIEBER","Beauty And A Beat f/N....",7101,"-94",-955,"+95",52.297,"-0.809",134,"53",2,12731,1998,87.772
14,"=","KELLY CLARKSON","Catch My Breath",6870,"+61",401,"+29",44.758,"+0.326",126,"34",14,6870,767,44.758
15,"+1","PITBULL","Feel This Moment",5963,"+168",1275,"-20",45.457,"+1.236",54,"11",15,5963,1516,45.457
16,"+1","RIHANNA","Stay f/Mikky Ekko",5863,"+203",1584,"-33",47.052,"+1.863",33,"5",16,5863,1617,47.052
17,"-2","PINK","Try",5689,"-182",-1340,"+116",44.715,"-1.188",124,"42",6,9909,1515,66.33
18,"=","THE SCRIPT","Hall Of Fame f/will.i....",5223,"-109",-409,"-116",28.357,"-0.755",166,"37",16,5672,564,31.748
