"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",14061,"-82",-61,"-165",94.488,"-0.312",67,1,14233,1811,95.596
2,"=","LMFAO Party Rock Anthem",13051,"+69",860,"-168",86.228,"+1.017",67,2,13051,1859,86.228
3,"=","KATY PERRY Last Friday Night (T.G.I.F.)",12709,"+212",1878,"-76",79.027,"+1.879",50,3,12709,2322,79.027
4,"=","ADELE Rolling In The Deep",11622,"-136",-855,"-74",77.524,"-1.645",67,1,14295,2273,96.15
5,"=","LADY GAGA The Edge Of Glory",11554,"-60",-31,"-154",66.658,"+0.080",67,3,11672,2193,67.063
6,"+1","NICKI MINAJ Super Bass",8117,"+71",563,"-45",51.945,"+0.736",67,6,8117,1188,51.945
7,"-1","LUPE FIASCO The Show Goes On",8041,"-137",-776,"-129",47.787,"-0.734",67,6,8825,1043,53.459
8,"=","ONEREPUBLIC Good Life",7556,"+48",350,"-62",42.661,"-0.026",67,8,7556,898,42.687
9,"=","HOT CHELLE RAE Tonight Tonight",7548,"+188",654,"+126",39.985,"+1.222",67,9,7548,838,39.985
10,"=","JASON DERULO Don't Wanna Go Home",7273,"-19",13,"-103",37.447,"-0.215",65,9,7292,1463,37.775
11,"=","BLACK EYED PEAS Just Can't Get Enough",6850,"-64",-815,"+17",49.189,"-1.298",67,2,13366,715,84.474
12,"=","KATY PERRY E.T.",6607,"-155",-996,"-55",47.896,"-1.405",67,1,14624,0,96.745
13,"+1","BRITNEY SPEARS I Wanna Go",6129,"+172",1051,"+34",39.208,"+0.971",33,13,6129,1768,39.208
14,"-1","BRUNO MARS Lazy Song",5896,"-176",-936,"+19",28.709,"-0.967",67,3,11422,1054,61.587
15,"=","BRITNEY SPEARS Till The World Ends",4927,"-91",-742,"-8",33.534,"-0.414",67,3,11896,966,75.819
16,"=","NICOLE SCHERZINGER Right There",4295,"-26",115,"-121",19.844,"-0.253",51,16,4321,720,21.085
17,"=","THE BAND PERRY If I Die Young",4169,"+26",371,"-52",22.155,"+0.170",67,17,4169,655,22.155
19,"-1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",4152,"+12",323,"-115",21.647,"+0.300",67,17,4152,615,21.647
18,"+1","LIL WAYNE How To Love",4152,"+186",1280,"-14",22.772,"+0.771",42,18,4152,1328,22.772
20,"+1","BEYONCE Best Thing I Never Had",3825,"+60",463,"-36",19.23,"+0.152",39,20,3825,856,19.23
21,"-1","RIHANNA California King Bed",3799,"-45",56,"-149",15.441,"-0.365",62,19,3856,616,16.018
22,"=","CHRIS BROWN She Ain't You",2940,"+49",298,"+17",14.683,"+0.280",56,22,2940,635,14.683
23,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",2495,"+175",1071,"+34",15.254,"+1.369",21,23,2495,1071,15.254
24,"-1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",2468,"+72",383,"-8",13.079,"+0.677",42,23,2468,569,13.079
25,"=","MAROON 5 Never Gonna Leave This Bed",2279,"-30",-130,"-33",9.979,"-0.048",67,23,2433,312,10.24
26,"=","TAYLOR SWIFT The Story Of Us",1872,"-160",-1052,"-59",9.398,"-0.684",67,21,3295,587,17.303
27,"+2","JEREMIH Down On Me f/50 Cent",1732,"-56",-410,"+0",11.323,"-0.416",67,10,8052,153,44.2
28,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",1707,"-102",-838,"+9",17.228,"-0.263",67,18,4031,605,23.761
29,"-1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",1658,"-148",-1328,"+92",9.2,"-0.650",65,18,3879,864,21.943
30,"=","AVRIL LAVIGNE Smile",1622,"+26",121,"-17",6.288,"-0.009",49,30,1622,226,6.297
31,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",1619,"+64",370,"+8",8.642,"+0.495",33,31,1619,370,8.642
32,"-1","WIZ KHALIFA Roll Up",1461,"-100",-1021,"+109",7.307,"-0.540",67,14,5043,725,26.478
33,"+1","IYAZ Pretty Girls",1442,"+42",198,"+35",5.439,"+0.234",42,33,1442,271,5.439
34,"-1","SELENA GOMEZ & THE SCENE Who Says",1375,"-113",-992,"-37",7.233,"-0.267",67,17,4559,707,27.282
