"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","TAYLOR SWIFT","I Knew You Were Troubl...",14644,"-50",-662,"+95",116.527,"-0.702",105,"10",1,16073,2452,126.481
"2",2,"=","SWEDISH HOUSE MAFIA","Don't You Worry Child",14548,"-18",-85,"+1",109.487,"-0.409",176,"27",2,14704,1905,116.982
"3",3,"=","MACKLEMORE & RYAN LEWI...","Thrift Shop f/Wanz",13576,"+79",381,"-94",100.521,"+0.388",106,"1",3,13576,2020,100.521
"4",4,"=","WILL.I.AM & BRITNEY SP...","Scream And Shout",12790,"-73",-336,"-100",94.248,"-1.030",99,"7",3,13157,2182,99.406
"5",5,"=","MAROON 5","Daylight",12143,"+149",1049,"+16",90.357,"+0.939",101,"12",5,12143,1308,90.357
"6",6,"=","CALVIN HARRIS","Sweet Nothing f/Floren...",9915,"+39",244,"+24",77.041,"-0.028",109,"29",6,9915,1126,77.524
"7",7,"=","BRUNO MARS","Locked Out Of Heaven",9099,"-186",-886,"-172",75.787,"-1.212",154,"15",1,15928,2790,124.488
"8",8,"=","BRUNO MARS","When I Was Your Man",8493,"+150",1097,"+80",67.038,"+1.068",48,"3",8,8493,1738,67.038
"9",9,"=","LUMINEERS","Ho Hey",8221,"+70",-465,"+240",61.801,"+0.114",169,"14",2,13545,1921,101.636
"10",10,"+1","JUSTIN TIMBERLAKE","Suit & Tie f/JAY Z",7872,"+152",697,"+116",57.602,"+1.459",49,"5",10,7872,6457,59.334
"11",11,"-1","KE$HA","C'mon",7764,"-66",-445,"-45",42.2,"-1.211",78,"44",9,8228,1547,54.334
"12",12,"=","IMAGINE DRAGONS","It's Time",7306,"-58",250,"-141",48.338,"-0.382",162,"30",12,7383,983,48.72
"13",13,"=","KELLY CLARKSON","Catch My Breath",6818,"+3",239,"-33",44.272,"+0.046",129,"32",13,6870,767,44.758
"14",14,"=","JUSTIN BIEBER","Beauty And A Beat f/N....",6645,"-95",-1049,"+57",49.285,"-0.607",137,"52",2,12731,1998,87.772
"15",15,"=","RIHANNA","Stay f/Mikky Ekko",6456,"+187",1518,"-73",52.936,"+1.719",36,"4",15,6456,1617,52.936
"16",16,"=","PITBULL","Feel This Moment",6286,"+37",954,"-285",48.238,"+0.494",57,"9",15,6286,1516,48.238
"17",17,"=","PINK","Try",5401,"-146",-724,"+148",40.576,"-1.687",127,"39",6,9909,1515,66.33
"18",18,"=","OLLY MURS","Troublemaker f/Flo Rid...",4800,"-16",64,"-63",32.741,"-0.240",77,"16",18,4822,766,32.981
"19",19,"=","THE SCRIPT","Hall Of Fame f/will.i....",4620,"-174",-988,"-165",25.475,"-1.089",169,"36",16,5672,564,31.748
"20",20,"=","ONE DIRECTION","Kiss You",4430,"+97",355,"+29",22.867,"+0.339",41,"58",20,4430,1186,22.867
"21",21,"=","MUMFORD & SONS","I Will Wait",4287,"+26",521,"-47",28.714,"+0.244",58,"18",21,4287,747,28.714
"22",22,"=","OF MONSTERS AND MEN","Little Talks",4034,"+77",283,"+120",26.094,"+0.667",106,"24",20,4034,655,26.094
"23",23,"+1","KREWELLA","Alive",3297,"+176",886,"-4",27.66,"+1.470",25,"85",23,3297,918,27.66
"24",24,"-1","ALICIA KEYS","Girl On Fire",3231,"-190",-1408,"+21",21.762,"-1.071",132,"28",9,7658,1171,50.899
"25",25,"=","CHRIS WALLACE","Remember When (Push Re...",2843,"-5",13,"+6",15.148,"+0.354",204,"108",24,2858,332,15.148
"26",26,"=","FALL OUT BOY","My Songs Know What You...",2745,"+127",911,"+23",14.226,"+0.269",22,"34",26,2745,1015,14.226
"27",27,"=","NELLY","Hey Porsche",2511,"-2",68,"-32",14.728,"+0.096",45,"35",26,2513,673,14.728
"28",28,"+1","FUN.","Carry On",2479,"+76",381,"-9",14.292,"+0.690",55,"19",27,2479,495,14.292
"29",29,"-1","HUNTER HAYES","Wanted",2408,"-60",-435,"-41",14.947,"-0.409",141,"37",23,3020,368,18.605
"30",30,"=","ICONA POP","I Love It f/Charli XCX",2123,"+116",635,"+8",17.617,"+0.659",24,"53",30,2123,675,17.617
"31",31,"+2","PINK","Just Give Me A Reason",1689,"+140",1106,"+43",11.795,"+1.029",12,"22",31,1689,1106,11.795
"32",32,"=","MUSE","Madness",1673,"+107",375,"+99",6.491,"+0.967",79,"47",32,1673,375,6.491
"33",33,"-2","BRITT NICOLE","Gold",1647,"+73",84,"+64",6.391,"+0.786",78,"78",29,1647,314,6.391
"34",34,"=","CHER LLOYD","With Ur Love f/Juicy J",1409,"+25",166,"-23",7.147,"+0.308",22,"214",33,1409,571,7.147
"35",35,"=","AFROJACK & CHRIS BROWN","As Your Friend",1339,"+33",77,"+21",9.33,"-0.317",32,"91",33,1355,362,9.977
"36",36,"+3","DEMI LOVATO","Heart Attack",1231,"+288",1231,"+288",16.079,"+3.034",4,"6",36,1231,1231,16.079
"37",37,"-1","EMELI SANDE","Next To Me",1221,"+55",382,"+13",10.694,"+0.410",16,"70",36,1221,453,10.694
"38",38,"-1","NE-YO","Forever Now",1152,"+14",189,"-10",11.333,"-0.055",38,"315",35,1152,269,11.388
"39",39,"-1","TREY SONGZ","Simply Amazing",1050,"-5",-4,"-14",6.341,"+0.094",36,"180",35,1061,243,6.918
"40",40,"+1","BAAUER","Harlem Shake",1010,"+92",423,"-3",5.791,"+0.391",11,"2",40,1010,488,5.791
