"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MAJOR LAZER","Lean On f/MØ & DJ Snake",18127,"-24",315,"-90",108.609,"-0.127",120,"16",1,18151,2026,108.966
2,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",17549,"+100",1333,"-48",101.442,"+0.877",77,"26/51",2,17549,4663,101.442
3,"=","THE WEEKND","Can't Feel My Face",15611,"-357",-2314,"-230",102.232,"-1.186",91,"2",1,18773,4549,114.623
4,"=","DEMI LOVATO","Cool For The Summer",13859,"+79",713,"-95",74.57,"+0.400",68,"18",4,13859,4704,74.57
5,"=","R. CITY","Locked Away f/Adam Levine",12149,"+87",1548,"-86",75.713,"+0.133",59,"5",5,12149,2124,75.713
6,"=","ED SHEERAN","Photograph",12068,"+8",567,"-83",78.737,"-0.343",115,"21",5,12068,1171,79.169
7,"=","OMI","Cheerleader",11590,"-226",-2041,"+240",72.988,"-1.330",128,"37/44",1,18752,2755,109.867
8,"=","FALL OUT BOY","Uma Thurman",10641,"-59",1108,"-230",56.714,"-0.520",140,"23",8,10700,1338,57.234
9,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",9818,"-265",-1965,"-200",59.811,"-2.204",149,"14",5,12189,1280,76.227
10,"=","RACHEL PLATTEN","Fight Song",9298,"-264",-1045,"-296",41.147,"-1.354",112,"10",8,10402,1603,52.805
11,"=","TAYLOR SWIFT","Bad Blood",7546,"-249",-1988,"-18",43.406,"-1.028",112,"59/64",1,19566,6848,120.08
12,"=","ONE DIRECTION","Drag Me Down",7097,"+79",654,"-23",34.104,"+0.138",38,"13",12,7097,3358,34.104
13,"=","THE WEEKND","The Hills",6677,"+309",2117,"+102",46.445,"+2.086",36,"3/84",13,6677,2117,46.445
14,"=","5 SECONDS OF SUMMER","She's Kinda Hot",6264,"-7",-93,"+0",26.689,"-0.151",52,"45",13,6392,3244,28.242
15,"+2","SHAWN MENDES","Stitches",6082,"+227",1266,"+167",37.65,"+1.345",108,"7",15,6082,1266,37.65
16,"=","CHARLIE PUTH","Marvin Gaye f/Meghan Trainor",6021,"+22",614,"-63",30.226,"+0.338",82,"9",15,6021,722,30.226
17,"-2","ZEDD","Beautiful Now f/Jon Bellion",5960,"-159",-496,"-135",27.152,"-0.795",102,"80",12,6485,915,29.773
18,"=","JUSTIN BIEBER","What Do You Mean?",5839,"+294",3041,"-300",39.627,"+1.758",10,"1",15,5900,5900,44.962
19,"=","TAYLOR SWIFT","Wildest Dreams",5579,"+302",3120,"-208",34.141,"+2.172",11,"6",19,5579,3531,34.141
20,"=","HAILEE STEINFELD","Love Myself",5343,"+104",453,"+16",29.647,"+0.771",27,"17",18,5343,2308,29.647
21,"=","JASON DERULO","Cheyenne",4934,"-149",-378,"-165",19.389,"-0.916",67,"91",16,5338,1150,22.966
22,"=","FLO RIDA","I Don't Like It, I Love It",4634,"-69",-264,"-95",18.83,"-0.270",99,"38",17,4921,667,21.143
23,"+1","MACKLEMORE & RYAN LEWIS","Downtown",4125,"+223",1680,"-248",25.556,"+1.143",11,"12",23,4125,3957,30.301
24,"-1","ADAM LAMBERT","Ghost Town",4026,"+8",127,"+15",19.347,"+0.349",127,"88",22,4026,661,19.347
25,"+1","LITTLE MIX","Black Magic",3164,"+38",14,"+37",10.82,"+0.118",52,"57",24,3222,673,11.213
26,"-1","SILENTO","Watch Me",2942,"-298",-1702,"-307",12.756,"-1.226",85,"4",18,4939,832,21.988
27,"+1","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",2850,"+10",115,"-8",18.041,"+0.223",43,"22",27,2850,614,18.041
28,"+1","NICK JONAS","Levels",2766,"+39",842,"-194",15.52,"-0.048",15,"49",28,2766,1484,15.568
29,"-2","TORI KELLY","Should've Been Us",2765,"-183",-1834,"+102",11.212,"-0.645",96,"31",15,5839,919,23.381
30,"=","AFROJACK","SUMMERTHING! f/Mike Taylor",2468,"-117",-381,"-112",10.223,"-0.798",64,"219",25,2897,444,13.467
31,"=","ALESSIA CARA","Here",2266,"-8",137,"-105",9.557,"-0.209",50,"50",29,2274,370,9.766
32,"=","DISCLOSURE","Omen f/Sam Smith",2077,"-43",-64,"-163",8.868,"-0.216",36,"116",30,2200,664,10.122
33,"+1","X AMBASSADORS","Renegades",1738,"+79",425,"+56",10.985,"+0.384",28,"35",33,1738,425,10.985
34,"-1","ELLE KING","Ex's and Oh's",1737,"+11",174,"-53",8.913,"-0.088",24,"19",33,1737,403,9.001
35,"=","ROBIN THICKE","Back Together f/Nicki Minaj",1622,"+28",386,"-10",4.408,"+0.167",21,"591",35,1622,460,4.408
36,"=","A GREAT BIG WORLD","Hold Each Other f/Futuristic",1579,"+0",77,"-8",7.79,"-0.069",34,"132",33,1601,399,8.068
37,"=","JESS GLYNNE","Hold My Hand",1512,"+8",133,"-8",6.559,"-0.085",59,"62",36,1512,254,6.644
38,"=","KYGO","Firestone f/Conrad",1495,"+52",39,"+37",10.963,"+0.246",33,"139",36,1495,264,11.216
39,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",1412,"+8",93,"-1",4.978,"+0.017",70,"27",35,1412,431,4.978
40,"=","DAYA","Hide Away",1353,"+7",50,"-30",3.109,"+0.006",22,"93",40,1353,393,3.109
41,"=","MACKLEMORE & RYAN LEWIS","Growing Up f/Ed Sheeran",1307,"+45",67,"+98",8.783,"-0.411",27,"--",34,1455,851,11.781
42,"+1","ICONA POP","Emergency",1020,"+6",61,"-38",3.913,"+0.027",22,"160",42,1020,182,3.932
43,"+1","NICKY JAM","El Perdon",1006,"+27",253,"-2",12.478,"+0.210",12,"153",43,1006,255,12.478
44,"+1","BEA MILLER","Fire N Gold",925,"-33",-67,"-47",2.196,"-0.114",87,"121",42,1028,162,2.353
45,"+1","FETTY WAP","My Way f/Monty",802,"+1",10,"-2",2.932,"-0.139",19,"33",45,814,223,4.201
46,"+3","MAJOR LAZER","Powerful f/Ellie Goulding",749,"+89",479,"+64",5.246,"+0.486",2,"302",46,749,479,5.246
47,"--","HOZIER","Someone New",584,"--",62,"--",2.008,"--",1,"204",47,584,62,2.008
48,"+2","NICO & VINZ","That's How You Know f/B. Rexha",574,"-22",-76,"-30",1.569,"-0.075",19,"293",48,676,126,2.09
49,"--","FETTY WAP","679 f/Remy Boyz...",483,"--",175,"--",2.742,"--",1,"11",49,483,175,2.742
50,"--","BECKY G","Break A Sweat",413,"--",167,"--",2.362,"--",1,"998",50,413,167,2.362
