"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"--","KATY PERRY E.T.",14624,"--",-100,"--",96.745,"--",1,1,14624,0,96.745
2,"--","BLACK EYED PEAS Just Can't Get Enough",12904,"--",715,"--",81.938,"--",1,2,12904,715,81.938
3,"--","BRITNEY SPEARS Till The World Ends",11260,"--",966,"--",72.282,"--",1,3,11260,966,72.282
4,"--","KE$HA Blow",10135,"--",-712,"--",56.264,"--",1,4,10135,0,56.264
5,"--","RIHANNA S&M",10081,"--",-1763,"--",64.524,"--",1,5,10081,0,64.524
6,"--","ADELE Rolling In The Deep",9785,"--",2273,"--",66.291,"--",1,6,9785,2273,66.291
7,"--","JENNIFER LOPEZ F/PITBULL On The Floor",9516,"--",668,"--",62.225,"--",1,7,9516,668,62.225
8,"--","TINIE TEMPAH Written In The Stars",8285,"--",736,"--",50.58,"--",1,8,8285,736,50.58
9,"--","BRUNO MARS Lazy Song",8256,"--",786,"--",48.217,"--",1,9,8256,786,48.217
10,"--","JEREMIH Down On Me f/50 Cent",8051,"--",153,"--",44.2,"--",1,10,8051,153,44.2
11,"--","CEE LO GREEN F**k You (Forget You)",5830,"--",-1450,"--",32.865,"--",1,11,5830,0,32.865
12,"--","THE SCRIPT For The First Time",5759,"--",291,"--",33.625,"--",1,12,5759,291,33.625
13,"--","JESSIE J Price Tag f/B.O.B",5553,"--",582,"--",29.913,"--",1,13,5553,582,29.913
14,"--","PINK F**kin' Perfect (Perfect)",5394,"--",-451,"--",27.986,"--",1,14,5394,0,27.986
15,"--","LADY GAGA Judas",4801,"--",-149,"--",27.232,"--",1,15,4801,0,27.232
16,"--","PITBULL Give Me Everything f/Ne-Yo",4600,"--",1085,"--",35.275,"--",1,16,4600,1085,35.275
17,"--","LUPE FIASCO The Show Goes On",4053,"--",786,"--",26.869,"--",1,17,4053,786,26.869
18,"--","NEW BOYZ Back Seat f/Cataracs & Dev",3652,"--",331,"--",18.291,"--",1,18,3652,331,18.291
19,"--","LADY GAGA Born This Way",3651,"--",-700,"--",20.436,"--",1,19,3651,0,20.436
20,"--","DR. DRE I Need A Doctor f/Eminem",3521,"--",-267,"--",21.933,"--",1,20,3521,0,21.933
21,"--","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",3224,"--",122,"--",13.744,"--",1,21,3224,122,13.744
22,"--","SELENA GOMEZ & THE SCENE Who Says",2960,"--",541,"--",16.813,"--",1,22,2960,541,16.813
23,"--","WIZ KHALIFA Roll Up",2950,"--",725,"--",15.303,"--",1,23,2950,725,15.303
24,"--","AVRIL LAVIGNE What The Hell",2903,"--",-1077,"--",13.876,"--",1,24,2903,0,13.876
25,"--","HOT CHELLE RAE Tonight Tonight",2530,"--",430,"--",10.711,"--",1,25,2530,430,10.711
26,"--","ONEREPUBLIC Good Life",2408,"--",456,"--",11.492,"--",1,26,2408,456,11.492
27,"--","LMFAO Party Rock Anthem",2368,"--",344,"--",13.678,"--",1,27,2368,344,13.678
28,"--","MARTIN SOLVEIG & DRAGONETTE Hello",2366,"--",560,"--",16.663,"--",1,28,2366,560,16.663
29,"--","NICKI MINAJ Moment 4 Life f/Drake",2036,"--",-1542,"--",13.564,"--",1,29,2036,0,13.564
30,"--","MY CHEMICAL ROMANCE Sing",2009,"--",-51,"--",7.995,"--",1,30,2009,0,7.995
31,"--","TAYLOR SWIFT The Story Of Us",1891,"--",291,"--",9.799,"--",1,31,1891,291,9.799
32,"--","BIG TIME RUSH Boyfriend",1863,"--",183,"--",6.672,"--",1,32,1863,183,6.672
33,"--","CHRIS BROWN Look At Me Now",1684,"--",229,"--",11.458,"--",1,33,1684,229,11.458
34,"--","THIRTY SECONDS TO MARS Closer To The Edg...",1390,"--",-182,"--",4.829,"--",1,34,1390,0,4.829
35,"--","SHONTELLE Say Hello To Goodbye",1339,"--",142,"--",3.83,"--",1,35,1339,142,3.83
36,"--","BEYONCE Run The World (Girls)",1285,"--",242,"--",5.356,"--",1,36,1285,242,5.356
37,"--","KANYE WEST All Of The Lights",1157,"--",71,"--",7.299,"--",1,37,1157,71,7.299
38,"--","BRITNEY SPEARS Hold It Against Me",1155,"--",-153,"--",8.881,"--",1,38,1155,0,8.881
39,"--","CHRISTINA PERRI Jar Of Hearts",965,"--",-185,"--",4.696,"--",1,39,965,0,4.696
40,"--","MAROON 5 Never Gonna Leave This Bed",874,"--",312,"--",3.47,"--",1,40,874,312,3.47
41,"--","THE READY SET Young Forever",873,"--",54,"--",2.295,"--",1,41,873,54,2.295
42,"--","KERI HILSON Pretty Girl Rock",691,"--",-420,"--",3.188,"--",1,42,691,0,3.188
43,"--","NEON TREES Your Surrender",676,"--",173,"--",1.626,"--",1,43,676,173,1.626
44,"--","NICKI MINAJ Super Bass",670,"--",436,"--",5.509,"--",1,44,670,436,5.509
45,"--","FAR EAST MOVEMENT If I Was You (OMG) f/S...",632,"--",107,"--",2.201,"--",1,45,632,107,2.201
46,"--","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",555,"--",408,"--",2.142,"--",1,46,555,408,2.142
47,"--","T-PAIN Best Love Song f/Chris Brown",544,"--",54,"--",2.403,"--",1,47,544,54,2.403
48,"--","LADY GAGA The Edge Of Glory",523,"--",523,"--",5.707,"--",1,48,523,523,5.707
49,"--","THE BAND PERRY If I Die Young",491,"--",89,"--",1.772,"--",1,49,491,89,1.772
50,"--","ISQUARE Hey Sexy Lady",480,"--",-18,"--",1.119,"--",1,50,480,0,1.119
