"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY","Roar",16965,"-60",-151,"-93",113.867,"-0.567",65,"5",1,17176,6098,117.145
2,"=","LORDE","Royals",16092,"+99",1594,"-155",105.863,"+0.882",64,"2",2,16092,2817,105.863
3,"=","AVICII","Wake Me Up",15892,"+32",559,"-119",106.111,"+0.264",80,"6",2,15892,2103,106.111
4,"=","LANA DEL REY","Summertime Sadnes...",11992,"-298",-1634,"-270",73.641,"-1.726",104,"31/46",2,13737,1923,88.403
5,"=","JAY Z","Holy Grail f/Just...",11683,"-4",18,"-107",74.994,"-0.617",103,"15",5,11700,2095,78.442
6,"=","LADY GAGA","Applause",11229,"+58",371,"+3",77.391,"+0.428",64,"11",6,11229,3922,77.391
7,"=","MILEY CYRUS","Wrecking Ball",10974,"+272",1969,"+4",77.043,"+2.344",34,"4",7,10974,2954,77.043
8,"=","DRAKE","Hold On We're Goi...",9932,"+24",187,"-45",63.996,"+0.577",65,"7",7,9969,1610,63.996
9,"=","CAPITAL CITIES","Safe And Sound",8239,"-208",-2242,"+175",57.136,"-1.131",177,"24",2,13601,1309,86.941
10,"=","PARAMORE","Still Into You",7663,"+37",431,"-41",46.346,"-0.312",159,"30",10,7663,961,46.958
11,"=","SELENA GOMEZ","Slow Down",7305,"+146",832,"+93",42.129,"+0.962",58,"39",11,7305,1167,42.129
12,"=","BRUNO MARS","Gorilla",6509,"+86",256,"-6",38.767,"+0.578",36,"27",12,6509,1872,38.767
13,"=","ROBIN THICKE","Give It 2 U f/Ken...",6270,"-23",155,"-76",33.792,"-0.070",72,"60",13,6293,1340,33.892
14,"=","TAYLOR SWIFT","Everything Has .....",5593,"+35",170,"-24",31.752,"+0.150",93,"44",14,5593,990,31.752
15,"=","BRITNEY SPEARS","Work Bitch",5431,"+58",363,"-5",31.66,"+0.325",30,"22",15,5431,3487,31.66
16,"=","JUSTIN TIMBERLAKE","TKO",4676,"+68",1250,"-168",27.801,"+0.381",21,"77",16,4676,1724,27.801
17,"=","AWOLNATION","Sail",4072,"+32",38,"+5",18.487,"+0.125",145,"32",17,4079,550,18.487
18,"+1","TEGAN & SARA","Closer",4019,"+45",231,"+57",19.65,"+0.261",121,"133",18,4019,570,19.65
19,"-1","EMINEM","Berzerk",3871,"-145",-390,"-104",15.578,"-0.856",49,"16",18,4302,1757,19.955
20,"=","IMAGINE DRAGONS","Demons",3770,"+115",934,"-30",21.857,"+0.567",44,"13",20,3770,964,21.857
21,"+1","JASON DERULO","Marry Me",3513,"+66",806,"-43",17.707,"+0.426",31,"28",21,3513,856,17.707
22,"-1","MACKLEMORE & RYAN...","Same Love f/Mary ...",3405,"-164",-1609,"+51",24.839,"-0.466",144,"75",5,11178,1815,71.324
23,"=","PINK","True Love f/Lily ...",3148,"-4",49,"+5",12.961,"-0.168",86,"94",22,3177,503,13.47
24,"=","NEIGHBOURHOOD","Sweater Weather",2375,"+17",129,"+4",8.686,"+0.112",108,"43",24,2375,262,8.686
25,"=","RIHANNA","What Now",2373,"+60",651,"+43",9.471,"+0.347",24,"197",25,2373,821,9.471
26,"=","FIFTH HARMONY","Miss Movin' On",2328,"+20",1,"+40",11.43,"-0.159",98,"86",25,2347,324,11.589
27,"+1","TRAVIE MCCOY","Rough Water f/Jas...",2149,"+61",424,"+7",13.561,"+0.310",22,"100",27,2149,705,13.561
28,"-1","MILEY CYRUS","We Can't Stop",2139,"-16",-284,"+20",14.232,"+0.096",132,"18",9,9405,1276,55.184
29,"+1","J. COLE","Crooked Smile f/T...",2000,"+31",301,"+6",10.718,"+0.132",57,"156",29,2000,332,10.718
30,"-1","KREWELLA","Live For The Nigh...",1965,"-52",-84,"-83",8.949,"-0.470",85,"274",28,2083,288,10.333
31,"=","ARMIN VAN BUUREN","This Is What It F...",1601,"-13",10,"-31",13.193,"-0.251",82,"121",31,1614,249,13.444
32,"+2","ZEDD","Stay The Night f/...",1521,"+122",720,"+64",11.899,"+0.845",16,"70",32,1521,720,11.899
33,"-1","FALL OUT BOY","Alone Together",1515,"+11",23,"+22",6.604,"+0.106",57,"171",32,1523,326,6.604
34,"-1","ICONA POP","All Night",1439,"+20",105,"-5",7.144,"-0.165",58,"195",33,1463,231,7.461
35,"=","PHILLIP PHILLIPS","Gone, Gone, Gone",1234,"-96",-942,"+122",8.939,"-0.488",140,"58",19,4407,462,24.14
36,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",1183,"+39",168,"+31",5.145,"+0.204",31,"68",36,1183,291,5.145
37,"=","EMELI SANDE","My Kind Of Love",1148,"+38",409,"-20",3.112,"+0.115",16,"356",37,1148,433,3.112
38,"=","PASSENGER","Let Her Go",1045,"+58",232,"+31",5.268,"+0.151",16,"14",38,1045,339,5.268
39,"+1","SARA BAREILLES","Brave",994,"+29",131,"+4",4.778,"+0.089",44,"37",38,994,194,4.778
40,"-1","ENRIQUE IGLESIAS","Heart Attack",963,"-15",286,"-81",6.25,"+0.020",9,"62",39,978,564,6.25
41,"+2","ONEREPUBLIC","Counting Stars",929,"+96",519,"+80",6.265,"+0.518",3,"8",41,929,519,6.265
42,"=","CHRIS BROWN","Love More f/Nicki...",861,"+18",137,"+6",4.351,"+0.295",22,"63",42,861,161,4.351
43,"+1","CHER LLOYD","I Wish f/T.I.",834,"+13",91,"-6",2.103,"+0.099",16,"251",43,834,293,2.103
44,"+1","JOHN NEWMAN","Love Me Again",832,"+19",150,"+0",3.996,"+0.173",11,"--",44,832,205,3.996
45,"+2","ELLIE GOULDING","Burn",808,"+53",256,"+0",5.059,"+0.263",9,"42",45,808,407,5.059
46,"-5","THE WANTED","We Own The Night",804,"-40",68,"-80",1.62,"-0.064",51,"--",41,844,193,2.897
47,"+1","NEW POLITICS","Harlem",744,"-3",-15,"-27",2.85,"-0.058",40,"178",42,798,159,3.157
48,"-2","BONNIE MCKEE","American Girl",717,"-91",-888,"+59",3.335,"-0.451",100,"162",23,3167,740,15.059
49,"=","CHRIS WALLACE","Keep Me Crazy",660,"+6",27,"+4",1.102,"+0.005",43,"--",45,660,111,1.137
50,"--","PITBULL","Timber f/Ke$ha",548,"--",500,"--",7.219,"--",1,"12",50,548,500,7.219
