"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","SAM SMITH","Stay With Me",16831,"-53",-425,"-32",107.617,"-1.232",102,"9",1,17277,2202,112.938
"2",2,"=","MAGIC!","Rude",15974,"-123",-861,"-24",101.286,"-0.880",128,"11",1,17959,2371,118.65
"3",3,"=","CHARLI XCX","Boom Clap",14868,"+129",1400,"-301",97.303,"+0.680",69,"8",3,14868,2210,97.303
"4",4,"=","DISCLOSURE","Latch f/Sam Smith",13529,"-524",-1708,"-473",81.756,"-2.089",201,"23",3,15461,1542,91.17
"5",5,"=","NICO & VINZ","Am I Wrong",12295,"-212",-2359,"+171",77.998,"-1.402",143,"34",1,17731,2409,119.274
"6",6,"=","MAROON 5","Maps",11830,"+16",439,"-94",68.031,"-0.050",67,"14",6,11830,4866,68.081
"7",7,"=","DEMI LOVATO","Really Don't Care f/Cher Lloyd",9509,"-21",71,"-84",57.274,"-0.250",89,"41",7,9530,1152,57.524
"8",8,"=","ARIANA GRANDE","Break Free f/Zedd",9195,"+106",717,"+27",58.112,"+0.396",48,"6",8,9195,2327,58.112
"9",9,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",9010,"+127",472,"+40",59.283,"+1.078",85,"5",9,9010,1429,59.283
"10",10,"+1","SIA","Chandelier",8658,"+183",855,"+62",54.605,"+1.684",124,"10",10,8658,1217,54.605
"11",11,"-1","ARIANA GRANDE","Problem f/Iggy Azalea",8461,"-131",-1454,"+133",52.299,"-1.677",114,"15",1,17403,2576,116.283
"12",12,"=","MEGHAN TRAINOR","All About That Bass",8340,"+409",2609,"+128",48.684,"+2.030",45,"2",12,8340,2609,48.684
"13",13,"+1","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",7711,"+85",628,"-15",61.149,"+0.495",89,"22",12,7711,1299,61.149
"14",14,"-1","IGGY AZALEA","Black Widow f/Rita Ora",7635,"+7",497,"-122",46.107,"+0.385",54,"7",13,7635,1492,46.107
"15",15,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",6849,"+73",836,"-128",42.186,"+0.547",24,"3",15,6849,4716,42.186
"16",16,"+3","TAYLOR SWIFT","Shake It Off",5294,"+1191",5294,"+1191",37.203,"+7.370",4,"1",16,5294,5294,37.203
"17",17,"=","BECKY G","Shower",5012,"-150",-329,"-116",21.241,"-0.520",98,"18",16,5432,853,23.665
"18",18,"-2","ONEREPUBLIC","Love Runs Out",4973,"-352",-2717,"+19",24.403,"-1.402",112,"25",9,8849,1336,45.354
"19",19,"-1","KIESZA","Hideaway",4387,"+96",788,"+43",26.562,"+0.531",54,"39",18,4387,788,26.562
"20",20,"=","5 SECONDS OF SUMMER","Amnesia",3930,"+5",624,"-113",17.575,"+0.020",37,"26",19,3930,912,17.575
"21",21,"=","ECHOSMITH","Cool Kids",3820,"+43",504,"-90",19.322,"+0.330",75,"13",20,3820,739,19.322
"22",22,"=","RITA ORA","I Will Never Let You Down",3585,"+48",122,"+54",15.924,"+0.016",89,"86",20,3585,643,15.94
