"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","WANTED Glad You Came",13664,-48,321,-235,100.588,0.075,97,"7",1,13712,1363,100.588
"2",2,"=","FUN. We Are Young f/Janelle Monae",13328,18,967,-222,102.428,0.699,52,"2",2,13328,2738,102.428
"3",3,"+1","KATY PERRY Part Of Me",11731,77,743,-100,77.045,0.526,61,"13",3,11731,3625,77.045
"4",4,"-1","KELLY CLARKSON Stronger (What Doesn't Ki...",11714,-147,-624,-87,87.088,-1.009,97,"16",1,13549,2321,99.332
"5",5,"+2","FLO RIDA Wild Ones f/Sia",9320,244,1483,48,69.054,1.668,70,"6",5,9320,1483,69.054
"6",6,"-1","GYM CLASS HEROES Ass Back Home",9300,-219,-1365,-120,66.079,-1.482,142,"31",4,11001,1379,73.574
"7",7,"-1","DAVID GUETTA Turn Me On f/Nicki Minaj",9214,-226,-1777,-2,65.648,-2.057,125,"37",2,12506,1674,92.019
"8",8,"=","CALVIN HARRIS Feel So Close",7718,15,464,-141,55.148,-0.204,65,"17",8,7718,1329,55.352
"9",9,"=","DRAKE Take Care f/Rihanna",7620,10,132,-60,60.618,0.418,98,"23",8,7620,1220,60.618
"10",10,"=","NICKI MINAJ Starships",7436,131,684,10,56.475,1.254,60,"10/50",10,7436,1834,56.475
"11",11,"+1","JUSTIN BIEBER Boyfriend",7293,128,1352,-139,51.046,0.21,19,"3",11,7293,4726,51.046
"12",12,"-1","ONE DIRECTION What Makes You Beautiful",7262,83,776,-84,50.128,-0.398,45,"4",11,7262,1579,50.526
"13",13,"+1","ADELE Rumour Has It",6296,149,1317,-58,40.681,0.638,41,"20",13,6296,1514,40.681
"14",14,"-1","ADELE Set Fire To The Rain",6038,-144,-1352,130,43.598,-1.375,141,"29",1,13928,2301,95.946
"15",15,"=","GOTYE Somebody That I Used To Know",5900,191,1187,-9,41.434,1.214,44,"1",15,5900,1560,41.434
