"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KE$HA","Die Young",14595,97,1423,-193,112.995,0.733,61,"2",1,14595,3842,112.995
"2",2,"=","MAROON 5","One More Night",13888,-122,-472,-40,108.442,-1.498,130,"10",1,15401,1593,119.954
"3",3,"=","FUN.","Some Nights",12388,-126,-523,1,86.863,-0.911,168,"9",2,13297,1295,93.147
"4",4,"=","NE-YO","Let Me Love You",11410,41,590,-27,89.236,-0.078,108,"24",4,11410,1345,89.314
"5",5,"=","BRUNO MARS","Locked Out Of Heaven",11314,182,1854,-116,88.789,1.845,55,"3",5,11314,2790,88.789
"6",6,"+1","RIHANNA","Diamonds",10954,94,959,-115,85.332,0.294,60,"8",6,10954,2812,85.332
"7",7,"-1","ALEX CLARE","Too Close",10769,-190,-881,-148,69.931,-1.142,180,"37",4,11973,1328,81.998
"8",8,"=","CHRIS BROWN","Don't Wake Me Up",9247,-216,-1003,-219,63.342,-1.776,161,"54",6,10385,1456,75.301
"9",9,"=","TAYLOR SWIFT","We Are Never Ever Ge...",9025,-207,-2108,104,60.228,-1.317,103,"17",2,13523,4592,90.881
"10",10,"=","FLO RIDA","I Cry",7937,126,892,37,59.054,0.936,71,"5",10,7937,1268,59.054
"11",11,"=","JUSTIN BIEBER","As Long As You Love ...",7382,-143,-1342,239,56.679,-0.626,143,"31",2,13498,1300,100.233
"12",12,"=","PHILLIP PHILLIPS","Home",6673,42,469,-101,46.495,0.828,137,"7",12,6673,1033,46.495
"13",13,"=","NICKI MINAJ","Va Va Voom",5959,106,1005,-110,42.294,0.619,37,"27",13,5959,1566,42.294
"14",14,"=","PINK","Blow Me (One Last Ki...",5767,-4,-578,125,42.837,-0.196,144,"62",1,12762,2737,90.315
"15",15,"=","JUSTIN BIEBER","Beauty And A Beat f/...",5581,23,956,-239,42.786,0.41,38,"12",15,5581,1998,42.786
"16",16,"=","LUMINEERS","Ho Hey",5284,32,1079,-193,43.799,1.397,70,"6",16,5284,1376,43.799
"17",17,"=","ED SHEERAN","The A Team",4931,112,716,-39,40.291,1.054,98,"36",17,4931,868,40.291
"18",18,"+1","PINK","Try",4354,111,1379,-127,26.045,0.74,28,"11",18,4354,1515,26.045
"19",19,"+2","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",4218,116,904,23,31.607,0.8,77,"33",19,4218,904,31.607
"20",20,"-2","ENRIQUE IGLESIAS","Finally Found You f/...",4160,-154,-1532,147,26.688,-1.371,88,"92",12,7155,1803,47.652
"21",21,"-1","ONEREPUBLIC","Feel Again",4110,-39,92,-72,24.599,-0.387,80,"46",19,4149,813,25.014
"22",22,"=","PSY","Gangnam Style",3149,-169,-1386,42,22.033,-0.657,77,"1",10,7746,1695,59.817
"23",23,"=","PITBULL","Don't Stop The Party",3118,89,545,-9,19.164,0.244,49,"18",23,3118,554,19.164
"24",24,"=","THE SCRIPT","Hall Of Fame f/will....",2944,-19,219,-98,15.43,-0.076,70,"50",23,2963,493,15.506
"25",25,"=","TRAIN","50 Ways To Say Goodb...",2565,-193,-780,-185,13.964,-0.888,113,"48",16,4812,717,29.769
"26",26,"+1","BRIDGIT MENDLER","Ready Or Not",2428,15,191,-28,15.52,0.087,83,"93",26,2428,336,15.52
"27",27,"+1","ELLIE GOULDING","Anything Could Happe...",2394,30,221,9,13.899,0.043,63,"64",27,2394,455,13.899
"28",28,"-2","ONE DIRECTION","Live While We're You...",2372,-89,-1203,151,13.404,-0.651,66,"58",15,5363,2151,28.68
"29",29,"=","KELLY CLARKSON","Catch My Breath",2320,156,659,130,11.496,0.799,30,"72",29,2320,659,11.496
"30",30,"=","IMAGINE DRAGONS","It's Time",2168,56,434,19,15.938,0.493,63,"28",29,2168,434,15.938
"31",31,"=","CHER LLOYD","Oath f/Becky G",1868,18,179,-1,11.059,0.071,49,"74",30,1868,343,11.059
"32",32,"+1","HUNTER HAYES","Wanted",1516,68,360,32,8.035,0.266,42,"40",32,1516,360,8.035
"33",33,"-1","ALICIA KEYS","Girl On Fire",1498,40,351,-15,16.965,0.691,33,"22",32,1498,436,16.965
"34",34,"+1","LUDACRIS F/USHER/DAV...","Rest Of My Life",1393,58,578,-31,9.636,0.485,13,"186",34,1393,615,9.636
"35",35,"-1","CHRIS WALLACE","Remember When (Push ...",1386,-7,51,-9,5.588,0.039,105,"--",32,1398,131,5.588
"36",36,"=","MEGAN & LIZ","Bad For Me",1288,12,36,-8,4.549,0.151,77,"110",33,1297,313,4.549
"37",37,"+2","CALVIN HARRIS","Sweet Nothing f/Flor...",1175,55,435,-8,13.966,0.535,10,"102",37,1175,479,13.966
"38",38,"=","MIGUEL","Adorn",1160,16,223,-14,9.94,0.106,42,"112",38,1160,248,9.94
"39",39,"-2","CARLY RAE JEPSEN","This Kiss",1141,-5,15,-16,5.615,0.077,44,"77",36,1146,234,5.767
"40",40,"=","THE READY SET","Give Me Your Hand",1072,27,177,-13,3.579,0.126,28,"--",40,1072,324,3.579
"41",41,"=","TREY SONGZ","2 Reasons f/T.I.",996,-33,-223,2,7.046,-0.174,98,"225",25,2118,262,13.967
"42",42,"+1","ONE DIRECTION","Little Things",948,88,684,-32,7.096,0.977,7,"78",42,948,716,7.096
"43",43,"-1","THE WANTED","I Found You",893,24,72,1,5.602,0.374,44,"25",42,893,173,5.602
"44",44,"=","TAYLOR SWIFT","I Knew You Were Trou...",886,107,608,85,8.077,0.956,6,"13",44,886,608,8.077
"45",45,"+1","CONOR MAYNARD","Turn Around f/Ne-Yo",667,8,78,12,2.64,-0.066,18,"--",44,667,281,2.803
"46",46,"+1","OF MONSTERS AND MEN","Little Talks",659,12,174,-5,2.569,0.06,7,"63",45,659,180,2.569
"47",47,"-2","RITA ORA","R.I.P. f/Tinie Tempa...",648,-37,-561,95,3.242,-0.159,84,"187",26,1901,352,8.368
"48",48,"=","MACKLEMORE & RYAN LE...","Thrift Shop f/Wanz",551,-14,79,-61,6.149,-0.199,7,"21",46,565,160,6.459
"49",49,"+1","MAROON 5","Daylight",461,70,309,43,2.444,0.526,2,"218",49,461,309,2.444
"50",50,"-1","KANYE WEST","Clique f/Big Sean & ...",427,-5,-41,1,2.825,-0.195,19,"30",48,466,94,3.286
