"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JUSTIN BIEBER","Love Yourself",18808,-58,-207,-159,123.113,-0.284,72,"4",1,19000,4103,123.696
"2",2,"=","TWENTY ONE PILOTS","Stressed Out",18244,270,1224,192,117.293,1.514,91,"3",2,18244,2702,117.293
"3",3,"=","THE WEEKND","In The Night",15486,-117,-161,-147,82.689,-0.423,94,"39",3,15760,3011,89.68
"4",4,"+1","THE CHAINSMOKERS","Roses f/Rozes",13677,-6,354,-164,80.454,-0.145,140,"14",4,13683,2023,81.081
"5",5,"-1","JUSTIN BIEBER","Sorry",13661,-59,-552,-77,102.259,-1.029,115,"10",1,19494,3902,127.324
"6",6,"=","FLO RIDA","My House",11224,202,1595,5,65.77,1.347,118,"1",6,11224,1978,65.77
"7",7,"+1","DAYA","Hide Away",10759,35,303,14,60.988,0.1,182,"24",7,10759,883,60.988
"8",8,"-1","ALESSIA CARA","Here",10549,-435,-3024,-141,64.073,-2.362,210,"40",1,17621,1489,109.076
"9",9,"=","DNCE","Cake By The Ocean",9964,16,749,-153,55.607,0.639,137,"13",9,9964,1111,55.607
"10",10,"=","SELENA GOMEZ","Same Old Love",9410,-171,-1787,135,63.454,-0.626,152,"42",1,18836,1774,120.08
"11",11,"=","SELENA GOMEZ","Hands To Myself",9159,240,1064,116,57.68,1.874,42,"11",11,9159,1952,57.68
"12",12,"+1","ADELE","When We Were Young",8168,21,279,-8,41.764,0.547,60,"15",12,8168,1962,41.764
"13",13,"-1","TAYLOR SWIFT","Out Of The Woods",8075,-110,-242,-167,43.715,-0.993,42,"61",12,8338,2806,46.244
"14",14,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",7263,-411,-1258,-418,34.539,-2.144,82,"20",10,8533,1989,43.062
"15",15,"=","CHARLIE PUTH","One Call Away",7139,59,605,-68,35.851,0.121,97,"9",15,7139,819,35.851
"16",16,"+1","G-EAZY","Me Myself And I f/Bebe Rexha",7110,177,1242,-21,41.261,1.254,38,"7/82",16,7110,1836,41.261
"17",17,"-1","ADELE","Hello",6673,-263,-1743,-123,48.771,-2.002,114,"6",1,19167,4705,124.831
"18",18,"=","ELLIE GOULDING","Something In The Way You Move",6296,55,528,-84,32.014,0.572,37,"74",17,6296,1673,32.014
"19",19,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",5575,80,363,13,30.15,0.601,79,"67",19,5575,1193,30.15
"20",20,"=","RIHANNA","Work f/Drake",5552,178,1615,-138,32.016,0.628,18,"2/94",20,5552,3999,33.644
"21",21,"+1","ZAYN","Pillowtalk",5134,293,2348,-89,30.072,1.637,16,"5/73",21,5134,2441,30.072
"22",22,"-1","JASON DERULO","Get Ugly",4885,33,131,41,17.676,0.025,63,"38",19,4885,1110,19.08
"23",23,"=","MIKE POSNER","I Took A Pill In Ibiza",4581,198,1226,49,29.798,1.049,30,"18",23,4581,1226,29.798
"24",24,"=","TORI KELLY","Hollow",3920,40,76,37,13.243,-0.017,98,"215",22,3920,501,13.353
"25",25,"=","RACHEL PLATTEN","Stand By You",3329,8,89,-4,16.139,-0.314,107,"23",25,3329,493,16.884
"26",26,"=","TRAVI$ SCOTT","Antidote",2652,-151,-645,-110,10.365,-0.563,77,"54",24,3360,545,13.354
"27",27,"=","DAVID GUETTA","Bang My Head f/Sia",2447,-70,-159,-54,11.005,-0.324,66,"173",27,2648,395,12.851
"28",28,"=","TROYE SIVAN","Youth",2243,27,152,-31,7.292,0.113,42,"117",28,2243,501,7.292
"29",29,"=","DJ SNAKE","Middle f/Bipolar Sunshine",2204,85,434,6,13.999,0.643,28,"81",29,2204,511,13.999
"30",30,"=","BORNS","Electric Love",1938,-10,17,-41,6.138,0.033,77,"139",30,2006,225,6.287
"31",31,"+1","SHAWN HOOK","Sound Of Your Heart",1919,68,156,37,6.275,0.362,35,"384",31,1919,576,6.275
"32",32,"+2","LUKAS GRAHAM","7 Years",1850,100,422,56,8.298,0.517,28,"8",32,1850,422,8.298
"33",33,"-2","DEMI LOVATO","Confident",1834,-97,-1038,109,14.713,-0.67,136,"97",9,9049,1761,48.443
"34",34,"-1","ONE DIRECTION","Perfect",1736,-63,-791,165,11.135,-0.255,119,"68",10,8635,1211,42.552
"35",35,"=","JUSTIN TIMBERLAKE","Drink You Away",1646,-41,-140,-25,5.68,-0.154,58,"107",33,1819,390,6.581
"36",36,"=","ALESSIA CARA","Wild Things",1586,125,592,67,7.901,0.373,14,"251",36,1586,635,7.901
"37",37,"=","ZARA LARSSON & MNEK","Never Forget You",1483,148,748,93,9.806,0.746,11,"127",37,1483,748,9.806
"38",38,"+1","ONE DIRECTION","History",1134,46,279,5,3.241,0.097,14,"115",38,1134,559,3.241
"39",39,"-1","DIPLO & SLEEPY TOM","Be Right There",980,-110,-619,-71,3.93,-0.523,83,"377",33,1769,271,10.721
"40",40,"+1","FALL OUT BOY","Irresistible f/Demi Lovato",891,-59,-519,100,4.634,-0.204,109,"121",21,4199,560,17.263
"41",41,"+4","PITBULL","El Taxi f/Sensato & O. Garcia",874,25,-25,63,5.521,-0.091,30,"359",41,937,219,6.285
"42",42,"+1","DRAKE & FUTURE","Jumpman",870,-5,-55,1,2.916,-0.031,23,"41",42,933,339,3.134
"43",43,"-3","POST MALONE","White Iverson",846,-120,-772,-50,4.054,-0.252,91,"50",27,2470,451,8.408
"44",44,"+2","KYGO","Stole The Show f/Parson James",819,48,257,36,4.066,0.099,11,"259",44,819,257,4.066
"45",45,"-3","R. CITY","Make Up f/Chloe Angelides",786,-113,-709,6,4.258,-0.356,70,"310",31,1899,348,9.56
"46",46,"-2","FETTY WAP","679 f/Remy Boyz...",776,-81,-265,-87,6.021,-0.243,161,"47",19,5210,769,28.742
"47",47,"+2","COLDPLAY","Adventure Of A Lifetime",771,76,284,54,4.779,0.358,28,"12",47,771,284,4.779
"48",48,"-1","EMPIRE OF THE SUN","Walking On A Dream",758,14,155,-18,3.991,-0.003,9,"189",46,758,369,4.284
"49",49,"-1","NATHAN SYKES","Over And Over Again f/A.Grande",737,18,111,-15,2.311,0.058,19,"577",47,737,243,2.311
"50",50,"=","ZENDAYA","Something New f/Chris Brown",689,86,510,40,3.373,0.328,2,"136",50,689,510,3.373
