"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FLO RIDA Good Feeling",13154,"+5",300,"+20",82.399,"-0.063",136,"8",1,13154,1657,85.747
2,"=","ADELE Set Fire To The Rain",12711,"+99",847,"-123",79.769,"+0.564",75,"4",2,12711,2301,79.769
3,"=","KATY PERRY The One That Got Away",10931,"-236",-2022,"-86",61.666,"-1.804",124,"46",1,13402,1631,80.623
4,"=","BRUNO MARS It Will Rain",10688,"-218",-1389,"-23",58.848,"-2.031",128,"29",1,13635,2024,86.477
5,"=","RIHANNA We Found Love f/Calvin Harris",10604,"-116",-1631,"+30",73.648,"-1.064",136,"20",1,14238,2184,95.593
6,"=","JESSIE J Domino",10192,"+70",663,"-110",61.954,"+0.979",145,"15",6,10192,1524,61.954
7,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",8769,"+151",1463,"-112",52.899,"+0.169",59,"5",7,8769,1674,52.899
8,"=","SELENA GOMEZ & THE SCENE Love You Like A...",8457,"-64",-615,"+19",44.231,"-0.068",169,"40",6,9154,1208,48.131
9,"=","LMFAO Sexy And I Know It",6813,"-92",-663,"+6",40.728,"-0.872",165,"3",2,12000,1530,74.768
10,"+1","PITBULL F/CHRIS BROWN International Love",6741,"+181",937,"+47",42.373,"+1.477",97,"17",10,6741,1058,42.373
11,"-1","GAVIN DEGRAW Not Over You",6676,"+98",404,"+112",35.916,"+0.469",167,"19",10,6676,547,35.916
12,"=","GYM CLASS HEROES Ass Back Home",6571,"+80",585,"+22",40.829,"+0.369",76,"6",11,6571,1379,40.829
13,"+1","KELLY CLARKSON Stronger (What Doesn't Ki...",6033,"+235",1855,"+24",41.208,"+2.748",31,"2",13,6033,1855,41.208
14,"-1","DAVID GUETTA Without You f/Usher",5831,"-111",-989,"+3",40.382,"-0.471",165,"58",1,13428,1586,84.476
15,"=","J. COLE Workout",5407,"-95",-369,"-67",29.962,"-0.238",107,"36",12,5803,659,35.209
16,"=","HOT CHELLE RAE I Like It Like That f/New...",5145,"-34",-49,"-58",24.093,"+0.103",131,"31",15,5237,639,24.246
17,"=","JAY Z & KANYE WEST N***** In Paris",5118,"-37",3,"-56",35.587,"-0.505",94,"18",15,5155,785,36.602
18,"+1","WANTED Glad You Came",4665,"+112",1176,"-54",27.263,"+0.811",31,"16",18,4665,1330,27.263
19,"-1","BREATHE CAROLINA Blackout",4633,"+10",153,"+11",23.355,"+0.235",167,"38",18,4633,498,24.36
20,"=","OUTASIGHT Tonight Is The Night",3988,"+20",158,"+27",19.484,"+0.049",99,"41",20,3994,506,19.731
21,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3921,"+82",514,"+5",27.172,"+0.399",76,"9",21,3921,643,27.172
22,"=","MADONNA Give Me All Your Luvin'",3808,"+310",3808,"+310",35.703,"+2.155",4,"--",22,3808,3808,35.703
23,"=","FRAY Heartbeat",3225,"-44",-78,"-82",13.628,"-0.108",104,"62",22,3331,677,14.271
24,"=","RIHANNA You Da One",2703,"-239",-1420,"-95",16.745,"-1.258",89,"50",17,4573,3394,36.963
25,"=","DRAKE Take Care f/Rihanna",2668,"+92",1020,"-46",23.741,"+0.699",32,"22",25,2668,1066,23.741
26,"=","LMFAO Sorry For Party Rocking",2593,"+68",696,"-78",11.796,"+0.154",29,"73",25,2593,873,11.796
27,"+1","BIG SEAN Dance (A$$)",2066,"+34",147,"+23",14.171,"-0.007",66,"37",27,2066,366,15.151
28,"-1","BIG TIME RUSH Music Sounds Better With U",2029,"-54",4,"-91",7.24,"-0.250",73,"770",26,2083,409,7.699
29,"=","JOJO Disaster",1720,"+7",113,"-28",6.213,"+0.070",87,"314",29,1720,318,6.213
30,"=","TRAIN Drive By",1554,"+42",474,"-26",6.242,"+0.193",24,"43",30,1554,500,6.242
31,"=","DRAKE Headlines",1429,"-39",-743,"+85",10.117,"-0.214",115,"76",16,4778,754,30.781
32,"+1","WE THE KINGS Say You Like Me",1392,"+4",76,"-17",4.115,"+0.003",142,"321",32,1392,320,4.115
33,"+1","COLDPLAY Princess Of China",1368,"+36",303,"+48",5.767,"+0.006",74,"88",33,1368,303,5.767
34,"-2","WILL.I.AM T.H.E (The Hardest Ever)",1347,"-48",-173,"-38",4.317,"-0.131",62,"133",30,1534,355,5.769
35,"=","COBRA STARSHIP Middle Finger f/Mac Mille...",1125,"+0",84,"-32",4.747,"-0.022",46,"166",35,1134,195,4.783
36,"=","COLBIE CAILLAT Brighter Than The Sun",1091,"+0",28,"-4",3.855,"+0.033",94,"63",34,1091,157,3.855
37,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1046,"+1",124,"-22",3.55,"+0.032",27,"119",37,1046,295,3.57
38,"=","AVICII Levels (ID)",1022,"+25",183,"+6",8.038,"+0.206",34,"--",38,1022,260,8.038
39,"=","CHRISTINA PERRI A Thousand Years",940,"+11",142,"-19",4.278,"+0.057",34,"21",39,940,187,4.278
40,"=","T-PAIN 5 O'clock f/Wiz Khalifa",841,"-40",-433,"+80",4.949,"-0.132",123,"83",10,6640,1264,34.118
41,"=","DEV & ENRIQUE IGLESIAS Naked",835,"+12",112,"-16",3.15,"+0.123",18,"583",41,835,318,3.15
42,"=","CHRIS BROWN Turn Up The Music",768,"+76",519,"+21",5.837,"+0.566",7,"--",42,768,519,5.837
43,"=","TYGA Rack City",669,"+18",180,"-11",5.973,"+0.169",12,"7",42,669,287,5.973
44,"=","JASON DERULO Breathing",536,"+51",337,"+32",1.806,"+0.136",4,"526",44,536,337,1.806
45,"=","FLO RIDA Wild Ones f/Sia",509,"+29",233,"+10",7.559,"+0.321",4,"59",44,509,233,7.559
46,"=","DAUGHTRY Crawling Back To You",464,"+15",57,"+19",1.608,"+0.055",103,"643",44,591,134,2
47,"+1","CHIDDY BANG Ray Charles",435,"+28",150,"+1",1.207,"+0.010",3,"858",47,435,150,1.207
48,"-1","CHILDISH GAMBINO Heartbeat",425,"-2",-13,"-17",1.664,"-0.032",17,"266",44,443,88,2.366
49,"=","ELLIE GOULDING Lights",405,"+8",95,"-15",1.198,"+0.052",9,"108",48,405,193,1.198
50,"--","RIHANNA Talk That Talk f/Jay Z",381,"--",102,"--",3.888,"--",1,"90",50,381,102,3.888
