"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","TWENTY ONE PILOTS","Stressed Out",18937,-20,290,24,123.365,0.224,103,"6",1,18957,2702,123.365
"2",2,"=","JUSTIN BIEBER","Love Yourself",18727,18,-124,-14,121.766,-0.831,84,"7",1,19000,4103,124.28
"3",3,"=","FLO RIDA","My House",14634,289,2285,56,84.159,1.49,130,"4",3,14634,2285,84.159
"4",4,"=","THE CHAINSMOKERS","Roses f/Rozes",14360,43,318,49,83.45,0.133,152,"17",3,14360,2023,83.872
"5",5,"=","JUSTIN BIEBER","Sorry",12665,-207,-759,-102,96.174,-0.419,127,"18",1,19494,3902,127.324
"6",6,"+1","SELENA GOMEZ","Hands To Myself",11591,192,1320,-41,75.716,1.561,54,"15",6,11591,1952,75.716
"7",7,"-1","THE WEEKND","In The Night",11364,-433,-2899,92,65.101,-2.415,106,"51",3,15760,3011,89.68
"8",8,"=","DNCE","Cake By The Ocean",11238,125,852,193,63.718,1.103,149,"11",7,11238,1111,63.718
"9",9,"=","DAYA","Hide Away",10467,-129,-314,-32,58.255,-0.756,194,"32",7,10878,883,61.74
"10",10,"=","G-EAZY","Me Myself And I f/Bebe Rexha",9666,242,1623,29,59.984,1.445,50,"9/85",10,9666,1836,59.984
"11",11,"=","CHARLIE PUTH","One Call Away",8216,34,649,7,42.851,0.585,109,"12",11,8216,819,42.851
"12",12,"+1","ZAYN","Pillowtalk",7980,154,1561,-74,47.297,1.404,28,"8/39/63",12,7980,2441,47.297
"13",13,"+1","RIHANNA","Work f/Drake",7819,119,1520,-72,44.972,1.089,30,"1/25",13,7819,3999,44.972
"14",14,"-2","ADELE","When We Were Young",7651,-208,-601,-159,37.201,-1.237,72,"21",11,8301,1962,41.764
"15",15,"=","ELLIE GOULDING","Something In The Way You Move",7110,105,555,63,37.113,0.38,49,"20",15,7110,1673,37.113
"16",16,"=","MIKE POSNER","I Took A Pill In Ibiza",7052,241,1429,82,44.46,1.509,42,"10",16,7052,1489,44.46
"17",17,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",6824,115,796,-22,39.805,0.913,91,"53",16,6824,1193,39.805
"18",18,"=","ADELE","Hello",5438,-112,-683,50,41.939,-0.804,126,"16",1,19167,4705,124.831
"19",19,"+2","RACHEL PLATTEN","Stand By You",3763,36,376,61,18.048,0.09,119,"24",19,3763,493,18.048
"20",20,"+2","ZARA LARSSON & MNEK","Never Forget You",3733,171,1475,0,20.353,0.68,23,"31",20,3733,1475,20.353
"21",21,"-2","TAYLOR SWIFT","Out Of The Woods",3711,-532,-3406,-117,17.002,-3.102,54,"80",12,8338,2806,46.244
"22",22,"+1","DJ SNAKE","Middle f/Bipolar Sunshine",3676,167,1007,29,19.777,0.751,40,"48",22,3676,1007,19.777
"23",23,"-3","JASON DERULO","Get Ugly",3638,-393,-1181,-330,12.313,-1.445,75,"77",19,4950,1110,19.08
"24",24,"=","LUKAS GRAHAM","7 Years",3306,142,1023,1,15.418,0.648,40,"5",24,3306,1023,15.418
"25",25,"=","TROYE SIVAN","Youth",3089,69,578,27,11.231,0.342,54,"47",25,3089,578,11.231
"26",26,"=","ALESSIA CARA","Wild Things",2735,141,701,62,12.316,0.29,26,"136",26,2735,701,12.316
"27",27,"+1","SHAWN HOOK","Sound Of Your Heart",2447,26,369,-5,8.512,0.271,47,"260",27,2447,576,8.512
"28",28,"-1","TORI KELLY","Hollow",2180,-252,-1467,-132,6.464,-0.712,110,"209",22,3920,501,13.353
"29",29,"+1","ZENDAYA","Something New f/Chris Brown",1942,92,855,-6,8.108,0.217,14,"157",29,1942,892,8.108
"30",30,"-1","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",1828,-139,-3122,546,9.285,-0.612,94,"76",10,8533,1989,43.062
"31",31,"+1","NATHAN SYKES","Over And Over Again f/A.Grande",1480,27,515,-61,4.61,0.021,31,"314",31,1480,585,4.61
"32",32,"-1","ONE DIRECTION","History",1472,10,208,4,4.117,0.025,26,"127",31,1472,559,4.117
"33",33,"+2","GWEN STEFANI","Make Me Like You",1463,137,873,5,5.82,0.357,8,"27",33,1463,873,5.82
"34",34,"-1","DEMI LOVATO","Confident",1331,-28,-256,27,10.82,-0.191,148,"143",9,9049,1761,48.443
"35",35,"+1","KYGO","Stole The Show f/Parson James",1320,30,305,-29,6.091,0.051,23,"73",35,1320,374,6.091
"36",36,"-2","ONE DIRECTION","Perfect",1312,-38,-182,55,9.955,-0.221,131,"121",10,8635,1211,42.552
"37",37,"+8","TAYLOR SWIFT","New Romantics",1209,409,1206,406,8.285,2.227,2,"114",37,1209,1206,8.285
"38",38,"-1","COLDPLAY","Adventure Of A Lifetime",1090,40,210,62,5.24,-0.08,40,"28",37,1090,315,5.336
"39",39,"=","JAMES BAY","Let It Go",1082,103,885,9,5.099,0.529,5,"14",39,1082,885,5.099
"40",40,"-2","BORNS","Electric Love",931,-112,-848,-10,3.544,-0.305,89,"154",30,2006,225,6.287
"41",41,"=","EMPIRE OF THE SUN","Walking On A Dream",920,25,85,33,3.759,0.032,21,"118",41,920,369,4.284
"42",42,"+1","NELLY","Die A Happy Man",869,67,541,-6,4.212,0.097,5,"169",42,869,547,4.212
"43",43,"-1","RUTH B.","Lost Boy",860,28,296,-24,2.662,0.075,11,"34",42,860,320,2.662
"44",44,"-4","DAVID GUETTA","Bang My Head f/Sia",837,-122,-1207,44,4.012,-0.545,78,"212",27,2648,395,12.851
"45",45,"+1","JUSTIN TIMBERLAKE","Drink You Away",771,-17,-575,84,2.698,-0.065,70,"186",33,1819,390,6.581
"46",46,"-2","TRAVI$ SCOTT","Antidote",764,-38,-936,175,4.265,-0.232,89,"102",24,3360,545,13.354
"47",47,"+1","TORY LANEZ","Say It",650,21,249,-22,1.954,0.079,5,"103",47,650,285,1.954
"48",48,"-1","DUKE DUMONT","Ocean Drive",649,18,123,5,2.24,-0.017,12,"525",46,649,183,2.257
"49",49,"=","JESS GLYNNE","Don't Be So Hard On Yourself",627,20,162,2,0.737,0.017,6,"1094",47,627,173,0.737
"50",50,"=","FETTY WAP","Again",609,6,137,-12,1.983,-0.005,4,"111",50,609,149,1.988
