"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRUNO MARS","When I Was Your M...",15492,"-129",-444,"-103",103.65,"-0.605",93,"7",1,16011,2737,106.569
"2",2,"=","RIHANNA","Stay f/Mikky Ekko",15290,"+60",717,"-135",101.978,"+0.026",81,"4",2,15290,1920,101.978
"3",3,"=","PITBULL","Feel This Moment",12543,"+137",1357,"-43",84.41,"+0.817",102,"17",3,12543,1706,84.41
"4",4,"=","PINK","Just Give Me A Re...",12063,"+243",1729,"-25",80.426,"+2.355",57,"1",4,12063,1949,80.426
"5",5,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",11395,"-305",-746,"-241",67.978,"-2.240",94,"13",3,12353,6457,74.223
"6",6,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",10685,"-268",-1055,"-176",67.677,"-2.062",151,"19/21",1,15012,2020,109.652
"7",7,"=","MAROON 5","Daylight",9508,"-182",-2231,"+87",62.384,"-0.949",146,"47",1,14639,1641,96.697
"8",8,"=","DEMI LOVATO","Heart Attack",8313,"+58",443,"-35",52.839,"-0.152",49,"10",8,8313,2482,52.991
"9",9,"=","CALVIN HARRIS","Sweet Nothing f/F...",7948,"-198",-1700,"+121",54.953,"-1.243",154,"77",4,11639,1126,84.444
"10",10,"=","OLLY MURS","Troublemaker f/Fl...",7620,"+88",394,"+119",42.217,"+0.242",122,"30",10,7620,1121,42.217
"11",11,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",7298,"-188",-756,"-98",47.305,"-0.915",221,"92",1,14704,1905,116.982
"12",12,"=","KREWELLA","Alive",7169,"+58",396,"+9",44.925,"-0.008",70,"44",12,7169,1026,45.974
"13",13,"=","JUSTIN TIMBERLAKE","Mirrors",7132,"+290",1869,"+35",47.724,"+2.318",27,"3",13,7132,2236,47.724
"14",14,"+1","ICONA POP","I Love It f/Charl...",6940,"+197",1297,"-22",42.055,"+1.306",69,"5",14,6940,1359,42.055
"15",15,"-1","TAYLOR SWIFT","I Knew You Were T...",6590,"-160",-1159,"+116",49.052,"-1.049",150,"58",1,16073,2452,126.481
"16",16,"+1","MACKLEMORE & RYAN...","Can't Hold Us f/R...",6328,"+227",1438,"-59",45.837,"+1.644",35,"2",16,6328,1985,45.837
"17",17,"-1","TAYLOR SWIFT","22",6236,"+26",145,"-15",31.889,"+0.299",46,"26",14,6236,2327,31.889
"18",18,"=","WILL.I.AM & BRITN...","Scream And Shout",5165,"-118",-825,"+4",35.369,"-0.221",144,"52",3,13157,2182,99.406
"19",19,"=","FALL OUT BOY","My Songs Know Wha...",5147,"+16",251,"-66",24.728,"+0.118",67,"12",19,5147,1015,24.728
"20",20,"=","JUSTIN BIEBER","All Around The Wo...",4963,"-30",89,"-135",25.969,"-0.120",60,"104",20,5005,1137,26.156
