"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","GOTYE Somebody That I Used To Know",13776,155,1299,-8,103.988,0.788,79,"2",1,13776,2018,103.988
"2",2,"=","FUN. We Are Young f/Janelle Monae",13511,-97,-452,-39,102.437,-1.057,87,"5",1,14439,2738,110.772
"3",3,"=","FLO RIDA Wild Ones f/Sia",12491,4,-28,29,93.589,0.007,105,"4",2,12595,1940,93.589
"4",4,"=","NICKI MINAJ Starships",11792,34,345,-78,85.748,0.302,95,"8/27",4,11792,1834,85.748
"5",5,"=","ONE DIRECTION What Makes You Beautiful",11004,99,564,60,74.46,0.565,80,"7",5,11004,1579,74.46
"6",6,"=","WANTED Glad You Came",10256,-149,-938,-53,80.676,-0.896,132,"16",1,13712,1363,101.962
"7",7,"=","CARLY RAE JEPSEN Call Me Maybe",9146,225,1338,91,70.049,1.647,69,"1",7,9146,1338,70.049
"8",8,"=","MAROON 5 Payphone f/Wiz Khalifa",8175,150,1013,42,58.652,0.856,33,"3",8,8175,3415,58.652
"9",9,"=","ADELE Rumour Has It",7541,-167,-898,-109,45.243,-1.576,76,"32",8,8497,1514,56.313
"10",10,"=","KATY PERRY Part Of Me",7446,-169,-1374,41,54.781,0.203,96,"29",3,12039,3625,78.553
"11",11,"=","JUSTIN BIEBER Boyfriend",6723,-4,-345,76,40.399,0.271,54,"6",9,7937,4726,51.492
"12",12,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",6409,-158,-906,-131,43.816,-0.663,132,"33",1,13549,2321,99.332
"13",13,"=","KARMIN Broken Hearted",6187,33,272,-1,38.004,-0.128,90,"--",13,6187,936,38.132
"14",14,"=","TRAIN Drive By",6075,51,264,88,34.496,0.329,125,"9",14,6075,601,35.3
"15",15,"=","CALVIN HARRIS Feel So Close",5672,-174,-854,-67,39.531,-0.795,100,"25",7,8145,1329,55.352
"16",16,"=","USHER Scream",5639,196,1387,9,38.965,1.129,23,"13",16,5639,2323,38.965
"17",17,"=","RIHANNA Where Have You Been",5341,112,872,-42,37.154,0.941,34,"12",16,5341,1884,37.154
"18",18,"=","PITBULL Back In Time",4812,40,525,-5,29.721,0.055,51,"11",18,4812,925,29.721
"19",19,"=","ELLIE GOULDING Lights",4372,121,685,29,27.494,0.721,99,"23",19,4372,786,27.494
"20",20,"=","DRAKE Take Care f/Rihanna",4109,-62,-685,1,34.183,0.045,133,"56",8,7620,1220,60.618
"21",21,"=","JENNIFER LOPEZ Dance Again f/Pitbull",3508,-224,-1100,-147,20.265,-1.216,50,"10",17,4851,2243,30.831
"22",22,"=","DEMI LOVATO Give Your Heart A Break",3273,30,267,-29,21.872,-0.055,80,"34",22,3273,665,21.938
"23",23,"=","DAVID GUETTA Titanium f/Sia",3129,54,552,-31,21.441,0.842,41,"18",23,3129,694,21.441
"24",24,"=","HAVANA BROWN We Run The Night f/Pitbull",2325,22,186,-22,17.786,0.058,97,"51",24,2325,267,17.786
"25",25,"+1","GYM CLASS HEROES Fighter f/Ryan Tedder",1995,193,971,116,11.7,1.033,19,"125",25,1995,971,11.7
