"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ZAYN","Pillowtalk",16532,"+189",1324,"-1",95.612,"+1.400",85,"72",1,16532,2441,95.612
2,"=","MIKE POSNER","I Took A Pill In Ibiza",15460,"+162",1199,"-23",93.838,"+1.341",99,"33",2,15460,1578,93.838
3,"=","DNCE","Cake By The Ocean",15037,"-243",-396,"-390",85.89,"-2.158",206,"60",2,15763,1185,92.576
4,"=","G-EAZY","Me Myself And I f/Bebe Rexha",15013,"-142",-1000,"-37",90.523,"-0.894",107,"85",1,16250,1836,97.757
5,"=","LUKAS GRAHAM","7 Years",14912,"+317",1969,"+16",89.275,"+1.453",97,"20",5,14912,2060,89.275
6,"=","JUSTIN BIEBER","Love Yourself",12747,"-191",-1130,"-48",88.636,"-1.358",141,"73",1,19000,4103,124.28
7,"=","MEGHAN TRAINOR","NO",12380,"-15",198,"-120",67.641,"-0.199",50,"24",7,12552,5498,69.649
8,"=","FLO RIDA","My House",11784,"-264",-1551,"-111",71.418,"-1.421",187,"38",1,18123,2285,104.909
9,"=","FIFTH HARMONY","Work From Home",11686,"+101",949,"-49",66.434,"+0.528",57,"28",9,11686,4059,66.434
10,"+1","ZARA LARSSON & MNEK","Never Forget You",10334,"+12",405,"-96",61.887,"-0.012",80,"50",10,10334,1534,61.961
11,"-1","TWENTY ONE PILOTS","Stressed Out",10261,"-127",-1146,"+147",74.645,"-1.412",160,"70",1,19140,2702,124.646
12,"=","ARIANA GRANDE","Dangerous Woman",8712,"+90",707,"-83",50.643,"+0.817",43,"39",12,8712,4214,50.643
13,"+1","DJ SNAKE","Middle f/Bipolar Sunshine",8238,"+64",154,"+66",43.875,"+0.498",97,"83",13,8238,1239,43.875
14,"-1","SELENA GOMEZ","Hands To Myself",8226,"-294",-2939,"+303",47.654,"-2.201",111,"143",1,16291,1952,91.457
15,"=","THE CHAINSMOKERS","Don't Let Me Down f/Daya",7708,"+286",1783,"+88",47.249,"+1.207",41,"26",15,7708,1906,47.249
16,"=","NICK JONAS","Close f/Tove Lo",6382,"+47",360,"-16",31.874,"+0.406",29,"62",16,6382,3392,31.874
17,"=","JUSTIN BIEBER","Company",5981,"-118",-468,"-113",29.743,"-0.130",55,"182",16,6486,2006,31.446
18,"=","ALESSIA CARA","Wild Things",5415,"+56",449,"-5",23.255,"+0.433",83,"124",18,5415,814,23.255
19,"=","TROYE SIVAN","Youth",5241,"-57",-202,"-115",21.511,"-0.091",111,"92",17,5443,660,22.213
20,"+1","JASON DERULO","If It Ain't Love",4773,"+106",1091,"-75",21.877,"+0.771",22,"195",20,4773,2192,21.877
21,"-1","RIHANNA","Work f/Drake",4478,"-307",-2254,"+8",28.295,"-1.671",87,"68",8,11661,3999,67.246
22,"=","JAMES BAY","Let It Go",4134,"+88",422,"-2",21.325,"+0.819",62,"56",21,4134,885,21.325
23,"=","IGGY AZALEA","Team",3388,"+39",459,"+32",12.525,"+0.017",34,"145",23,3388,1132,12.565
24,"+1","DRAKE","One Dance f/Wizkid & Kyla",3253,"+273",1888,"+62",23.307,"+1.660",13,"17",24,3253,1888,23.307
25,"-1","RUTH B.","Lost Boy",3225,"+40",298,"-49",14.629,"+0.337",68,"59",24,3225,530,14.629
26,"=","RIHANNA","Kiss It Better",2730,"+58",894,"-98",13.081,"+0.508",17,"168",26,2730,1133,13.081
