"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ELLIE GOULDING","Love Me Like You Do",18590,-106,621,-149,120.322,-0.374,104,"11",1,18696,2216,120.696
2,"=","MAROON 5","Sugar",17142,-166,-623,83,111.301,-1.367,103,"14/59",1,18530,2244,117.81
3,"=","NATALIE LA ROSE","Somebody f/Jeremih",15912,69,1316,-9,86.954,-0.283,110,"13",3,15912,2141,87.237
4,"=","THE WEEKND","Earned It",15605,270,2820,17,96.698,0.917,65,"5",4,15605,2820,96.698
5,"=","TAYLOR SWIFT","Style",12748,-347,-2710,205,83.479,-1.921,109,"27",1,18488,3111,115.714
6,"+1","JASON DERULO","Want To Want Me",11859,268,1924,193,71.051,1.233,46,"6",6,11859,4301,71.051
7,"-1","ARIANA GRANDE","One Last Time",11857,-5,346,19,75.789,-0.585,76,"42",6,11862,2135,76.95
8,"+1","FLO RIDA","GDFR f/Sage The Gemini",10801,79,1040,-41,58.605,0.621,105,"12",8,10801,1433,58.605
9,"-1","MARK RONSON","Uptown Funk f/Bruno Mars",10597,-211,-1583,111,76.816,-0.665,165,"8",1,19386,3126,125.545
10,"=","NICK JONAS","Chains",9701,169,745,218,54.878,0.253,103,"15",10,9701,1264,54.878
11,"=","WALK THE MOON","Shut Up And Dance",9379,232,1736,-24,60.011,1.361,69,"2",11,9379,2103,60.011
12,"=","ZEDD","I Want You To Know f/S. Gomez",9006,-10,26,73,52.698,0.274,60,"54",11,9109,3786,52.698
13,"=","ED SHEERAN","Thinking Out Loud",8149,-266,-2522,39,50.792,-1.068,138,"16",1,18914,3319,118.241
14,"+1","WIZ KHALIFA","See You Again f/Charlie Puth",6941,478,3607,39,48.967,3.372,21,"1/49",14,6941,3607,48.967
15,"-1","TOVE LO","Talking Body",6590,40,570,9,39.74,0.456,99,"18",14,6590,1043,39.74
16,"=","PITBULL","Time Of Our Lives f/Ne-Yo",5823,-193,-1015,-64,42.43,-1.141,147,"47",4,15799,2867,94.608
17,"=","TORI KELLY","Nobody Love",5155,-188,-390,-127,23.182,-0.78,73,"38",16,5612,1398,26.444
18,"=","MEGHAN TRAINOR","Dear Future Husband",5067,59,761,2,24.044,0.243,35,"19",18,5067,1246,24.044
19,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",4991,92,1020,14,28.926,1.125,47,"7",19,4991,1023,28.926
20,"=","SAM SMITH","Lay Me Down",4858,-9,164,-17,24.596,-0.191,73,"41/55",18,4867,1008,24.788
21,"+1","ECHOSMITH","Bright",4183,123,965,45,17.787,0.504,81,"35",21,4183,965,17.787
22,"+1","DJ SNAKE & ALUNAGEORGE","You Know You Like It",4035,121,612,91,22.737,0.536,48,"24",22,4035,902,22.737
23,"-2","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",3943,-157,-1881,253,19.012,-0.676,89,"26",6,11254,3932,65.756
24,"=","FIFTH HARMONY","Worth It f/Kid Ink",3458,63,547,20,15.33,0.177,51,"23",24,3458,643,15.33
25,"=","CALVIN HARRIS","Outside f/Ellie Goulding",3085,-250,-1730,-34,27.522,-1.739,125,"100",8,9077,1280,60.662
26,"+1","GEORGE EZRA","Budapest",2557,27,318,-10,9.977,0.28,53,"32",26,2557,440,9.977
27,"-1","VANCE JOY","Riptide",2461,-207,-1718,-32,14.142,-0.955,178,"67",18,4593,802,26.356
28,"=","LUNCHMONEY LEWIS","Bills",2415,-33,-123,-14,7.84,-0.32,61,"64",27,2565,672,9.683
29,"=","RYN WEAVER","OctaHate",2312,37,280,35,7.011,0.157,47,"107",29,2312,649,7.011
30,"=","SHEPPARD","Geronimo",2269,39,267,15,9.136,0.219,64,"37",30,2269,732,9.136
31,"=","ANDY GRAMMER","Honey, I'm Good",2210,21,278,-1,9.197,0.275,58,"10",31,2210,321,9.197
32,"=","FETTY WAP","Trap Queen",2100,77,456,27,13.465,0.33,26,"3",32,2100,506,13.465
33,"+1","NATE RUESS","Nothing Without Love",1890,6,83,36,8.921,-0.12,22,"30",33,1890,1078,9.453
34,"+1","SHAGGY F/MOHOMBI/FAYDEE/COSTI","I Need Your Love",1862,3,180,9,9.007,0.137,61,"142",34,1862,233,9.007
35,"-2","CHRIS BROWN & TYGA","Ayo",1815,-126,-536,-86,7.274,-0.528,66,"93",27,2477,346,11.871
36,"+1","NICKI MINAJ","Truffle Butter f/Drake...",1551,-37,-192,-7,10.542,-0.274,96,"45",24,3035,577,17.071
37,"-1","LIFE OF DILLON","Overload",1504,-84,-181,-71,3.839,-0.232,57,"163",35,1719,486,4.787
38,"=","SIA","Elastic Heart f/The Weeknd...",1432,74,439,55,9.911,0.389,40,"58",38,1432,439,9.911
39,"+1","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",1392,91,530,38,8.797,0.499,13,"25",39,1392,530,8.797
40,"-1","IGGY AZALEA","Trouble f/Jennifer Hudson",1187,-116,-567,-49,3.284,-0.401,67,"89",33,1883,475,5.855
41,"+2","MARTIN GARRIX","Don't Look Down f/Usher",1166,54,254,47,7.169,0.387,12,"151",41,1166,627,7.169
42,"=","CARLY RAE JEPSEN","I Really Like You",1158,38,289,4,4.165,0.169,23,"53",42,1158,289,4.165
43,"-2","R5","Let's Not Be Alone Tonight",1122,-2,64,-9,2.786,-0.048,28,"337",41,1124,490,2.871
44,"=","CALVIN HARRIS","Pray To God f/HAIM",944,46,422,-6,5.122,0.295,7,"315",44,944,664,5.122
45,"+1","DILLON FRANCIS & DJ SNAKE","Get Low",865,44,274,23,5.127,0.136,25,"62",45,865,353,5.127
46,"-1","ALESSO","Cool",865,18,63,16,3.714,0.186,21,"266",45,865,273,3.714
47,"+1","KATY TIZ","Whistle (While You Work)",744,9,48,-2,1.665,0.044,12,"241",47,744,133,1.797
48,"-1","RIHANNA","Bitch Better Have My Money",740,-21,-82,-16,2.701,-0.055,25,"22",42,1136,1136,10.863
49,"=","FALL OUT BOY","Uma Thurman",625,36,316,-2,2.188,0.143,4,"91",49,625,318,2.188
50,"=","JAKE MILLER","Dazed And Confused f/T. McCoy",595,11,62,9,2.324,0.008,5,"588",49,595,62,2.324
