"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Bad Blood",19200,-56,-89,-195,119.192,0.227,50,"10/36",1,19363,6848,119.192
2,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",15656,294,1728,107,94.548,1.079,121,"18",2,15656,1728,94.548
3,"=","WALK THE MOON","Shut Up And Dance",14821,-147,-1565,75,93.381,-0.301,143,"12",2,17842,2567,102.857
4,"=","WIZ KHALIFA","See You Again f/Charlie Puth",14534,-111,-1073,-12,90.122,-1.656,95,"13",1,19208,3713,118.768
5,"+1","OMI","Cheerleader",12790,288,1816,-51,77.247,1.211,66,"1",5,12790,2081,77.247
6,"-1","FIFTH HARMONY","Worth It f/Kid Ink",12710,115,1000,-200,65.325,0.795,125,"14",5,12710,1718,65.325
7,"+1","THE WEEKND","Can't Feel My Face",11884,311,2773,-185,71.135,1.718,29,"2",7,11884,4549,71.135
8,"-1","TOVE LO","Talking Body",11383,-198,-1646,146,67.078,-0.437,173,"28",4,14657,2353,84.199
9,"=","JASON DERULO","Want To Want Me",11056,-366,-2796,10,67.639,-1.508,120,"25",1,18660,4301,111.336
10,"=","ANDY GRAMMER","Honey, I'm Good",10056,56,548,-11,53.957,0.109,132,"9",9,10056,1319,53.957
11,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",9400,-5,279,-126,57.405,0.426,87,"11",11,9405,1280,57.405
12,"+1","MAJOR LAZER","Lean On f/MØ & DJ Snake",8768,85,752,-74,49.372,0.132,58,"7",12,8768,2026,49.372
13,"-1","MAROON 5","This Summer's Gonna Hurt...",8698,-127,-408,-102,38.873,-0.906,53,"44",9,9131,4375,46.872
14,"=","DJ SNAKE & ALUNAGEORGE","You Know You Like It",7439,-382,-2052,-167,41.954,-1.577,122,"23",6,11556,1606,64.807
15,"=","SIA","Elastic Heart f/The Weeknd...",7371,29,109,-80,43.447,-0.103,114,"42",14,7467,909,45.191
16,"=","NICKI MINAJ","The Night Is Still Young",6400,-124,-739,-187,27.977,-0.776,68,"55",13,7139,1341,34.119
17,"=","RACHEL PLATTEN","Fight Song",5896,116,1068,-149,31.898,0.774,50,"3",17,5896,1603,31.898
18,"=","ED SHEERAN","Photograph",5817,118,506,-43,31.203,0.657,53,"20",17,5817,1005,31.203
19,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",5545,248,1681,1061,31.535,1.137,15,"8",18,5545,4663,34.829
20,"=","PITBULL","Fun f/Chris Brown",5246,23,642,-104,27.79,-0.181,72,"33",19,5246,746,27.986
21,"=","FALL OUT BOY","Uma Thurman",4199,74,570,-25,24.092,0.658,78,"22",21,4199,895,24.092
22,"=","DEMI LOVATO","Cool For The Summer",4049,530,4049,530,32.716,3.827,6,"16",22,4049,4049,32.716
23,"=","THE WEEKND","Earned It",3385,-108,-1088,59,18.983,-0.525,139,"40",1,17055,2820,102.104
24,"=","OMARION","Post To Be f/Chris Brown&Jhene",3106,22,528,-68,18.012,0.303,44,"51",24,3106,598,18.012
25,"+1","TORI KELLY","Should've Been Us",2841,88,391,23,10.645,0.37,34,"164",25,2841,685,10.645
26,"+1","ZEDD","Beautiful Now f/Jon Bellion",2676,4,146,-61,12.779,-0.123,40,"71",25,2676,542,12.902
27,"-2","GEORGE EZRA","Budapest",2615,-303,-1716,-290,11.635,-1.248,127,"45",18,4602,712,20.415
28,"=","SAM HUNT","Take Your Time",2389,38,169,-2,11.406,0.331,58,"24",27,2389,296,11.406
29,"=","ADAM LAMBERT","Ghost Town",2356,30,177,44,9.409,0.155,65,"101",28,2356,661,9.409
30,"=","FLO RIDA","I Don't Like It, I Love It",2201,32,324,-32,10.748,0.236,37,"35",30,2201,377,10.748
31,"=","KAYA STEWART","In Love With A Boy",2063,33,217,9,6.396,0.131,21,"966",31,2063,940,6.416
32,"=","SHAWN MENDES","Stitches",2024,24,113,-15,7.02,0.196,46,"38",31,2028,452,7.02
33,"=","FETTY WAP","Trap Queen",1805,-58,-419,-34,11.85,-0.903,100,"15/96",18,4535,816,23.245
34,"=","SILENTO","Watch Me",1780,72,532,-5,8.831,0.309,23,"5",34,1780,537,8.831
35,"=","SAM SMITH","Like I Can",1660,24,126,38,6.133,-0.081,38,"140",35,1660,511,6.657
36,"=","CHARLIE PUTH","Marvin Gaye f/Meghan Trainor",1627,19,433,-63,6.841,0.025,20,"41",36,1627,496,6.841
37,"+1","SAGE THE GEMINI","Good Thing f/Nick Jonas",1627,53,341,20,9.738,0.427,32,"81",37,1627,341,9.738
38,"-1","ECHOSMITH","Bright",1469,-133,-770,49,5.785,-0.506,155,"53",16,5773,965,25.825
39,"=","JIDENNA","Classic Man",1446,-3,119,-47,4.311,-0.037,30,"54",38,1449,351,4.348
40,"=","NATALIE LA ROSE","Around The World f/Fetty Wap",1424,25,411,-61,7.041,-0.02,24,"192",40,1424,472,7.061
41,"=","MKTO","Bad Girls",1388,23,141,-12,3.45,0.094,31,"225",40,1388,288,3.465
42,"+1","NICK FRADIANI","Beautiful Life",1304,24,77,26,3.621,0.1,41,"494",39,1304,480,3.621
43,"-1","JEREMIH F/FLO RIDA","Tonight Belongs To U!",1215,-71,-420,-50,3.986,-0.22,58,"861",33,1656,327,5.536
44,"=","JASON DERULO","Cheyenne",991,94,640,46,6.875,0.734,5,"641",44,991,640,6.875
45,"+1","PRINCE ROYCE","Back It Up",675,15,58,18,2.467,0.01,23,"389",45,675,185,2.467
46,"-1","MEGHAN TRAINOR","Like I'm Gonna Lose You",659,-2,191,-77,1.637,0.003,8,"58",45,661,431,1.637
47,"=","NATHAN SYKES","Kiss Me Quick",618,18,135,-30,1.971,-0.049,8,"865",47,618,352,2.02
48,"=","AFROJACK","SUMMERTHING! f/Mike Taylor",617,39,289,12,2.872,0.203,2,"452",48,617,289,2.872
49,"=","BEA MILLER","Fire N Gold",565,9,37,6,0.725,0.003,26,"82",46,565,77,0.74
50,"=","RIHANNA","Bitch Better Have My Money",525,-20,72,-35,2.228,-0.187,40,"32",42,1136,1136,10.863
