"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ADELE Rolling In The Deep",14174,"-22",-76,"-46",92.55,"-0.314",36,1,14295,2273,96.15
"2",2,"=","PITBULL Give Me Everything f/Ne-Yo",11976,"+206",1594,"-86",83.241,"+0.771",36,2,11976,1811,83.241
"3",3,"+2","BRUNO MARS Lazy Song",11191,"-31",-219,"-76",60.277,"-0.471",36,3,11422,1054,61.587
"4",4,"-1","KATY PERRY E.T.",11156,"-109",-1170,"+114",76.643,"-0.298",36,1,14624,0,96.745
"5",5,"-1","BLACK EYED PEAS Just Can't Get Enough",11047,"-196",-981,"-49",74.303,"-1.074",36,2,13366,715,84.474
"6",6,"=","BRITNEY SPEARS Till The World Ends",9334,"-184",-1304,"+29",59.865,"-2.008",36,3,11896,966,75.819
"7",7,"=","LADY GAGA The Edge Of Glory",8819,"+203",1670,"-72",54.418,"+1.940",36,7,8819,2193,54.418
"8",8,"=","JENNIFER LOPEZ F/PITBULL On The Floor",8109,"-199",-1230,"-21",51.321,"-1.659",36,5,10169,668,65.118
"9",9,"=","LUPE FIASCO The Show Goes On",7652,"+110",540,"+20",45.227,"+0.890",36,9,7652,1043,45.227
"10",10,"=","LMFAO Party Rock Anthem",6825,"+247",1593,"+51",49.393,"+1.600",36,10,6825,1593,49.393
"11",11,"+1","JASON DERULO Don't Wanna Go Home",5812,"+77",659,"-2",33.59,"+0.353",34,11,5812,1463,33.59
"12",12,"-1","TINIE TEMPAH Written In The Stars",5673,"-154",-1340,"+57",30.804,"-0.812",36,7,8819,756,54.175
"13",13,"=","HOT CHELLE RAE Tonight Tonight",5080,"+40",474,"-37",25.636,"+0.267",36,13,5080,643,25.636
"14",14,"=","WIZ KHALIFA Roll Up",4980,"+37",221,"-23",26.179,"-0.082",36,14,4980,725,26.433
"15",15,"+1","ONEREPUBLIC Good Life",4790,"+100",604,"+31",24.952,"+0.628",36,15,4790,604,24.952
"16",16,"-1","RIHANNA S&M",4725,"-60",-589,"+29",28.375,"-0.800",36,5,10081,0,64.524
"17",17,"=","KE$HA Blow",4568,"-63",-821,"+97",27.495,"-0.081",36,4,10135,0,56.264
"18",18,"=","SELENA GOMEZ & THE SCENE Who Says",4411,"-9",-44,"-37",25.726,"+0.264",36,17,4450,707,26.291
"19",19,"+1","NICKI MINAJ Super Bass",4303,"+173",1146,"+47",26.569,"+1.275",36,19,4303,1146,26.569
"20",20,"+3","KATY PERRY Last Friday Night (T.G.I.F.)",4102,"+278",2041,"+40",26.22,"+2.127",19,20,4102,2041,26.22
"21",21,"-2","THE SCRIPT For The First Time",4079,"-124",-731,"+4",25.103,"-0.630",36,11,6229,433,33.625
"22",22,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",3985,"+5",193,"-29",22.219,"+0.195",36,21,3988,605,22.219
"23",23,"-1","JESSIE J Price Tag f/B.O.B",3651,"-209",-1418,"-32",19.676,"-1.054",36,12,5959,582,30.453
"24",24,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3624,"+46",382,"-15",20.693,"+0.372",34,24,3624,864,20.693
"25",25,"=","JEREMIH Down On Me f/50 Cent",3444,"-82",-567,"+43",20.82,"-0.547",36,10,8052,153,44.2
"26",26,"=","TAYLOR SWIFT The Story Of Us",3133,"-13",111,"-55",16.195,"-0.136",36,24,3146,587,16.331
"27",27,"=","NEW BOYZ Back Seat f/Cataracs & Dev",2580,"-163",-1180,"-48",14.626,"-1.023",36,17,4096,331,21.342
"28",28,"=","RIHANNA California King Bed",2555,"+28",321,"-40",12.978,"-0.083",31,28,2555,616,13.061
"29",29,"+1","NICOLE SCHERZINGER Right There",2348,"+100",720,"+31",13.025,"+0.508",20,29,2348,720,13.025
"30",30,"-1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2339,"+23",305,"-25",11.462,"+0.135",36,29,2339,525,11.462
"31",31,"=","THE BAND PERRY If I Die Young",2145,"+90",633,"+2",9.93,"+0.411",36,31,2145,655,9.93
"32",32,"=","LADY GAGA Born This Way",1945,"-1",-421,"+96",10.599,"-0.020",36,19,3651,0,20.436
"33",33,"=","MAROON 5 Never Gonna Leave This Bed",1810,"+31",125,"+4",7.065,"+0.071",36,31,1810,312,7.065
"34",34,"=","SHONTELLE Say Hello To Goodbye",1556,"-97",-220,"-100",5.206,"-0.320",36,29,1775,174,5.629
"35",35,"=","CHRIS BROWN Look At Me Now",1317,"+7",-83,"+43",9.971,"+0.257",36,28,1861,229,12.746
"36",36,"=","CHRIS BROWN She Ain't You",1176,"+29",271,"-9",6.262,"-0.156",25,36,1176,280,6.418
"37",37,"+2","BEYONCE Best Thing I Never Had",1070,"+117",732,"+64",7.914,"+0.102",8,37,1070,732,7.914
"38",38,"=","T-PAIN Best Love Song f/Chris Brown",1002,"+29",133,"+19",5.305,"+0.457",34,38,1002,151,5.305
"39",39,"-2","NEON TREES Your Surrender",998,"-10",-87,"-4",2.421,"-0.006",36,36,1091,173,2.732
"40",40,"=","STEVEN TYLER (It) Feels So Good",903,"+0",72,"+8",3.272,"-0.082",25,40,903,326,3.408
"41",41,"+1","AVRIL LAVIGNE Smile",851,"+29",173,"+18",2.259,"+0.065",18,41,851,226,2.259
"42",42,"+1","LIL WAYNE How To Love",807,"+37",287,"-17",3.061,"+0.125",11,42,807,337,3.061
"43",43,"-2","THE READY SET Young Forever",785,"-67",-217,"-45",1.855,"-0.139",36,35,1045,107,2.59
"44",44,"=","CEE LO GREEN Bright Lights Bigger City",670,"+10",98,"+1",2.499,"+0.106",17,44,670,125,2.499
"45",45,"=","IYAZ Pretty Girls",669,"+27",239,"-8",2.159,"+0.143",11,45,669,262,2.159
"46",46,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",659,"+43",223,"+34",4.193,"+0.162",11,46,659,223,4.193
"47",47,"=","DR. DRE I Need A Doctor f/Eminem",591,"-23",-331,"+18",3.889,"-0.250",36,20,3521,0,21.933
"48",48,"+1","BRITNEY SPEARS I Wanna Go",546,"+84",442,"+52",5.107,"+0.583",2,48,546,442,5.107
"49",49,"-1","TRAIN Save Me San Francisco",497,"-2",-3,"-3",2.099,"+0.012",18,45,509,92,2.155
"50",50,"--","BIG SEAN My Last f/Chris Brown",482,"--",82,"--",1.644,"--",11,46,482,82,1.644
