"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","R. CITY","Locked Away f/Adam Levine",17033,8,915,-380,102.69,-0.202,85,"6",1,17033,2155,102.892
"2",2,"=","THE WEEKND","The Hills",15669,295,2588,-94,94.413,1.308,62,"2/76",2,15669,2705,94.413
"3",3,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",14665,-361,-2204,-235,89.485,-2.517,103,"30/88",1,18426,4663,107.401
"4",4,"=","JUSTIN BIEBER","What Do You Mean?",13751,402,2536,86,92.47,2.562,36,"4",4,13751,5900,92.47
"5",5,"=","TAYLOR SWIFT","Wildest Dreams",13344,425,2440,57,79.392,2.852,37,"3",5,13344,3531,79.392
"6",6,"=","ED SHEERAN","Photograph",12302,-317,-1367,-328,70.449,-0.81,141,"31",4,13993,1365,85.189
"7",7,"=","DEMI LOVATO","Cool For The Summer",11966,-448,-2481,-330,66.125,-2.479,94,"50",2,14976,4704,81.953
"8",8,"=","THE WEEKND","Can't Feel My Face",11642,-172,-1319,1,75.7,-0.707,117,"10",1,18773,4549,114.623
"9",9,"=","MAJOR LAZER","Lean On f/MØ & DJ Snake",11152,-131,-1246,226,73.026,-0.783,146,"32",1,18151,2026,108.966
"10",10,"=","SHAWN MENDES","Stitches",10945,283,1589,78,67.546,1.641,134,"5",10,10945,1703,67.546
"11",11,"=","ONE DIRECTION","Drag Me Down",8767,60,353,-52,44.196,0.583,64,"15",11,8767,3358,44.196
"12",12,"+1","MACKLEMORE & RYAN LEWIS","Downtown",7982,101,555,22,40.07,0.404,37,"9/59",12,7982,3957,40.07
"13",13,"-1","FALL OUT BOY","Uma Thurman",7696,-293,-2035,-37,39.894,-1.447,166,"41",7,11238,1338,59.135
"14",14,"=","OMI","Cheerleader",6761,-154,-825,-129,42.62,-0.318,154,"35",1,18752,2755,109.867
"15",15,"=","HAILEE STEINFELD","Love Myself",6607,50,230,-4,31.741,0.102,53,"24",15,6607,2308,32.119
"16",16,"=","NICK JONAS","Levels",6450,100,645,-20,30.501,0.48,41,"17",16,6450,1791,30.501
"17",17,"=","X AMBASSADORS","Renegades",5659,173,1174,39,30.613,0.565,54,"18",17,5659,1342,30.613
"18",18,"=","ELLIE GOULDING","On My Mind",5261,241,2204,-117,30.701,1.14,16,"16",18,5261,3457,30.701
"19",19,"=","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",5120,186,759,46,31.012,1.119,69,"34",18,5120,1033,31.012
"20",20,"=","ELLE KING","Ex's and Oh's",4619,65,837,-32,24.296,0.444,50,"7",20,4619,1084,24.296
"21",21,"+1","TAYLOR SWIFT","Bad Blood",4164,-92,-663,-14,25.493,-0.32,138,"84",1,19566,6848,120.08
"22",22,"+2","ALESSIA CARA","Here",4122,150,764,75,18.539,0.655,76,"27",22,4122,764,18.539
"23",23,"-2","CHARLIE PUTH","Marvin Gaye f/Meghan Trainor",4078,-394,-1875,-227,19.342,-2.076,108,"14",15,6757,722,33.805
"24",24,"-1","MAJOR LAZER","Powerful f/Ellie Goulding",4038,45,720,-164,19.908,0.037,28,"87",23,4038,1101,19.908
"25",25,"=","SELENA GOMEZ","Same Old Love",3759,175,1430,-9,17.57,0.636,18,"21",25,3759,1534,17.57
"26",26,"=","DRAKE","Hotline Bling",3596,211,1576,-2,24.173,0.819,19,"1",26,3596,1578,24.173
"27",27,"=","ADAM LAMBERT","Ghost Town",3045,-190,-699,-193,18.366,-0.833,153,"125",20,4169,661,21.776
"28",28,"=","RACHEL PLATTEN","Fight Song",2850,-96,-883,4,13.198,-0.345,138,"23",8,10402,1603,52.805
