"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CARLY RAE JEPSEN","Call Me Maybe",14449,-47,-111,-45,110.507,-0.06,104,"1",1,14563,1711,111.23
2,"=","MAROON 5","Payphone f/Wiz Khali...",13955,149,896,-2,99.73,1.395,68,"3",2,13955,3415,99.73
3,"=","GOTYE","Somebody That I Used...",13153,-52,-276,-54,99.311,-0.183,114,"4",1,14242,2018,106.819
4,"=","ONE DIRECTION","What Makes You Beaut...",10487,-106,-866,11,71.666,-0.935,115,"11",3,11838,1579,80.433
5,"=","RIHANNA","Where Have You Been",9510,168,941,17,74.644,1.102,69,"10",5,9510,1884,74.644
6,"=","NICKI MINAJ","Starships",8864,-63,-980,143,70.322,0.327,130,"27/51",3,12071,1834,87.938
7,"=","FUN.","We Are Young f/Janel...",8551,-105,-808,54,60.197,-0.729,122,"12",1,14439,2738,110.772
8,"+1","ELLIE GOULDING","Lights",8125,224,888,120,57.054,2.11,134,"6",8,8125,914,57.054
9,"-1","USHER","Scream",7923,-8,229,-52,54.457,-0.017,58,"8",8,7931,2323,54.474
10,"=","FLO RIDA","Wild Ones f/Sia",7697,-87,-699,18,61.656,-0.883,140,"17",2,12595,1940,93.589
11,"=","KATY PERRY","Wide Awake",7551,90,764,-64,54.5,0.505,32,"2",11,7551,2824,54.5
12,"=","JUSTIN BIEBER","Boyfriend",7280,-87,-329,-80,44.661,-0.421,89,"14",9,7937,4726,51.515
13,"=","KARMIN","Broken Hearted",6817,-134,-470,-134,43.155,-0.532,125,"18",10,7320,936,47.276
14,"=","DAVID GUETTA","Titanium f/Sia",6252,28,271,-68,46.593,0.298,76,"5",14,6252,987,46.593
15,"=","PITBULL","Back In Time",6171,58,54,57,42.307,-0.264,86,"9",14,6171,925,42.571
16,"=","GYM CLASS HEROES","Fighter f/Ryan Tedde...",5698,23,320,-17,34.988,0.23,54,"19",16,5698,1441,34.988
17,"+1","CALVIN HARRIS","Let's Go f/Ne-Yo",4362,229,891,227,31.777,0.898,56,"46",17,4362,891,31.777
18,"-1","DEMI LOVATO","Give Your Heart A Br...",4212,46,292,35,32.235,0.187,115,"23",17,4212,665,32.235
19,"=","ONE DIRECTION","One Thing",4124,20,422,-78,23.838,0.368,48,"37",18,4124,975,23.838
20,"=","KATY PERRY","Part Of Me",3808,-36,-485,32,24.258,-0.477,131,"58",3,12039,3625,78.553
21,"=","HAVANA BROWN","We Run The Night f/P...",3608,91,400,65,27.987,0.99,132,"40",21,3608,444,27.987
22,"=","RITA ORA","How We Do (Party)",3002,-10,70,-69,16.149,-0.205,58,"49",22,3054,620,16.512
23,"+1","CHER LLOYD","Want U Back",2807,110,999,-34,16.726,0.564,42,"26",23,2807,1103,16.726
24,"-1","ADELE","Rumour Has It",2685,-64,-471,14,16.515,-0.622,111,"72",8,8497,1514,56.313
25,"+1","B.O.B","Both Of Us f/Taylor ...",2548,33,417,-75,14.537,0.255,41,"41",25,2548,577,14.537
26,"-1","CALVIN HARRIS","Feel So Close",2540,-88,-419,-10,21.035,-0.481,135,"35",7,8145,1329,55.352
27,"=","THE WANTED","Chasing The Sun",2139,35,388,-1,15.205,0.076,50,"60",27,2139,423,15.205
28,"=","NEON TREES","Everybody Talks",1842,26,172,10,10.377,0.372,75,"20",28,1842,240,10.377
29,"=","KIRKO BANGZ","Drank In My Cup",1700,-45,-147,-59,10.411,-0.155,81,"84",28,1855,312,10.841
30,"=","JASON MRAZ","I Won't Give Up",1567,21,163,-29,8.245,0.25,69,"16",30,1567,276,8.245
31,"=","GROUPLOVE","Tongue Tied",1478,25,88,16,9.343,0.385,60,"55",31,1478,284,9.343
32,"=","FLO RIDA","Whistle",1181,100,521,46,7.204,0.458,18,"30",32,1181,521,7.204
33,"=","OUTASIGHT","Now Or Never",1074,33,137,9,4.081,0.265,44,"--",33,1074,206,4.081
34,"+1","KELLY CLARKSON","Dark Side",1031,39,380,-5,6.278,0.338,14,"147",34,1031,406,6.278
35,"-1","DRAKE","The Motto f/Lil Wayn...",986,-27,-146,2,10.097,-0.681,125,"67",25,2047,321,19.147
36,"=","SAMMY ADAMS","Only One",941,1,120,-20,4.201,-0.001,35,"--",34,941,230,4.261
37,"=","ALEX CLARE","Too Close",746,22,107,15,2.312,0.142,25,"54",37,746,194,2.312
38,"+1","MATCHBOX TWENTY","She's So Mean",724,31,455,-47,3.028,0.052,6,"168",38,724,574,3.028
39,"-1","COLDPLAY","Paradise",670,-30,-190,-2,4.309,-0.275,94,"66",35,943,255,5.988
40,"=","LINKIN PARK","Burn It Down",622,2,79,-39,2.068,0.051,17,"50",39,622,217,2.068
41,"=","FUN.","Some Nights",619,40,214,29,3.154,0.123,13,"25",41,619,214,3.154
42,"+1","CHIDDY BANG","Mind Your Manners f/...",583,14,112,-1,1.614,0.033,31,"--",41,583,113,1.614
43,"-1","SEAN KINGSTON","Back 2 Life (Live It...",579,7,102,-25,3.877,-0.005,13,"--",41,579,305,3.882
44,"=","BREATHE CAROLINA","Hit And Run",555,6,103,-14,1.081,-0.001,11,"--",40,555,272,1.082
45,"=","STEFANO","I'm On A Roll f/New ...",457,9,75,1,1.288,0.085,20,"--",45,457,128,1.288
46,"+1","CHRIS BROWN","Don't Wake Me Up",446,17,116,-14,2.805,0.242,6,"141",46,446,163,2.805
