"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JOHN LEGEND","All Of Me",16880,41,795,-183,118.919,0.338,79,"2",1,16880,2520,118.919
"2",2,"=","JASON DERULO","Talk Dirty f/2 Chainz",16701,-121,532,-281,114.398,-0.566,110,"4/14",1,16827,2775,114.964
"3",3,"=","PHARRELL WILLIAMS","Happy",15821,-188,-1041,-141,108.31,-2.292,90,"1",1,17173,2414,120.293
"4",4,"=","KATY PERRY","Dark Horse",13437,-187,-720,-62,99.984,0.141,147,"9",1,17515,2780,123.167
"5",5,"=","DEMI LOVATO","Neon Lights",10591,110,786,60,60.159,0.87,141,"54",5,10591,1162,60.159
"6",6,"+1","JUSTIN TIMBERLAKE","Not A Bad Thing",10089,185,1017,-53,63.496,0.532,54,"10",6,10089,2024,63.496
"7",7,"-1","LORDE","Team",9914,-206,-1805,152,74.273,-1.857,146,"34",1,16451,1641,108.342
"8",8,"+1","AMERICAN AUTHORS","Best Day Of My Life",9781,193,522,197,57.342,0.826,130,"20",8,9781,1116,57.704
"9",9,"-1","BASTILLE","Pompeii",9523,-201,-1735,104,69.131,-0.815,161,"17",3,15079,1804,100.897
"10",10,"=","ALOE BLACC","The Man",8657,-196,-327,-193,39.651,-1.128,86,"13",8,9064,1722,43.362
"11",11,"=","AVICII","Hey Brother",8390,19,41,-38,50.417,0.545,134,"19",10,8395,816,50.417
"12",12,"=","MARTIN GARRIX","Animals",7303,13,-14,-12,42.204,0.355,138,"26",12,7330,993,43.39
"13",13,"=","NAUGHTY BOY","La La La f/Sam Smith",6935,77,389,-18,38.921,0.307,96,"21",13,6935,984,38.921
"14",14,"=","PARAMORE","Ain't It Fun",6670,115,624,60,40.41,1.023,69,"16",14,6670,978,40.41
"15",15,"=","RIXTON","Me And My Broken Heart",6016,78,528,-57,33.898,0.559,47,"30",15,6016,1397,33.898
"16",16,"=","TIESTO","Red Lights",4801,77,553,-40,29.321,0.255,56,"75",16,4801,850,29.321
"17",17,"=","PITBULL","Wild Wild Love f/GRL",4749,86,644,-68,31.635,0.219,47,"24",17,4749,1068,31.635
"18",18,"+1","AUSTIN MAHONE","Mmm Yeah f/Pitbull",4502,44,385,28,19.815,0.032,73,"206",18,4502,764,19.815
"19",19,"+2","DJ SNAKE & LIL JON","Turn Down For What",4333,156,623,72,28.048,1.467,89,"5",19,4333,657,28.048
"20",20,"=","MKTO","Classic",4322,64,301,28,21.03,0.542,138,"25",19,4322,570,21.03
"21",21,"-3","THE CHAINSMOKERS","#Selfie",4188,-404,-1604,-236,16.381,-1.786,60,"27",13,6173,1709,33.093
"22",22,"=","ED SHEERAN","Sing",3710,398,2441,22,27.914,2.271,10,"7",22,3710,2451,27.914
"23",23,"=","5 SECONDS OF SUMMER","She Looks So Perfect",3028,123,715,36,14.853,0.963,25,"44",23,3028,1186,14.853
"24",24,"+1","NEON TREES","Sleeping With A Friend",2628,11,392,-60,12.596,-0.045,72,"43",24,2628,507,12.641
"25",25,"+2","CALVIN HARRIS","Summer",2624,82,511,16,21.716,0.771,28,"28",25,2624,763,21.716
"26",26,"=","EMINEM","Headlights",2563,-34,-156,-22,11.393,-0.211,62,"77",23,2731,453,13.933
"27",27,"-3","KID INK","Show Me f/Chris Brown",2485,-144,-783,-31,15.888,-0.282,103,"59",19,3945,644,21.33
"28",28,"+2","NICO & VINZ","Am I Wrong",2386,126,760,31,11.391,0.314,17,"63",28,2386,1022,11.391
"29",29,"=","DISCLOSURE","Latch f/Sam Smith",2364,65,148,59,11.193,0.279,75,"29",27,2364,344,11.193
"30",30,"-2","B.O.B","John Doe f/Priscilla",2341,-72,-106,-112,10.416,-0.257,59,"45",25,2490,644,12.96
"31",31,"=","IGGY AZALEA","Fancy f/Charlie XCX",2285,107,605,65,15.277,0.613,28,"11",31,2285,666,15.277
"32",32,"=","CASH CASH","Take Me Home f/Bebe Rexha",1864,-188,-1443,51,10.111,-0.594,152,"133",13,6726,1074,37.25
"33",33,"=","A GREAT BIG WORLD","Say Something w/C. Aguilera",1732,-30,-292,23,10.616,-0.38,147,"46",7,10605,1506,64.936
"34",34,"=","LADY GAGA","G.U.Y.",1681,39,566,-101,7.227,0.15,19,"--",34,1681,816,7.227
"35",35,"=","BEYONCE","Drunk In Love f/Jay Z",1370,-87,-1311,250,11.39,-0.747,89,"52",12,7095,1663,41.601
"36",36,"+1","KATY TIZ","The Big Bang",1342,-5,52,33,9.45,0.111,23,"212",35,1347,878,9.45
"37",37,"+1","HOT CHELLE RAE","Don't Say Goodnight",1339,4,111,-7,5.928,0.074,42,"--",35,1339,225,5.928
"38",38,"-2","ZEDD","Find You f/M. Koma & M. Bryant",1318,-81,-252,-82,6.311,-0.489,54,"155",33,1570,262,7.838
