"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","GOTYE Somebody That I Used To Know",13993,"-70",-96,"-182",103.928,"-0.544",88,"2",1,14242,2018,106.394
"2",2,"=","FUN. We Are Young f/Janelle Monae",12508,"-147",-732,"-16",93.203,"-1.173",96,"7",1,14439,2738,110.772
"3",3,"=","NICKI MINAJ Starships",11873,"-70",-66,"-146",86.684,"-0.229",104,"12/30",3,12071,1834,87.938
"4",4,"=","FLO RIDA Wild Ones f/Sia",11485,"-255",-1051,"-352",86.885,"-1.418",114,"9",2,12595,1940,93.589
"5",5,"=","ONE DIRECTION What Makes You Beautiful",11229,"-8",86,"-53",75.5,"+0.046",89,"11",5,11365,1579,75.898
"6",6,"=","CARLY RAE JEPSEN Call Me Maybe",10873,"+79",1309,"-162",82.291,"+0.857",78,"1",6,10873,1595,82.291
"7",7,"=","MAROON 5 Payphone f/Wiz Khalifa",9487,"+122",1036,"+53",68.923,"+0.995",42,"4",7,9487,3415,68.923
"8",8,"=","WANTED Glad You Came",9146,"-137",-978,"-31",71.128,"-1.184",141,"17",1,13712,1363,101.962
"9",9,"+1","USHER Scream",6746,"+62",848,"-21",45.745,"+0.384",32,"10",9,6746,2323,45.745
"10",10,"-1","JUSTIN BIEBER Boyfriend",6698,"-64",69,"-55",43.254,"-0.011",63,"8",9,7937,4726,51.492
"11",11,"=","KARMIN Broken Hearted",6435,"-70",83,"-146",42.1,"+0.191",99,"14",10,6586,936,42.1
"12",12,"=","RIHANNA Where Have You Been",6344,"-25",751,"-210",47.826,"+0.154",43,"6",12,6369,1884,47.826
"13",13,"+1","TRAIN Drive By",6032,"-20",-91,"-44",35.404,"+0.176",134,"13",13,6123,601,35.404
"14",14,"-1","KATY PERRY Part Of Me",5981,"-118",-780,"+209",47.581,"-0.697",105,"33",3,12039,3625,78.553
"15",15,"+1","KELLY CLARKSON Stronger (What Doesn't Ki...",5854,"-59",-424,"+2",38.912,"-0.730",141,"25",1,13549,2321,99.332
"16",16,"-1","ADELE Rumour Has It",5745,"-196",-1483,"-52",34.413,"-0.972",85,"35",8,8497,1514,56.313
"17",17,"+1","ELLIE GOULDING Lights",5215,"+67",712,"-12",33.865,"+0.380",108,"18",17,5215,786,33.865
"18",18,"-1","PITBULL Back In Time",5178,"+21",284,"-11",31.571,"+0.095",60,"5",17,5190,925,31.571
"19",19,"=","CALVIN HARRIS Feel So Close",4658,"-163",-891,"-112",33.198,"-1.476",109,"29",7,8145,1329,55.352
"20",20,"=","DAVID GUETTA Titanium f/Sia",3997,"+110",736,"+54",29.014,"+0.771",50,"16",20,3997,736,29.014
"21",21,"+1","GYM CLASS HEROES Fighter f/Ryan Tedder",3712,"+234",1309,"+61",21.37,"+1.404",28,"43",21,3712,1441,21.37
"22",22,"-1","DRAKE Take Care f/Rihanna",3516,"-15",-479,"+74",28.783,"-0.279",142,"68",8,7620,1220,60.618
"23",23,"=","DEMI LOVATO Give Your Heart A Break",3426,"-3",82,"-55",23.086,"+0.392",89,"31",21,3429,665,23.086
"24",24,"=","HAVANA BROWN We Run The Night f/Pitbull",2636,"+8",206,"-44",21.092,"+0.221",106,"37",24,2636,278,21.092
"25",25,"=","RITA ORA How We Do (Party)",2201,"+65",350,"+1",12.647,"+0.878",32,"133",25,2201,620,12.647
"26",26,"=","CHRIS RENE Young Homie",1872,"-18",-27,"-35",8.683,"-0.030",78,"125",25,1933,226,8.787
"27",27,"+1","CALVIN HARRIS Let's Go f/Ne-Yo",1725,"+104",451,"+30",14.985,"+0.388",30,"92",27,1725,475,14.985
"28",28,"-1","JENNIFER LOPEZ Dance Again f/Pitbull",1632,"-184",-1471,"+46",8.393,"-1.413",59,"24",17,4851,2243,30.831
"29",29,"+2","KATY PERRY Wide Awake",1602,"+259",1494,"+250",12.441,"+1.849",6,"20",29,1602,1494,12.441
"30",30,"-1","KIRKO BANGZ Drank In My Cup",1548,"+98",291,"+57",8.062,"+1.003",55,"62",29,1548,312,8.062
"31",31,"-1","ONE DIRECTION One Thing",1460,"+75",380,"-1",8.517,"+0.300",22,"57",30,1460,552,8.517
"32",32,"=","DRAKE The Motto f/Lil Wayne",1310,"-16",-88,"+10",13.061,"-0.093",99,"36",25,2047,321,19.147
