"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",16394,-33,168,-82,112.071,0.193,90,"5",1,16503,2448,112.071
"2",2,"=","JUSTIN TIMBERLAKE","Mirrors",15773,-64,-269,-63,108.754,-0.742,82,"11",1,16201,3114,111.865
"3",3,"=","ICONA POP","I Love It f/Charl...",14294,-32,386,-176,92.545,-0.624,124,"22",3,14326,1359,93.264
"4",4,"=","SELENA GOMEZ","Come & Get It",12051,192,1237,33,77.048,1.453,64,"7",4,12051,2034,77.048
"5",5,"=","PINK","Just Give Me A Re...",11190,-259,-1272,-35,77.059,-1.329,112,"9",1,15624,1949,106.133
"6",6,"=","DEMI LOVATO","Heart Attack",9601,-510,-2253,-316,57.229,-2.724,104,"38",4,12179,2482,74.905
"7",7,"=","FLORIDA-GEORGIA L...","Cruise",9081,49,547,-69,46.346,0.183,78,"8/26",7,9081,1411,46.48
"8",8,"=","DAFT PUNK","Get Lucky",8969,140,1354,-119,60.305,1.472,51,"2",8,8969,1817,60.305
"9",9,"=","FALL OUT BOY","My Songs Know Wha...",8692,95,453,27,50.494,0.462,122,"10",8,8692,1015,50.494
"10",10,"=","RIHANNA","Stay f/Mikky Ekko",8005,-131,-1169,91,52.361,-1.262,136,"37",1,15599,1920,102.136
"11",11,"=","JASON DERULO","The Other Side",7787,125,436,111,44.721,0.653,54,"33",11,7787,2399,44.721
"12",12,"=","ARIANA GRANDE","The Way f/Mac Mil...",7617,62,442,60,39.513,0.211,73,"20",12,7617,1373,39.513
"13",13,"=","BRUNO MARS","Treasure",7288,132,1453,-67,46.82,0.769,32,"25",13,7288,2114,46.82
"14",14,"=","IMAGINE DRAGONS","Radioactive",6981,259,1518,149,41.124,1.44,60,"3",14,6981,1518,41.124
"15",15,"=","ROBIN THICKE","Blurred Lines f/P...",6592,297,2033,-114,48.875,2.599,34,"1",15,6592,2498,48.875
"16",16,"=","MARIAH CAREY","#Beautiful f/Migu...",6359,73,251,78,34.926,0.24,37,"23",14,6359,3429,35
"17",17,"=","ZEDD","Clarity f/Foxes",6306,171,1155,89,47.936,0.965,87,"17",17,6306,1155,47.936
"18",18,"+1","EMELI SANDE","Next To Me",4952,-90,-251,-79,22.926,-0.688,116,"45",17,5214,560,24.65
"19",19,"-1","WILL.I.AM F/JUSTI...","#thatpower",4812,-413,-2320,-300,21.909,-1.843,80,"43",9,7421,1416,38.399
"20",20,"=","AVRIL LAVIGNE","Here's To Never G...",4664,-75,-70,-71,20.383,-0.47,62,"15",18,4774,1758,21.911
"21",21,"+1","MAROON 5","Love Somebody",4349,153,1056,43,25.382,0.731,28,"30",21,4349,1161,25.382
"22",22,"-1","CALVIN HARRIS F/E...","I Need Your Love",4294,28,446,-47,29.734,-0.032,68,"40",21,4294,579,29.766
"23",23,"=","ED SHEERAN","Lego House",3857,0,176,-28,20.906,0.038,94,"49",23,3857,788,20.906
"24",24,"=","ANNA KENDRICK","Cups (Pitch Perfe...",3493,73,322,67,24.25,0.781,76,"31",24,3493,599,24.25
"25",25,"=","JENNIFER LOPEZ F/...","Live It Up",2614,-42,9,-86,13.459,-0.211,35,"89",25,2662,1818,17.613
"26",26,"=","KE$HA","Crazy Kids",2512,10,214,-23,11.942,0.082,41,"87",26,2512,529,11.942
"27",27,"=","CHRIS BROWN","Fine China",2338,-24,-132,-29,7.938,-0.331,54,"94",27,2489,533,10.241
"28",28,"=","KREWELLA","Alive",2141,-98,-967,101,20.491,-0.368,125,"126",9,7991,1026,53.493
"29",29,"=","NIKKI WILLIAMS","Glowing",2031,13,124,-20,12.157,-0.044,66,"195",29,2031,309,12.316
"30",30,"=","CAPITAL CITIES","Safe And Sound",1900,62,419,13,13.096,0.336,52,"57",30,1900,419,13.096
"31",31,"=","KELLY CLARKSON","People Like Us",1824,6,32,-40,8.249,0.074,46,"82",30,1824,571,8.249
"32",32,"=","EMBLEM3","Chloe (You're The...",1259,22,189,10,4.211,0.043,45,"184",32,1259,221,4.262
"33",33,"+1","MACKLEMORE & RYAN...","Same Love f/Mary ...",1244,87,475,58,10.944,0.802,19,"35",33,1244,475,10.944
"34",34,"+1","RIHANNA","Right Now f/David...",1243,89,552,55,9.33,0.99,17,"333",34,1243,552,9.33
"35",35,"-2","LABRINTH","Beneath Your Beau...",1213,-16,176,-53,8.052,-0.234,26,"101",33,1229,362,8.286
"36",36,"=","SEAN KINGSTON","Beat It f/Chris B...",1178,48,303,29,3.531,0.103,30,"102",35,1178,303,3.531
"37",37,"+2","J. COLE","Power Trip f/Migu...",1004,24,184,3,2.626,0.053,24,"56",37,1004,205,2.626
"38",38,"+2","MILEY CYRUS","We Can't Stop",992,61,704,-50,7.412,0.204,7,"14",38,992,972,8.977
"39",39,"-2","TAYLOR SWIFT","22",980,-79,-887,115,6.597,-0.341,101,"34",10,7057,2327,34.286
"40",40,"-2","DROP CITY YACHT C...","Crickets f/Jeremi...",954,-66,-187,-42,2.605,-0.273,63,"230",36,1211,202,3.75
"41",41,"=","PARAMORE","Still Into You",849,15,80,3,3.106,0.073,34,"226",41,849,186,3.106
"42",42,"=","PHILLIP PHILLIPS","Gone, Gone, Gone",774,20,160,-19,4.563,0.08,15,"46",42,774,229,4.563
"43",43,"+1","A GREAT BIG WORLD","This Is The New Y...",690,6,63,-3,2.515,0.014,24,"--",43,690,104,2.555
"44",44,"-1","JAKE MILLER","A Million Lives",688,3,58,-21,1.473,-0.022,35,"--",43,688,120,1.495
"45",45,"=","AUSTIN MAHONE","What About Love",655,125,655,125,6.678,0.905,3,"27",45,655,655,6.678
"46",46,"+1","DAVID GUETTA","Play Hard f/Ne-Yo...",529,33,170,20,3.442,0.289,4,"117",46,529,170,3.442
"47",47,"-1","AWOLNATION","Sail",525,16,63,12,1.595,0.11,20,"50",45,525,94,1.595
"48",48,"=","MAJOR LAZER","Bubble Butt f/Bru...",464,43,219,31,2.239,0.152,3,"204",48,464,219,2.239
"49",49,"=","KATY TIZ","Red Cup",412,-3,-2,-14,1.54,-0.099,9,"--",48,424,106,1.926
"50",50,"=","CLASSIFIED","Inner Ninja",399,-2,0,0,0.94,-0.004,6,"327",49,403,21,0.957
