"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","MARK RONSON","Uptown Funk f/Bruno Mars",16232,"+142",1803,"-320",109.67,"+0.474",75,"1",1,16232,3126,109.67
2,"+1","TAYLOR SWIFT","Blank Space",15341,"-31",-938,"+293",106.704,"+0.204",88,"4",1,18014,3248,118.647
3,"-1","NICK JONAS","Jealous",15319,"-305",-639,"-349",94.671,"-1.567",135,"20",1,16139,1846,98.442
4,"=","SAM SMITH","I'm Not The Only One",14444,"-112",-187,"-150",88.064,"-0.476",121,"15",4,14636,2111,89.299
5,"+1","HOZIER","Take Me To Church",13755,"+75",741,"-136",86.076,"+0.047",103,"5",5,13755,2004,86.217
6,"-1","ARIANA GRANDE & THE WEEKND","Love Me Harder",13553,"-341",-1754,"-153",75.297,"-1.572",109,"32",3,15619,1751,93.102
7,"=","ED SHEERAN","Thinking Out Loud",11061,"+199",1774,"-216",74.512,"+0.617",48,"2",7,11061,3319,74.512
8,"=","MEGHAN TRAINOR","Lips Are Movin",11002,"+327",1262,"+240",66.454,"+1.583",96,"7",8,11002,1423,66.454
9,"=","SELENA GOMEZ","The Heart Wants What It Wants",10372,"-37",-151,"-82",66.737,"-0.191",79,"23",7,10523,2058,67.628
10,"=","JAMES NEWTON HOWARD","The Hanging Tree f/J. Lawrence",7653,"-65",-124,"-115",39.241,"-0.837",47,"44",10,7777,2403,48.466
11,"+1","ALESSO","Heroes",6933,"-21",-51,"-61",39.068,"-0.662",138,"33",11,7022,896,44.035
12,"-1","MAROON 5","Animals",6928,"-194",-1751,"+257",43.517,"-1.469",123,"28",1,17381,3186,114.705
13,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",6494,"+150",970,"+19",42.532,"+1.141",83,"39",13,6494,1413,42.532
14,"+1","FALL OUT BOY","Centuries",6277,"+99",546,"+26",32.766,"+0.527",129,"6",14,6277,756,32.766
15,"-1","ELLA HENDERSON","Ghost",6238,"+52",373,"-18",28.389,"+0.295",135,"11",13,6238,1207,28.389
16,"=","PITBULL","Time Of Our Lives f/Ne-Yo",6080,"+99",866,"-17",35.5,"+1.031",57,"17",16,6080,1390,35.5
17,"=","PRINCE ROYCE","Stuck On A Feeling f/Snoop...",5669,"+73",526,"-36",31.156,"+0.114",51,"40",17,5669,1306,31.156
18,"=","CALVIN HARRIS","Blame f/John Newman",5079,"-131",-1519,"+235",40.986,"-1.502",138,"93",3,13993,1988,88.09
19,"=","ONEREPUBLIC","I Lived",5000,"+35",185,"+5",23.029,"+0.212",71,"21",19,5000,1083,23.029
20,"=","FIFTH HARMONY","Sledgehammer",4666,"+44",48,"+25",20.68,"+0.605",70,"30",19,4666,800,20.68
21,"=","ONE DIRECTION","Night Changes",4369,"+12",177,"-37",19.816,"+0.012",70,"31",19,4369,1221,19.816
22,"=","TAYLOR SWIFT","Style",4274,"+261",1889,"+10",29.476,"+1.098",19,"14",22,4274,1993,29.476
