"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",15635,14,-89,-11,93.268,-0.19,96,7,1,15699,4716,94.236
"2",2,"+1","TOVE LO","Habits (Stay High)",15228,351,2594,134,98.963,1.832,132,10,2,15228,2594,98.963
"3",3,"-1","TAYLOR SWIFT","Shake It Off",15064,-296,-1937,-169,96.821,-1.115,76,1,1,17531,9016,110.142
"4",4,"=","IGGY AZALEA","Black Widow f/Rita Ora",13980,-341,-2415,-70,90.25,-3.341,126,27,1,17547,2437,115.226
"5",5,"=","MEGHAN TRAINOR","All About That Bass",13037,-403,-2143,-283,93.258,-1.424,117,2,1,17875,3030,116.17
"6",6,"=","JEREMIH","Don't Tell 'Em f/YG",12573,-16,14,-22,70.998,-0.505,105,20,5,12620,1458,74.757
"7",7,"+1","MAROON 5","Animals",11576,438,2710,231,79.51,3.404,40,4,7,11576,2710,79.51
"8",8,"-1","ED SHEERAN","Don't",11256,96,731,38,69.557,0.502,112,22,7,11256,1458,69.557
"9",9,"=","CALVIN HARRIS","Blame f/John Newman",9408,113,797,51,59.702,0.812,55,15,8,9408,1988,59.702
"10",10,"=","MR PROBZ","Waves",7971,106,1008,-39,55.561,0.47,112,23,10,7971,1047,55.561
"11",11,"=","NICK JONAS","Jealous",7849,117,727,35,42.058,0.993,52,24,11,7849,1846,42.058
"12",12,"=","JASON DERULO","Trumpets",7587,75,550,-32,40.025,0.395,69,9,12,7587,1238,40.025
"13",13,"=","ECHOSMITH","Cool Kids",7216,-249,-1064,-249,38.569,-1.16,147,16,8,8425,978,46.431
"14",14,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",5705,-69,-182,-70,52.955,-0.604,157,26,6,11598,1590,74.965
"15",15,"=","CHARLI XCX","Boom Clap",5644,-6,-406,62,37.971,0.254,141,62,1,16743,2210,108.049
"16",16,"=","SAM SMITH","I'm Not The Only One",5642,-2,665,-161,28.347,0.449,38,11,16,5644,1424,28.347
"17",17,"=","ARIANA GRANDE","Break Free f/Zedd",5378,-180,-1304,30,42.327,-1.502,120,44,4,14321,2327,87.942
"18",18,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",5365,173,1440,-13,33.707,1.087,26,31,18,5365,1751,33.707
"19",19,"+1","ONE DIRECTION","Steal My Girl",5001,67,480,32,18.829,0.122,34,17,19,5001,2502,18.829
"20",20,"-1","PITBULL","Fireball f/John Ryan",4869,-271,-621,-275,22.058,-1.172,91,12,17,5516,739,26.223
"21",21,"=","FERGIE","L.A.LOVE (la la)",3808,16,477,-109,16.677,0.263,30,50,21,3808,1105,16.677
"22",22,"=","NICO & VINZ","In Your Arms",3621,84,160,47,16.069,0.136,39,78,22,3621,1121,16.487
"23",23,"+1","ALESSO","Heroes",3303,-24,216,6,17.912,-0.367,55,59,23,3327,589,18.279
"24",24,"-1","5 SECONDS OF SUMMER","Amnesia",3281,-203,-1883,-12,13.86,-1.355,109,57,14,5943,912,27.287
