"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","FLO RIDA","My House",17993,"-7",131,"-196",98.953,"-3.618",152,"3",1,18123,2285,104.909
"2",2,"=","TWENTY ONE PILOTS","Stressed Out",16762,"-50",-1288,"+167",108.913,"-3.990",125,"9",1,19140,2702,124.646
"3",3,"=","JUSTIN BIEBER","Love Yourself",15901,"-47",-1264,"+82",109.022,"-3.663",106,"10",1,19000,4103,124.28
"4",4,"=","SELENA GOMEZ","Hands To Myself",15133,"+268",1072,"+127",88.846,"-0.632",76,"25",4,15133,1952,89.574
"5",5,"=","G-EAZY","Me Myself And I f/Bebe Rexha",13767,"+251",1004,"+28",81.308,"-0.247",72,"16/95",5,13767,1836,81.555
"6",6,"=","DNCE","Cake By The Ocean",12712,"+67",284,"+18",79.939,"-0.444",171,"14",6,12712,1111,80.383
"7",7,"=","THE CHAINSMOKERS","Roses f/Rozes",11453,"-342",-2430,"-91",61.649,"-3.477",174,"26",3,14687,2023,83.872
"8",8,"=","ZAYN","Pillowtalk",11224,"+288",970,"+167",72.072,"-0.877",50,"13/79",8,11224,2441,72.949
"9",9,"=","RIHANNA","Work f/Drake",10900,"+117",824,"-55",64.309,"-1.473",52,"5/52",9,10900,3999,65.782
"10",10,"=","MIKE POSNER","I Took A Pill In Ibiza",10416,"+264",1080,"+207",61.055,"+0.059",64,"6",10,10416,1578,61.055
"11",11,"=","CHARLIE PUTH","One Call Away",9440,"+45",13,"+42",49.518,"-0.936",131,"11",10,9491,931,51.298
"12",12,"=","JUSTIN BIEBER","Sorry",8925,"-9",-1569,"+344",68.138,"-1.400",149,"35",1,19494,3902,127.324
"13",13,"=","MEGHAN TRAINOR","NO",7733,"+426",2728,"+919",47.276,"+0.695",15,"2",13,7733,5498,47.276
"14",14,"+1","ZARA LARSSON & MNEK","Never Forget You",7112,"+215",890,"+132",39.535,"+0.169",45,"12",14,7112,1534,39.535
"15",15,"+1","LUKAS GRAHAM","7 Years",7101,"+211",1111,"+77",39.14,"+1.371",62,"1",15,7101,1392,39.14
"16",16,"-2","ROBIN SCHULZ","Sugar f/Francesco Yates",6819,"-217",-972,"-189",37.717,"-1.717",113,"56",13,7836,1193,44.484
"17",17,"+1","FIFTH HARMONY","Work From Home",6357,"+225",1228,"+82",33.187,"-0.055",22,"8",17,6357,4059,33.242
"18",18,"+1","DJ SNAKE","Middle f/Bipolar Sunshine",6249,"+119",704,"+12",32.813,"+0.016",62,"17",17,6249,1239,32.813
"19",19,"-2","ELLIE GOULDING","Something In The Way You Move",5903,"-477",-1750,"-415",25.741,"-2.603",71,"107",14,7731,1673,38.605
"20",20,"=","THE WEEKND","In The Night",5621,"-23",-897,"+171",33.425,"-0.908",128,"141",3,15760,3011,89.68
"21",21,"=","TAYLOR SWIFT","New Romantics",5283,"+163",643,"+149",25.181,"+0.235",24,"22",20,5283,2558,25.181
"22",22,"=","JUSTIN BIEBER","Company",4512,"+240",1157,"+59",20.67,"+0.435",20,"128",22,4512,2006,20.67
"23",23,"+1","TROYE SIVAN","Youth",4213,"+90",448,"+42",16.269,"+0.634",76,"20",22,4213,660,16.269
"24",24,"+1","ALESSIA CARA","Wild Things",3816,"+82",311,"+89",15.465,"-0.039",48,"53",24,3816,814,15.504
"25",25,"-2","ARIANA GRANDE","Dangerous Woman",3506,"-737",2031,"-2183",22.365,"-11.099",8,"7",23,4243,4214,33.464
"26",26,"=","SHAWN HOOK","Sound Of Your Heart",3000,"+39",232,"+1",10.456,"+0.081",69,"226",26,3000,576,10.456
