"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","FLO RIDA Good Feeling",13149,"+13",280,"+34",82.462,"-0.103",135,"7",1,13149,1657,85.747
"2",2,"=","ADELE Set Fire To The Rain",12612,"+104",970,"-94",79.205,"+0.779",74,"3",2,12612,2301,79.205
"3",3,"=","KATY PERRY The One That Got Away",11167,"-322",-1936,"-278",63.47,"-2.233",123,"42",1,13402,1631,80.623
"4",4,"=","BRUNO MARS It Will Rain",10906,"-190",-1366,"+46",60.879,"-2.196",127,"25",1,13635,2024,86.477
"5",5,"=","RIHANNA We Found Love f/Calvin Harris",10720,"-121",-1661,"+69",74.712,"-0.613",135,"17",1,14238,2184,95.593
"6",6,"=","JESSIE J Domino",10122,"+86",773,"-85",60.975,"+0.778",144,"11",6,10122,1524,60.975
"7",7,"+1","DAVID GUETTA Turn Me On f/Nicki Minaj",8618,"+222",1575,"+2",52.73,"+0.775",58,"5",7,8618,1674,52.73
"8",8,"-1","SELENA GOMEZ & THE SCENE Love You Like A...",8521,"-153",-634,"-191",44.299,"-0.410",168,"35",6,9154,1208,48.131
"9",9,"=","LMFAO Sexy And I Know It",6905,"-85",-669,"+32",41.6,"-1.141",164,"4",2,12000,1530,74.768
"10",10,"=","GAVIN DEGRAW Not Over You",6578,"+79",292,"+11",35.447,"+0.575",166,"20",10,6578,547,35.447
"11",11,"=","PITBULL F/CHRIS BROWN International Love",6560,"+110",890,"-21",40.896,"+1.096",96,"15",11,6560,1058,40.896
"12",12,"=","GYM CLASS HEROES Ass Back Home",6491,"+111",563,"+33",40.46,"+0.035",75,"6",11,6491,1379,40.46
"13",13,"=","DAVID GUETTA Without You f/Usher",5942,"-208",-992,"-125",40.853,"-0.821",164,"47",1,13428,1586,84.476
"14",14,"+1","KELLY CLARKSON Stronger (What Doesn't Ki...",5798,"+279",1831,"+149",38.46,"+2.181",30,"1",14,5798,1831,38.46
"15",15,"-1","J. COLE Workout",5502,"-89",-302,"-108",30.2,"-0.845",106,"34",12,5803,659,35.209
"16",16,"=","HOT CHELLE RAE I Like It Like That f/New...",5179,"-16",9,"-87",23.99,"-0.197",130,"27",15,5237,639,24.246
"17",17,"=","JAY Z & KANYE WEST N***** In Paris",5155,"+20",59,"+40",36.092,"+0.129",93,"19",15,5155,785,36.602
"18",18,"=","BREATHE CAROLINA Blackout",4623,"+23",142,"+39",23.12,"+0.186",166,"36",18,4623,498,24.36
"19",19,"=","WANTED Glad You Came",4553,"+136",1230,"-22",26.452,"+0.865",30,"18",19,4553,1330,26.452
"20",20,"=","OUTASIGHT Tonight Is The Night",3968,"-26",131,"-57",19.435,"-0.138",98,"37",20,3994,506,19.731
"21",21,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3839,"+95",509,"+11",26.773,"+0.787",75,"9",21,3839,643,26.773
"22",22,"+1","MADONNA Give Me All Your Luvin'",3498,"+292",3498,"+292",33.548,"+2.193",3,"--",22,3498,3498,33.548
"23",23,"-1","FRAY Heartbeat",3269,"+1",4,"-23",13.736,"-0.148",103,"52",22,3331,677,14.271
"24",24,"=","RIHANNA You Da One",2942,"-242",-1325,"-138",18.003,"-0.842",88,"46",17,4573,3394,36.963
"25",25,"+1","DRAKE Take Care f/Rihanna",2576,"+118",1066,"+24",23.042,"+0.875",31,"21",25,2576,1066,23.042
"26",26,"-1","LMFAO Sorry For Party Rocking",2525,"+40",774,"-99",11.642,"+0.198",28,"65",25,2525,873,11.642
"27",27,"=","BIG TIME RUSH Music Sounds Better With U",2083,"+8",95,"+41",7.49,"-0.074",72,"605",26,2083,409,7.699
"28",28,"=","BIG SEAN Dance (A$$)",2032,"+16",124,"-11",14.178,"-0.280",65,"33",27,2032,366,15.151
"29",29,"=","JOJO Disaster",1713,"+30",141,"-6",6.143,"+0.094",86,"327",29,1713,318,6.143
"30",30,"+2","TRAIN Drive By",1512,"+65",500,"+28",6.049,"+0.373",23,"41",30,1512,500,6.049
"31",31,"-1","DRAKE Headlines",1468,"-32",-828,"+118",10.331,"-0.418",114,"71",16,4778,754,30.781
"32",32,"-1","WILL.I.AM T.H.E (The Hardest Ever)",1395,"-54",-135,"-50",4.448,"-0.182",61,"107",30,1534,355,5.769
"33",33,"=","WE THE KINGS Say You Like Me",1388,"+18",93,"+16",4.112,"+0.046",141,"321",32,1388,320,4.112
"34",34,"=","COLDPLAY Princess Of China",1332,"+31",255,"-22",5.761,"+0.098",73,"85",34,1332,277,5.761
"35",35,"=","COBRA STARSHIP Middle Finger f/Mac Mille...",1125,"-9",116,"-36",4.769,"-0.014",45,"205",35,1134,195,4.783
"36",36,"=","COLBIE CAILLAT Brighter Than The Sun",1091,"+20",32,"+16",3.822,"+0.057",93,"55",34,1091,157,3.822
"37",37,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1045,"+7",146,"-15",3.518,"-0.006",26,"115",37,1045,295,3.57
"38",38,"=","AVICII Levels (ID)",997,"+8",177,"-38",7.832,"+0.480",33,"--",38,997,260,7.832
"39",39,"+1","CHRISTINA PERRI A Thousand Years",929,"+9",161,"-26",4.221,"+0.058",33,"22",39,929,187,4.221
"40",40,"-1","T-PAIN 5 O'clock f/Wiz Khalifa",881,"-59",-513,"+48",5.081,"-0.182",122,"89",10,6640,1264,34.118
"41",41,"=","DEV & ENRIQUE IGLESIAS Naked",823,"+14",128,"-11",3.027,"-0.003",17,"693",41,823,318,3.116
"42",42,"+1","CHRIS BROWN Turn Up The Music",692,"+74",498,"+40",5.271,"+0.511",6,"--",42,692,498,5.271
"43",43,"-1","TYGA Rack City",651,"+31",191,"-9",5.804,"+0.316",11,"8",42,651,287,5.804
"44",44,"+2","JASON DERULO Breathing",485,"+45",305,"+31",1.67,"+0.185",3,"546",44,485,305,1.67
"45",45,"-1","FLO RIDA Wild Ones f/Sia",480,"+21",223,"+2",7.238,"+0.180",3,"57",44,480,223,7.238
"46",46,"-1","DAUGHTRY Crawling Back To You",449,"+5",38,"+10",1.553,"+0.017",102,"635",44,591,134,2
"47",47,"=","CHILDISH GAMBINO Heartbeat",427,"-2",4,"-12",1.696,"-0.046",16,"264",44,443,88,2.366
"48",48,"=","CHIDDY BANG Ray Charles",407,"+23",149,"+1",1.197,"+0.107",2,"846",48,407,149,1.197
"49",49,"=","ELLIE GOULDING Lights",397,"+13",110,"-15",1.146,"+0.057",8,"106",48,397,193,1.146
"50",50,"--","CADY GROVES This Little Girl",361,"--",33,"--",0.754,"--",10,"999",47,361,89,0.754
