"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","PINK","Blow Me (One Last Ki...",12406,"+31",299,"-109",84.929,"+0.624",84,"12",1,12406,2737,84.929
"2",2,"=","MAROON 5","One More Night",11945,"+173",1344,"-75",78.652,"+0.371",70,"4",2,11945,1593,78.652
"3",3,"=","FLO RIDA","Whistle",11052,"-163",-1049,"-180",66.27,"-1.317",113,"9",1,12179,1412,76.089
"4",4,"=","NEON TREES","Everybody Talks",10688,"-53",-165,"-79",64.505,"-0.663",170,"16",3,10891,1632,66.269
"5",5,"=","JUSTIN BIEBER","As Long As You Love ...",10289,"+141",842,"-26",73.282,"+0.570",83,"11",5,10289,1300,73.282
"6",6,"=","OWL CITY & CARLY RAE...","Good Time",10013,"+81",399,"-47",69.602,"+0.435",92,"13",6,10013,1961,69.602
"7",7,"+1","TAYLOR SWIFT","We Are Never Ever Ge...",8746,"+15",519,"-87",60.822,"+0.514",43,"5",7,8746,4592,60.822
"8",8,"-1","DEMI LOVATO","Give Your Heart A Br...",8666,"-224",-1899,"-6",61.427,"-1.439",210,"44",1,11880,1256,80.294
"9",9,"=","FUN.","Some Nights",8609,"+91",818,"-97",55.457,"+0.378",108,"7",9,8609,1295,55.457
"10",10,"=","ELLIE GOULDING","Lights",8217,"-192",-1262,"-102",63.569,"-1.453",229,"53",1,13999,1482,101.262
"11",11,"=","ALEX CLARE","Too Close",7354,"+8",344,"-182",47.371,"-0.084",120,"8",11,7354,1328,47.455
"12",12,"=","KATY PERRY","Wide Awake",6917,"-217",-1195,"-34",45.17,"-1.465",127,"47",1,14124,2824,100.029
"13",13,"=","NICKI MINAJ","Pound The Alarm",6548,"+16",92,"-84",44.17,"-0.476",72,"30",13,6583,1036,45.522
"14",14,"=","CHRIS BROWN","Don't Wake Me Up",5655,"+100",407,"+42",46.479,"+0.910",101,"17",14,5655,982,46.479
"15",15,"=","ENRIQUE IGLESIAS","Finally Found You f/...",4657,"+28",514,"-137",30.912,"-0.048",28,"6",15,4657,1803,30.96
"16",16,"=","KARMIN","Hello",4288,"-42",-83,"-143",24.643,"-0.475",50,"58",16,4370,1012,25.698
"17",17,"+1","PSY","Gangnam Style",3830,"+210",1565,"-47",28.491,"+1.398",17,"2",17,3830,1695,28.491
"18",18,"-1","NE-YO","Let Me Love You",3744,"+85",564,"+6",29.165,"+0.763",48,"19",17,3744,687,29.165
"19",19,"=","TRAIN","50 Ways To Say Goodb...",3609,"+18",248,"-39",19.467,"-0.071",53,"15",17,3609,717,19.698
"20",20,"=","DAVID GUETTA","I Can Only Imagine f...",3342,"+23",241,"-4",21.501,"-0.256",59,"71",20,3342,589,21.757
"21",21,"=","CHER LLOYD","Want U Back",3162,"-142",-1318,"+39",17.973,"-0.496",137,"31",9,8069,1103,45.503
"22",22,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",3081,"-72",-744,"+70",20.33,"-0.477",151,"99",5,9398,1254,61.384
"23",23,"=","USHER","Numb",2723,"+106",1000,"-14",14.707,"+0.842",24,"158",23,2723,1014,14.707
"24",24,"+1","CHRISTINA AGUILERA","Your Body",2707,"+230",1290,"+66",16.495,"+0.932",12,"32",24,2707,2059,18.79
"25",25,"-1","LINKIN PARK","Burn It Down",2534,"+48",65,"+73",11.656,"+0.057",112,"90",23,2534,475,11.656
"26",26,"=","OLLY MURS","Heart Skips A Beat",2244,"-62",-169,"-94",11.522,"-0.513",75,"96",25,2416,401,13.274
"27",27,"=","ONEREPUBLIC","Feel Again",2072,"+22",286,"-83",9.995,"+0.213",20,"59",27,2072,813,9.995
"28",28,"=","CONOR MAYNARD","Vegas Girl",1867,"-3",23,"-13",8.821,"-0.018",60,"119",27,1870,280,8.839
"29",29,"=","PHILLIP PHILLIPS","Home",1803,"+46",274,"-5",10.542,"+0.486",77,"10",29,1803,311,10.542
"30",30,"=","ONE DIRECTION","Live While We're You...",1759,"+258",1759,"+258",15.793,"+1.808",6,"--",30,1759,1759,15.793
"31",31,"=","ED SHEERAN","The A Team",1323,"+5",87,"-29",9.447,"+0.270",38,"34",31,1323,231,9.447
"32",32,"=","TREY SONGZ","2 Reasons f/T.I.",1293,"-2",188,"-23",7.841,"+0.026",38,"121",32,1295,243,7.841
"33",33,"+1","ZEDD","Spectrum f/Matthew K...",1163,"-12",-2,"-46",6.179,"-0.162",36,"153",33,1198,305,6.722
"34",34,"+1","RITA ORA","R.I.P. f/Tinie Tempa...",1132,"+23",231,"-13",4.453,"+0.079",24,"257",34,1132,352,4.453
"35",35,"+1","AUSTIN MAHONE","Say Somethin",1108,"+3",104,"-19",4.861,"+0.083",54,"261",35,1108,195,4.861
"36",36,"-3","KELLY CLARKSON","Dark Side",1078,"-167",-1423,"-21",11.516,"-0.428",109,"94",20,3559,493,18.412
"37",37,"--","KE$HA","Die Young",1025,"--",1025,"--",12.115,"--",1,"3",37,1025,1025,12.115
"38",38,"=","FLO RIDA","I Cry",876,"+50",440,"-6",5.486,"+0.253",11,"110",38,876,446,5.486
"39",39,"-2","CHRIS WALLACE","Remember When (Push ...",870,"-8",22,"-11",2.612,"-0.037",45,"--",37,878,122,2.649
"40",40,"-1","THE SCRIPT","Hall Of Fame f/will....",855,"+47",462,"-6",3.105,"+0.195",10,"142",39,855,468,3.105
"41",41,"-1","BRIDGIT MENDLER","Ready Or Not",735,"+7",44,"-6",3.12,"+0.107",23,"123",39,735,218,3.198
"42",42,"=","MEGAN & LIZ","Bad For Me",664,"+28",310,"-3",3.348,"+0.050",17,"379",42,664,313,3.348
"43",43,"-2","KANYE WEST","Mercy f/Big Sean/Pus...",637,"-15",-61,"-14",6.125,"-0.262",36,"46",40,699,131,6.418
"44",44,"-1","WIZ KHALIFA","Work Hard, Play Hard",589,"-3",-80,"+10",2.087,"-0.076",70,"91",41,681,95,2.822
"45",45,"-1","ELLIE GOULDING","Anything Could Happe...",461,"+67",406,"+66",2.969,"+0.235",3,"133",44,461,406,2.969
"46",46,"-1","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",385,"+2",58,"+4",2.473,"-0.017",17,"50",44,390,85,3.663
"47",47,"-1","LUMINEERS","Ho Hey",355,"+0",48,"-23",1.626,"+0.006",10,"23",45,360,115,1.626
"48",48,"-1","BOYS LIKE GIRLS","Be Your Everything",351,"+22",146,"+2",1.174,"+0.081",3,"--",47,351,149,1.174
"49",49,"=","IMAGINE DRAGONS","It's Time",339,"+28",230,"+5",1.152,"+0.028",3,"29",49,339,230,1.152
"50",50,"-2","WONDER GIRLS","Like Money f/Akon",327,"+12",57,"+11",1.288,"+0.039",9,"--",47,327,59,1.288
