"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ROBIN THICKE","Blurred Lines f/P...",14139,-140,-1334,-2,92.053,-0.925,120,"8/37",1,16771,2544,113.5
2,"=","ZEDD","Clarity f/Foxes",13634,-41,-425,-7,88.821,-0.209,173,"24",2,14188,1183,92.157
3,"=","MAROON 5","Love Somebody",12836,-192,-888,-85,78.366,-0.822,114,"44",2,13931,1278,87.913
4,"=","CAPITAL CITIES","Safe And Sound",11696,110,722,-55,78.121,0.604,138,"12",4,11696,1083,78.121
5,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",11029,-90,242,-220,69.123,-0.162,105,"16",5,11119,1815,71.324
6,"=","CALVIN HARRIS F/E...","I Need Your Love",10816,-30,80,-52,70.874,-0.571,154,"48",5,10846,1386,72.137
7,"=","KATY PERRY","Roar",10808,393,2102,139,78.876,2.862,26,"1",7,10808,6098,78.876
8,"=","LANA DEL REY","Summertime Sadnes...",10312,108,815,-94,69.323,0.844,65,"15/18",7,10312,1923,69.323
9,"=","IMAGINE DRAGONS","Radioactive",9428,-148,-1366,78,63.442,-0.809,146,"14",2,14606,2069,92.777
10,"=","MILEY CYRUS","We Can't Stop",9226,-72,-140,-114,54.57,-0.592,93,"11",9,9405,1276,55.184
11,"=","ANNA KENDRICK","Cups (Pitch Perfe...",7966,-269,-1393,-121,42.434,-1.663,162,"21",8,9705,992,59.103
12,"=","AVICII","Wake Me Up",7853,199,1700,-140,54.204,1.72,41,"3",12,7853,2103,54.204
13,"=","JAY Z","Holy Grail f/Just...",7033,109,686,6,43.967,1.182,64,"7",13,7033,2095,43.967
14,"=","BRUNO MARS","Treasure",6606,-155,-1792,112,36.159,-1.028,118,"41/99",5,11434,2114,69.467
15,"=","JUSTIN TIMBERLAKE","Take Back The Nig...",6252,-123,-454,-90,32.166,-0.607,56,"58",13,6823,3722,40.113
16,"=","LADY GAGA","Applause",6049,50,476,-36,37.304,0.67,25,"5",16,6049,3922,37.304
17,"=","DAFT PUNK","Get Lucky",5427,-73,-1027,102,40.282,-0.505,137,"23",2,14968,2173,99.686
