"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","IGGY AZALEA","Fancy f/Charlie XCX",17107,16,950,-186,116.166,0.383,90,"10/28",1,17107,2440,116.166
2,"=","ARIANA GRANDE","Problem f/Iggy Azalea",15386,232,1636,-28,105.552,2.26,50,"7",2,15386,2576,105.552
3,"=","CALVIN HARRIS","Summer",13659,163,1272,-47,90.694,0.799,90,"15",3,13659,1917,90.694
4,"+1","NICO & VINZ","Am I Wrong",12473,395,1970,212,81.101,3.492,79,"9",4,12473,1970,81.101
5,"-1","PARAMORE","Ain't It Fun",12160,-172,-1787,60,74.626,-2.05,131,"26",2,14464,1853,84.721
6,"=","DJ SNAKE & LIL JON","Turn Down For What",11146,-295,-1077,-339,62.681,-2.543,151,"18",5,12201,1490,74.029
7,"=","RIXTON","Me And My Broken Heart",10424,-350,-1242,-317,53.601,-1.275,109,"39",6,11699,1397,59.689
8,"+1","JOHN LEGEND","All Of Me",9896,-238,-1347,16,72.281,-2.143,141,"16",1,17233,2520,121.78
9,"-1","JUSTIN TIMBERLAKE","Not A Bad Thing",9756,-432,-3108,-72,62.089,-2.942,116,"37",1,15543,2024,97.949
10,"+1","MAGIC!","Rude",9654,319,2272,117,68.226,2.381,64,"2",10,9654,2272,68.226
11,"-1","KATY PERRY","Birthday",9552,41,230,39,51.674,0.136,74,"44",10,9552,2209,52.775
12,"+1","DISCLOSURE","Latch f/Sam Smith",8781,203,1064,138,59.278,2.073,137,"14",12,8781,1508,59.278
13,"+1","MKTO","Classic",8596,65,373,58,48.61,0.339,200,"27",12,8596,733,48.61
14,"-2","ED SHEERAN","Sing",8282,-324,-1881,-177,44.165,-1.554,72,"17",6,10622,2778,57.807
15,"=","SAM SMITH","Stay With Me",7192,170,1120,-26,47.225,0.93,38,"3",15,7192,1606,47.225
16,"=","JASON DERULO","Wiggle f/Snoop Dogg",7083,133,1275,-95,35.407,0.794,41,"11",16,7083,1666,35.407
17,"=","ONEREPUBLIC","Love Runs Out",5140,219,1184,32,26.446,1.195,48,"22",17,5140,1336,26.446
18,"=","KONGOS","Come With Me Now",4043,100,612,45,16.915,0.471,62,"32",18,4043,628,16.915
19,"=","PHARRELL WILLIAMS","Come Get It Bae",3858,183,875,91,17.592,0.782,27,"66",19,3858,993,17.592
20,"=","JENNIFER LOPEZ","First Love",3432,41,598,-94,17.509,0.409,32,"135",20,3432,853,17.509
21,"+1","DEMI LOVATO","Really Don't Care f/Cher Lloyd",3324,183,1091,88,14.6,0.661,25,"58",21,3324,1091,14.6
22,"-1","ONE DIRECTION","You & I",3195,-4,-10,-26,12.022,0.076,55,"85",21,3204,850,12.022
23,"=","AFROJACK","Ten Feet Tall f/Wrabel",2945,22,230,-22,11.958,0.086,81,"174",23,2945,633,11.958
24,"+1","LORDE","Tennis Court",2796,57,396,14,12.806,0.064,51,"113",24,2796,590,12.806
25,"-1","KATY TIZ","The Big Bang",2790,2,193,-24,14.512,-0.04,85,"146",24,2790,878,14.656
26,"+2","SIA","Chandelier",2450,37,233,-46,12.768,0.111,60,"23",26,2450,561,12.809
27,"-1","SHAKIRA","Empire",2434,-186,-391,-190,8.135,-0.843,83,"68",22,2835,529,11.37
28,"-1","NEON TREES","Sleeping With A Friend",2410,-187,-1425,-57,10.925,-0.672,134,"124",18,4374,507,18.342
29,"+1","M. JACKSON & J. TIMBERLAKE","Love Never Felt So Good",2308,17,197,11,9.85,0.199,46,"49",29,2308,1126,13.019
30,"+5","MAROON 5","Maps",2297,564,2297,564,20.069,3.764,3,"8",30,2297,2297,20.069
31,"=","TREY SONGZ","Na Na",2244,2,201,-55,17.163,-0.041,76,"55",31,2244,394,17.491
32,"-3","5 SECONDS OF SUMMER","She Looks So Perfect",2063,-234,-1908,1,8.429,-0.735,87,"30",17,5675,1186,24.087
33,"-1","BECKY G","Shower",1991,40,185,23,9.658,0.132,34,"38",32,1991,632,9.658
34,"-1","TIESTO","Wasted",1873,51,285,33,12.681,0.323,37,"43",33,1873,486,12.681
35,"-1","AJR","I'm Ready",1828,27,103,13,5.097,0.128,69,"46",31,1828,346,5.097
36,"=","HAIM","Forever",1581,-15,113,-27,4.97,-0.134,58,"--",35,1596,291,5.196
37,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",1309,29,253,1,17.504,0.591,25,"116",37,1309,317,17.504
38,"=","RITA ORA","I Will Never Let You Down",1101,23,136,7,3.308,0.161,25,"--",38,1101,247,3.308
39,"=","PITBULL","Wild Wild Love f/GRL",963,-84,-686,59,5.508,-0.492,109,"76",13,6576,1068,37.145
40,"+3","CHARLI XCX","Boom Clap",861,158,792,113,5.44,1.246,5,"13",40,861,792,5.44
41,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",844,13,202,-13,4.128,0.347,21,"121",41,844,215,4.128
42,"-2","TIESTO","Red Lights",829,-28,-284,-3,8.582,-0.175,118,"102",15,6068,850,36.436
43,"-1","CHRIS BROWN","Loyal f/Lil' Wayne",823,-2,10,-17,7.299,0.005,83,"93",40,854,230,7.299
