"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ADELE Set Fire To The Rain",13470,23,300,-52,87.52,-0.126,86,3,1,13470,2301,87.934
"2",2,"=","FLO RIDA Good Feeling",11996,10,-686,261,72.241,-0.485,147,21,1,13154,1657,85.747
"3",3,"=","JESSIE J Domino",11430,163,840,132,65.08,0.57,156,24,3,11430,1524,65.08
"4",4,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",10144,127,899,-27,58.181,0.496,70,13,4,10144,1674,58.181
"5",5,"=","RIHANNA We Found Love f/Calvin Harris",9737,-11,-549,118,70.779,0.523,147,22,1,14238,2184,95.593
"6",6,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",9347,303,2235,73,62.431,1.569,42,5,6,9347,2235,62.431
"7",7,"+2","PITBULL F/CHRIS BROWN International Love",8258,120,883,-49,53.279,0.522,108,19,7,8258,1086,53.279
"8",8,"-1","KATY PERRY The One That Got Away",8117,-379,-2230,-294,44.263,-2.375,135,55,1,13402,1631,80.623
"9",9,"-1","BRUNO MARS It Will Rain",7923,-259,-1852,-49,46.672,-0.602,139,26,1,13635,2024,86.477
"10",10,"=","GYM CLASS HEROES Ass Back Home",7348,47,469,12,46.786,0.816,87,31,10,7348,1379,46.786
"11",11,"=","GAVIN DEGRAW Not Over You",6943,-10,57,-46,37.256,0.155,178,38,10,6953,547,37.256
"12",12,"=","SELENA GOMEZ & THE SCENE Love You Like A...",6592,-146,-1214,-9,35.809,-0.768,180,18,6,9154,1208,48.131
"13",13,"=","WANTED Glad You Came",6126,88,872,-90,36.429,0.625,42,16,13,6126,1330,36.429
"14",14,"=","LMFAO Sexy And I Know It",5793,-17,-590,134,33.655,-0.314,176,11,2,12000,1530,74.768
"15",15,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",5048,142,848,126,32.225,0.764,87,17,15,5048,848,32.225
"16",16,"=","DAVID GUETTA Without You f/Usher",4829,-66,-570,22,34.363,-0.217,176,70,1,13428,1586,84.476
