"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","GOTYE Somebody That I Used To Know",14032,"+45",156,"+162",106.494,"+0.065",96,"3",1,14242,2018,106.494
"2",2,"=","CARLY RAE JEPSEN Call Me Maybe",12825,"+277",1704,"+29",99.182,"+2.283",86,"1",2,12825,1704,99.182
"3",3,"=","ONE DIRECTION What Makes You Beautiful",11820,"-4",567,"-28",78.426,"-0.141",97,"10",3,11824,1579,78.567
"4",4,"+1","NICKI MINAJ Starships",11597,"-88",-251,"-63",86.748,"-0.677",112,"20/40",3,12071,1834,87.938
"5",5,"-1","FUN. We Are Young f/Janelle Monae",11591,"-194",-774,"-51",83.579,"-1.878",104,"7",1,14439,2738,110.772
"6",6,"=","MAROON 5 Payphone f/Wiz Khalifa",11190,"+222",1562,"+81",82.087,"+1.652",50,"4",6,11190,3415,82.087
"7",7,"=","FLO RIDA Wild Ones f/Sia",9375,"-136",-1826,"+148",76.715,"-1.176",122,"11",2,12595,1940,93.589
"8",8,"=","WANTED Glad You Came",8331,"-143",-693,"-21",64.31,"-0.861",149,"25",1,13712,1363,101.962
"9",9,"=","JUSTIN BIEBER Boyfriend",7410,"+39",612,"-61",48.402,"+0.089",71,"9",9,7937,4726,51.492
"10",10,"=","USHER Scream",7382,"+46",604,"+14",50.537,"+0.326",40,"13",9,7382,2323,50.537
"11",11,"=","KARMIN Broken Hearted",7212,"+56",697,"-24",46.719,"+0.208",107,"17",10,7212,936,46.719
"12",12,"=","RIHANNA Where Have You Been",7166,"+170",747,"+95",55.235,"+1.116",51,"8",12,7166,1884,55.235
"13",13,"=","ELLIE GOULDING Lights",6042,"+64",707,"-56",39.924,"+0.372",116,"14",13,6042,786,39.924
"14",14,"=","TRAIN Drive By",5958,"-13",-98,"-37",35.634,"-0.135",142,"21",13,6123,601,36.311
"15",15,"=","PITBULL Back In Time",5593,"-5",325,"-95",34.815,"+0.029",68,"6",15,5598,925,34.815
"16",16,"=","KATY PERRY Part Of Me",5280,"-87",-579,"+35",40.607,"-1.064",113,"52",3,12039,3625,78.553
"17",17,"=","DAVID GUETTA Titanium f/Sia",4948,"+121",841,"+11",34.333,"+0.261",58,"15",17,4948,841,34.333
"18",18,"+1","GYM CLASS HEROES Fighter f/Ryan Tedder",4759,"+101",951,"+5",29.161,"+0.903",36,"24",18,4759,1441,29.161
"19",19,"+1","KATY PERRY Wide Awake",4687,"+261",2698,"-126",32.789,"+1.947",14,"5",19,4687,2824,32.789
"20",20,"-2","ADELE Rumour Has It",4553,"-165",-994,"+33",28.877,"-0.980",93,"36",8,8497,1514,56.313
"21",21,"=","CALVIN HARRIS Feel So Close",4290,"-93",-336,"-61",28.968,"-0.593",117,"37",7,8145,1329,55.352
"22",22,"=","DEMI LOVATO Give Your Heart A Break",3675,"+36",238,"+25",25.075,"+0.032",97,"28",21,3675,665,25.075
"23",23,"=","DRAKE Take Care f/Rihanna",3180,"-21",-223,"+92",26.5,"-0.463",150,"87",8,7620,1220,60.618
"24",24,"=","HAVANA BROWN We Run The Night f/Pitbull",2839,"+42",198,"+37",22.55,"+0.104",114,"34",24,2839,278,22.55
"25",25,"=","CALVIN HARRIS Let's Go f/Ne-Yo",2610,"+49",773,"-63",20.326,"+0.189",38,"64",25,2610,836,20.326
"26",26,"=","RITA ORA How We Do (Party)",2526,"+42",294,"+11",14.025,"+0.141",40,"109",25,2526,620,14.025
"27",27,"=","ONE DIRECTION One Thing",2444,"+135",916,"+67",13.702,"+0.484",30,"48",27,2444,916,13.702
"28",28,"=","KIRKO BANGZ Drank In My Cup",1753,"+45",199,"+39",8.594,"+0.151",63,"65",28,1753,312,8.594
"29",29,"=","THE WANTED Chasing The Sun",1462,"+43",354,"+1",11.117,"+0.263",32,"81",29,1462,423,11.117
"30",30,"=","NEON TREES Everybody Talks",1388,"+46",222,"+41",7.782,"+0.131",57,"26",30,1388,240,7.782
"31",31,"+2","B.O.B Both Of Us f/Taylor Swift",1354,"+71",293,"+42",8.372,"+0.034",23,"75",31,1354,486,8.372
"32",32,"=","DRAKE The Motto f/Lil Wayne",1270,"-15",-48,"-23",12.891,"-0.110",107,"47",25,2047,321,19.147
"33",33,"+1","GROUPLOVE Tongue Tied",1261,"+29",194,"+16",6.491,"+0.321",42,"66",33,1261,284,6.491
"34",34,"-3","CHRIS RENE Young Homie",1230,"-106",-608,"-72",5.297,"-0.523",86,"169",25,1933,226,8.787
"35",35,"=","JASON MRAZ I Won't Give Up",1059,"+6",117,"-20",5.092,"-0.004",51,"19",35,1059,210,5.096
"36",36,"=","CHER LLOYD Want U Back",1013,"+61",272,"+60",5.529,"+0.370",24,"99",36,1013,335,5.529
"37",37,"=","COLDPLAY Paradise",932,"+16",57,"+21",5.899,"+0.041",76,"55",37,932,255,5.988
"38",38,"=","HOT CHELLE RAE Honestly",757,"-77",-425,"-31",3.513,"-0.310",65,"147",30,1339,284,5.972
"39",39,"=","OUTASIGHT Now Or Never",726,"+15",103,"+13",2.283,"+0.031",26,"--",39,726,206,2.283
"40",40,"+1","SAMMY ADAMS Only One",673,"+25",173,"+20",2.285,"+0.068",17,"--",40,673,230,2.285
"41",41,"-1","JENNIFER LOPEZ Dance Again f/Pitbull",665,"-7",-767,"+193",3.944,"-0.016",67,"41",17,4851,2243,30.831
"42",42,"=","NELLY FURTADO Big Hoops (Bigger The Bett...",606,"-23",-119,"-13",1.931,"-0.116",31,"--",40,754,318,2.709
"43",43,"+2","ALEX CLARE Too Close",391,"+28",181,"+12",1.02,"+0.019",7,"50",43,391,181,1.02
"44",44,"-1","THE CAB La La",391,"-10",-3,"-19",0.961,"-0.034",59,"--",43,401,82,0.995
"45",45,"-1","CHIDDY BANG Mind Your Manners f/Icona Po...",385,"+10",58,"-4",1.191,"+0.052",13,"392",44,385,99,1.191
