"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ROBIN THICKE","Blurred Lines f/P...",16463,"-2",448,"-134",111.076,"+0.109",77,"1",1,16465,2544,111.076
"2",2,"=","DAFT PUNK","Get Lucky",14917,"-51",185,"-66",97.854,"-1.044",94,"7",2,14968,2173,99.686
"3",3,"=","IMAGINE DRAGONS","Radioactive",14552,"+27",434,"-29",90.603,"+0.432",103,"5",3,14552,2069,90.603
"4",4,"=","ZEDD","Clarity f/Foxes",11498,"+104",863,"-43",81.659,"+0.840",130,"16",4,11498,1183,81.659
"5",5,"=","JASON DERULO","The Other Side",10843,"+64",332,"-65",62.873,"+0.490",97,"23",5,10843,2399,62.873
"6",6,"=","BRUNO MARS","Treasure",10384,"+110",560,"+10",62.231,"+0.800",75,"14/47",6,10384,2114,62.231
"7",7,"=","MAROON 5","Love Somebody",10193,"+180",1107,"+30",68.592,"+0.912",71,"19",7,10193,1161,68.592
"8",8,"+2","CALVIN HARRIS F/E...","I Need Your Love",9227,"+123",611,"+155",59.357,"+0.694",111,"30",8,9227,1386,59.467
"9",9,"-1","MACKLEMORE & RYAN...","Can't Hold Us f/R...",9080,"-159",-1257,"+50",63.349,"-1.368",133,"17",1,16503,2448,112.279
"10",10,"-1","SELENA GOMEZ","Come & Get It",8672,"-483",-2949,"-127",47.437,"-2.774",107,"12",1,14547,2034,86.045
"11",11,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",8287,"+145",1002,"+16",58.182,"+1.092",62,"11",11,8287,1815,58.182
"12",12,"+1","ANNA KENDRICK","Cups (Pitch Perfe...",7996,"+135",849,"-12",49.336,"+0.666",119,"13",12,7996,992,49.336
"13",13,"-1","JUSTIN TIMBERLAKE","Mirrors",7895,"-164",-1112,"+89",57.328,"-0.774",125,"25",1,16201,3114,111.865
"14",14,"+1","CAPITAL CITIES","Safe And Sound",7228,"+67",789,"-32",46.581,"+0.673",95,"8",14,7228,1083,46.581
"15",15,"-1","FLORIDA-GEORGIA L...","Cruise",7007,"-253",-1673,"-22",34.354,"-1.040",121,"20/35",6,10190,1411,52.727
"16",16,"=","MILEY CYRUS","We Can't Stop",6958,"+87",692,"-47",39.627,"+0.510",50,"3",16,6958,1276,39.627
"17",17,"=","RIHANNA","Right Now f/David...",5799,"+27",276,"-15",34.76,"+0.147",60,"108",17,5799,1144,35.227
"18",18,"=","AUSTIN MAHONE","What About Love",4621,"+90",522,"+42",21.833,"+0.021",46,"71",18,4621,982,21.833
"19",19,"+1","JUSTIN TIMBERLAKE","Take Back The Nig...",4606,"+209",1510,"-321",33.691,"+1.192",13,"85",19,4606,3722,33.691
"20",20,"-1","KE$HA","Crazy Kids",4518,"+52",248,"+57",22.983,"+0.098",84,"55",18,4518,529,22.983
"21",21,"=","NIKKI WILLIAMS","Glowing",3486,"+27",325,"+9",16.329,"+0.175",109,"135",21,3486,427,17.224
"22",22,"=","BRITNEY SPEARS","Ooh La La",3068,"-186",-711,"-132",13.827,"-1.228",38,"123",21,3836,2895,27.844
"23",23,"=","PHILLIP PHILLIPS","Gone, Gone, Gone",2802,"+93",462,"+75",14.264,"+0.423",58,"31",23,2802,462,14.264
"24",24,"=","ARIANA GRANDE","The Way f/Mac Mil...",2478,"-63",-549,"-21",16.721,"-0.559",116,"29",11,7681,1373,40.497
"25",25,"=","EMBLEM3","Chloe (You're The...",2447,"+18",107,"-7",8.534,"+0.020",88,"66",25,2447,382,8.534
"26",26,"=","JAY Z","Holy Grail f/Just...",2328,"+38",191,"-36",14.053,"+0.398",21,"4",26,2328,2095,19.078
"27",27,"=","PARAMORE","Still Into You",2297,"+87",542,"+15",10.543,"+0.448",77,"62",27,2297,542,10.543
"28",28,"=","LANA DEL REY","Summertime Sadnes...",2187,"+86",673,"-13",16.61,"+0.577",22,"37/93",28,2187,763,16.61
"29",29,"=","LABRINTH","Beneath Your Beau...",2166,"+86",404,"+83",9.951,"+0.177",69,"6",28,2166,404,9.951
"30",30,"+2","TAYLOR SWIFT","Everything Has .....",1692,"+143",952,"+26",9.595,"+0.493",11,"139",30,1692,952,9.595
"31",31,"-1","DAVID GUETTA","Play Hard f/Ne-Yo...",1674,"+11",130,"-2",8.161,"+0.070",47,"78",30,1674,368,8.161
"32",32,"-1","AWOLNATION","Sail",1611,"+19",144,"+10",6.588,"+0.123",63,"34",31,1611,299,6.588
"33",33,"=","PITBULL","Outta Nowhere f/D...",1530,"+14",248,"+14",8.61,"+0.160",39,"--",32,1530,372,8.61
"34",34,"+1","ONE DIRECTION","Best Song Ever",1379,"+250",1373,"+244",9.807,"+1.392",5,"2",34,1379,1373,9.807
"35",35,"+1","ENRIQUE IGLESIAS","Turn The Night Up",1311,"+209",1311,"+209",15.778,"+1.975",3,"--",35,1311,1311,15.778
"36",36,"-2","KARMIN","Acapella",1295,"-1",78,"-14",3.978,"-0.069",32,"42",33,1299,376,4.274
"37",37,"=","BONNIE MCKEE","American Girl",1074,"+28",323,"-11",6.544,"+0.123",18,"88",36,1074,339,6.544
"38",38,"+1","JONAS BROTHERS","First Time",1001,"+42",84,"-3",3.905,"+0.037",19,"286",36,1001,404,3.905
"39",39,"-1","MARIAH CAREY","#Beautiful f/Migu...",969,"-37",-786,"+209",4.975,"-0.173",80,"69",14,6467,3429,35.886
"40",40,"=","NEIGHBOURHOOD","Sweater Weather",916,"+16",158,"+9",2.59,"-0.012",26,"99",38,916,196,2.664
"41",41,"=","TEGAN & SARA","Closer",858,"+11",69,"+4",2.143,"-0.053",39,"--",41,858,154,2.196
"42",42,"=","FIFTH HARMONY","Miss Movin' On",759,"-2",64,"-30",3.743,"-0.113",16,"143",42,761,310,3.856
"43",43,"+1","TIMEFLIES","I Choose U",728,"+4",21,"+4",3.408,"+0.173",37,"259",43,741,156,3.408
"44",44,"-1","MAJOR LAZER","Bubble Butt f/Bru...",712,"-46",-147,"-41",2.123,"-0.256",46,"284",40,872,300,3.962
"45",45,"+2","PINK","True Love f/Lily ...",692,"+60",295,"+10",4.068,"+0.132",4,"187",45,692,306,4.068
"46",46,"-1","SEAN KINGSTON","Beat It f/Chris B...",630,"-38",-400,"+51",2.417,"-0.173",73,"141",32,1484,303,4.993
"47",47,"+3","KREWELLA","Live For The Nigh...",589,"+45",280,"+8",2.95,"+0.044",3,"400",47,589,280,2.95
"48",48,"=","CODY SIMPSON","Pretty Brown Eyes",583,"+0",68,"-23",1.447,"-0.044",13,"180",47,585,167,1.491
"49",49,"=","SAMMY ADAMS","L.A. Story f/Mike...",566,"-4",-20,"-10",1.533,"+0.059",25,"--",46,604,93,1.966
"50",50,"--","DEMI LOVATO","Made In The USA",540,"--",271,"--",2.915,"--",1,"189",50,540,271,2.915
