"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","KATY PERRY","Dark Horse",16981,175,1560,-117,116.249,1.566,82,"2",1,16981,2780,116.249
2,"=","ONEREPUBLIC","Counting Stars",15199,-170,-505,-112,108.861,-0.898,123,"14",1,16524,2609,113.696
3,"+1","ELLIE GOULDING","Burn",14701,-52,22,-123,92.875,-0.974,129,"30",3,14810,1623,95.425
4,"-1","PITBULL","Timber f/Ke$ha",14534,-349,-1550,-241,99.337,-1.718,121,"9",1,16901,2001,117.778
5,"=","ONE DIRECTION","Story Of My Life",12722,77,319,-38,81.073,0.232,105,"19",5,12722,1527,82.164
6,"=","LORDE","Team",11791,104,1103,-147,81.568,0.559,81,"11",6,11791,1641,81.568
7,"=","A GREAT BIG WORLD","Say Something w/C. Aguilera",10178,6,398,-88,62.292,-0.322,82,"7",7,10178,1506,62.915
8,"=","PASSENGER","Let Her Go",9773,-51,118,-40,57.915,-0.113,136,"6",7,9912,1223,59.781
9,"=","EMINEM","The Monster f/Rihanna",9590,-217,-1858,39,71.231,-1.594,106,"31",1,16414,2904,117.022
10,"=","BASTILLE","Pompeii",9324,161,1054,-2,64.126,1.258,96,"5",10,9324,1135,64.126
11,"=","JASON DERULO","Talk Dirty f/2 Chainz",8549,165,986,-31,54.064,0.659,45,"3",11,8549,2775,54.064
12,"=","BRUNO MARS","Young Girls",6860,88,426,1,38.085,0.675,61,"52",12,6860,938,38.085
13,"+1","PHARRELL WILLIAMS","Happy",6636,375,2256,116,53.002,2.648,25,"1",13,6636,2256,53.002
14,"-1","JOHN NEWMAN","Love Me Again",6447,25,191,-33,34.535,-0.239,131,"38",13,6447,697,35.821
15,"=","MILEY CYRUS","Adore You",5927,43,447,-27,27.725,-0.015,48,"15",15,5927,1542,27.855
16,"=","ZEDD","Stay The Night f/H. Williams",5427,-288,-2353,31,38.721,-1.889,136,"86",5,10105,1238,64.483
17,"=","CASH CASH","Take Me Home f/Bebe Rexha",4932,62,556,16,31.112,0.393,87,"71",17,4932,1074,31.112
18,"=","DEMI LOVATO","Neon Lights",4817,81,535,-19,27.207,0.233,76,"26",18,4817,671,27.207
19,"=","ALOE BLACC","The Man",4808,234,1586,3,28.317,0.927,21,"8",19,4808,1722,28.317
20,"=","ZENDAYA","Replay",4356,57,327,42,18.05,0.32,118,"50",20,4356,472,18.05
21,"=","AVICII","Hey Brother",3947,126,631,47,24.268,0.73,69,"20",21,3947,748,24.268
22,"+1","CALVIN HARRIS","Thinking About You",3632,24,204,-17,21.924,-0.326,103,"173",22,3632,605,22.25
23,"-1","LADY GAGA","Do What U Want f/R. Kelly",3427,-269,-2817,292,15.733,-1.102,106,"100",7,9983,1408,60.79
24,"=","SARA BAREILLES","Brave",3222,-53,-110,-37,17.237,-0.171,164,"41",21,3348,380,19.453
25,"=","AMERICAN AUTHORS","Best Day Of My Life",3187,70,712,-29,15.127,0.27,65,"24",25,3187,746,15.127
26,"=","SHAKIRA F/RIHANNA","Can't Remember To Forget You",3089,27,212,-10,17.582,-0.082,30,"44",26,3089,1848,20.193
27,"=","THE 1975","Chocolate",2937,27,219,17,13.39,0.12,80,"112",26,2937,389,13.39
28,"=","MACKLEMORE & RYAN LEWIS","White Walls f/ScHoolboy Q",2491,-222,-2133,103,14.612,-1.369,151,"73",12,7258,764,39.457
29,"+1","KID INK","Show Me f/Chris Brown",2285,65,493,-1,16.857,0.536,38,"27",29,2285,601,16.857
30,"+1","MARTIN GARRIX","Animals",2225,80,501,47,21.643,0.643,73,"43",30,2225,501,21.643
31,"-2","BEYONCE","XO",2041,-406,-2546,-211,8.594,-1.837,54,"76",16,5121,1464,29.475
32,"=","BEYONCE","Drunk In Love f/Jay Z",1827,159,821,90,13.233,1.601,24,"12",32,1827,821,13.233
33,"=","NAUGHTY BOY","La La La f/Sam Smith",1623,35,384,-23,5.162,0.132,31,"252",32,1623,469,5.162
34,"=","MKTO","Classic",1475,-6,33,-44,4.722,0.028,73,"105",32,1481,209,4.722
35,"=","CHRIS WALLACE","Keep Me Crazy",1420,-27,73,-25,4.123,-0.009,161,"--",31,1461,138,4.169
36,"+1","JOHN LEGEND","All Of Me",1294,141,610,88,8.537,0.968,14,"4",36,1294,610,8.537
37,"-1","NONONO","Pumpin Blood",1198,-15,52,-23,4.35,-0.173,64,"--",34,1213,237,4.523
38,"=","DJ SNAKE & LIL JON","Turn Down For What",1079,9,189,-9,5.747,0.143,24,"16",37,1079,353,5.747
39,"=","ENRIQUE IGLESIAS","I'm A Freak f/Pitbull",888,20,29,30,4.479,-0.112,22,"346",37,888,349,4.591
40,"+1","AUSTIN MAHONE","Mmm Yeah f/Pitbull",744,73,458,24,2.958,0.244,8,"195",40,744,458,2.958
41,"-1","CAMRYN","LoveSick",710,-8,-8,-11,0.794,-0.032,50,"--",39,726,125,0.944
42,"=","DISCLOSURE","Latch f/Sam Smith",670,34,331,13,3.974,-0.127,10,"140",42,670,331,4.101
43,"=","DAUGHTRY","Waiting For Superman",615,-1,-13,-8,1.921,0,23,"87",41,631,191,1.978
44,"+1","ICONA POP","Just Another Night",536,3,126,-29,1.389,0.02,11,"--",44,536,159,1.389
45,"-1","FRAY","Love Don't Die",532,-25,-50,-16,1.873,-0.101,38,"46",40,603,64,2.064
46,"=","KARMIN","I Want It All",522,14,140,-33,1.604,0.078,10,"--",44,522,311,1.604
47,"+1","PARAMORE","Ain't It Fun",511,92,371,68,1.825,0.443,4,"331",47,511,371,1.825
48,"-1","PANIC! AT THE DISCO","Miss Jackson f/Lolo",411,-20,-96,-20,1.277,-0.049,35,"214",43,513,83,1.459
49,"=","NEON TREES","Sleeping With A Friend",398,20,136,1,2.506,0.012,7,"230",48,398,157,2.506
50,"=","COLBY O'DONIS","State Of Mind",321,-1,16,-5,0.511,-0.005,13,"--",46,322,21,0.542
