"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5","One More Night",14086,"+51",300,"+20",102.31,"+0.602",96,"4",1,14086,1593,102.31
"2",2,"=","JUSTIN BIEBER","As Long As You Love ...",12511,"+64",389,"-25",83.575,"+0.033",109,"18",2,12511,1300,83.938
"3",3,"=","TAYLOR SWIFT","We Are Never Ever Ge...",12365,"+46",611,"-159",79.464,"+0.462",69,"8",3,12365,4592,79.464
"4",4,"=","FUN.","Some Nights",11502,"+75",398,"-23",75.468,"+0.647",134,"7",4,11502,1295,75.468
"5",5,"=","ALEX CLARE","Too Close",10134,"+18",709,"-75",65.718,"+0.620",146,"19",5,10134,1328,65.718
"6",6,"=","OWL CITY & CARLY RAE...","Good Time",9856,"-69",-610,"-48",64.201,"-0.941",118,"31",4,10627,1961,71.832
"7",7,"=","PINK","Blow Me (One Last Ki...",9606,"-233",-1561,"+38",70.328,"-1.486",110,"55",1,12762,2737,90.315
"8",8,"=","CHRIS BROWN","Don't Wake Me Up",8443,"+78",835,"-57",60.894,"+0.706",127,"33",8,8443,1062,60.894
"9",9,"=","NEON TREES","Everybody Talks",7504,"-200",-1329,"-103",43.449,"-1.043",196,"43",3,10891,1632,66.269
"10",10,"=","KE$HA","Die Young",7458,"+142",1230,"+36",52.834,"+0.747",27,"2",10,7458,3842,52.834
"11",11,"=","PSY","Gangnam Style",7027,"+45",415,"-95",54.07,"+0.339",43,"1",10,7027,1695,54.07
"12",12,"=","NE-YO","Let Me Love You",6651,"+99",850,"+34",57.604,"+0.887",74,"20",12,6651,850,57.604
"13",13,"=","ENRIQUE IGLESIAS","Finally Found You f/...",6265,"+73",496,"+6",39.545,"+0.535",54,"47",13,6265,1803,39.545
"14",14,"=","RIHANNA","Diamonds",6130,"+190",1032,"+20",42.61,"+1.328",26,"6",14,6130,2812,42.61
"15",15,"=","FLO RIDA","Whistle",5404,"-107",-1354,"+179",33.615,"-1.050",139,"36",1,12179,1412,76.089
"16",16,"=","BRUNO MARS","Locked Out Of Heaven",5208,"+99",1241,"-295",35.752,"+0.766",21,"3",16,5208,2790,35.752
"17",17,"=","ONE DIRECTION","Live While We're You...",4800,"-69",69,"-212",25.645,"-0.353",32,"27",16,4879,2151,26.785
"18",18,"=","TRAIN","50 Ways To Say Goodb...",4703,"+27",364,"-57",26.938,"+0.172",79,"23",17,4703,717,26.938
"19",19,"=","CHRISTINA AGUILERA","Your Body",3814,"-10",-2,"-23",21.793,"+0.225",38,"48",19,3824,2059,22.991
"20",20,"+1","USHER","Numb",3582,"-6",73,"-26",20.541,"+0.196",50,"72",20,3602,1028,20.541
"21",21,"-1","DAVID GUETTA","I Can Only Imagine f...",3562,"-51",-219,"-35",22.362,"-0.026",85,"79",19,3797,589,24.197
