"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","JUSTIN BIEBER","What Do You Mean?",18004,199,1769,-177,111.46,0.698,49,"9/71",1,18004,5900,111.46
2,"+1","TAYLOR SWIFT","Wildest Dreams",17525,226,2250,-54,105.265,0.832,50,"4/11",2,17525,3531,105.265
3,"-1","THE WEEKND","The Hills",17366,43,690,-77,104.31,0.358,75,"5/10/91",2,17366,2705,104.31
4,"=","R. CITY","Locked Away f/Adam Levine",15763,-440,-1540,-366,89.688,-1.437,98,"13",1,17400,2155,103.625
5,"=","SHAWN MENDES","Stitches",14490,205,1826,-35,89.022,1.069,147,"6",5,14490,2130,89.022
6,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",10958,-110,-1943,299,71.114,-0.136,116,"33/59",1,18426,4663,107.401
7,"=","ONE DIRECTION","Drag Me Down",9564,117,273,52,49.971,0.473,77,"21",7,9564,3358,49.971
8,"=","THE WEEKND","Can't Feel My Face",9159,-219,-1562,25,63.805,-1.576,130,"17",1,18773,4549,114.623
9,"+1","MAJOR LAZER","Lean On f/MØ & DJ Snake",8765,-99,-1033,120,61.099,-0.273,159,"27",1,18151,2026,108.966
10,"-1","ED SHEERAN","Photograph",8731,-190,-2106,160,51.947,-1.158,154,"36",4,13993,1365,85.189
11,"=","MACKLEMORE & RYAN LEWIS","Downtown",8479,66,167,67,40.826,0.85,50,"14/56",11,8479,3957,41.324
12,"=","X AMBASSADORS","Renegades",8034,97,1067,-121,41.096,0.523,67,"22",12,8034,1573,41.096
13,"=","ELLIE GOULDING","On My Mind",7599,155,971,24,43.587,0.459,29,"15",13,7599,3457,43.587
14,"=","HAILEE STEINFELD","Love Myself",6981,-3,92,-52,34.108,0.208,66,"28",13,6984,2308,34.108
15,"=","NICK JONAS","Levels",6902,-11,48,-85,33.274,-0.175,54,"26",13,6913,1791,33.449
16,"=","DRAKE","Hotline Bling",6885,321,1971,50,43.02,1.784,32,"2",16,6885,1971,43.02
17,"+1","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",6365,45,496,-73,40.831,1.056,82,"38",17,6365,1033,40.831
18,"+1","ELLE KING","Ex's and Oh's",6346,120,1019,11,34.476,0.822,63,"7",18,6346,1084,34.476
19,"-2","DEMI LOVATO","Cool For The Summer",6292,-268,-2838,279,35.857,-1.845,107,"53",2,14976,4704,81.953
20,"=","ALESSIA CARA","Here",5951,123,902,8,32.169,0.835,89,"18",20,5951,1114,32.169
21,"=","SELENA GOMEZ","Same Old Love",5719,128,997,-88,29.579,1.265,31,"3",21,5719,1534,29.579
22,"=","MAJOR LAZER","Powerful f/Ellie Goulding",5008,24,373,5,22.366,-0.021,41,"73",21,5008,1101,23.32
