"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ROBIN THICKE","Blurred Lines f/P...",16742,0,63,-10,112.591,-0.043,92,"1",1,16771,2544,113.5
2,"=","IMAGINE DRAGONS","Radioactive",14092,-123,-447,-110,90.942,-0.872,118,"6",2,14606,2069,92.777
3,"=","ZEDD","Clarity f/Foxes",12998,42,879,-28,88.939,0.133,145,"13",3,12998,1183,88.939
4,"=","MAROON 5","Love Somebody",12613,117,1032,-36,85.616,0.903,86,"18",4,12613,1278,85.616
5,"=","DAFT PUNK","Get Lucky",11907,-286,-1851,-74,72.408,-1.808,109,"5",2,14968,2173,99.686
6,"=","BRUNO MARS","Treasure",11434,90,194,55,68.367,0.164,90,"19/60",6,11434,2114,69.467
7,"=","JASON DERULO","The Other Side",11159,-30,89,-24,64.834,-0.409,112,"20",5,11323,2399,66.105
8,"=","CALVIN HARRIS F/E...","I Need Your Love",9976,35,267,-97,70.461,0.635,126,"30",8,9976,1386,70.461
9,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",9466,167,673,197,64.343,0.617,77,"10",9,9466,1815,64.343
10,"=","ANNA KENDRICK","Cups (Pitch Perfe...",9019,121,666,71,56.978,0.432,134,"8",10,9019,992,56.978
11,"=","CAPITAL CITIES","Safe And Sound",8593,90,640,-33,55.795,0.422,110,"9",11,8593,1083,55.795
12,"=","MILEY CYRUS","We Can't Stop",8233,0,376,-121,47.712,0.371,65,"3",12,8233,1276,47.712
13,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",6942,-184,-1164,-51,51.237,-0.642,148,"21",1,16503,2448,112.279
14,"=","JUSTIN TIMBERLAKE","Take Back The Nig...",6409,148,714,95,40.092,0.286,28,"51",14,6409,3722,40.092
15,"=","JUSTIN TIMBERLAKE","Mirrors",6042,-149,-1034,-77,45.13,-0.99,140,"36",1,16201,3114,111.865
16,"=","RIHANNA","Right Now f/David...",5998,-31,-45,-2,32.913,-0.524,75,"122",15,6098,1144,35.227
17,"=","SELENA GOMEZ","Come & Get It",5362,-50,-988,174,34.764,-0.376,122,"26",1,14547,2034,86.045
18,"=","FLORIDA-GEORGIA L...","Cruise",4855,-139,-1143,-45,23.564,-0.769,136,"28/44",6,10190,1411,52.727
19,"=","LANA DEL REY","Summertime Sadnes...",4586,227,1422,61,33.147,1.711,37,"15/46",19,4586,1422,33.147
20,"+1","NIKKI WILLIAMS","Glowing",3995,31,91,2,18.567,-0.224,124,"103",20,3995,427,19.002
21,"-1","AUSTIN MAHONE","What About Love",3858,-333,-904,-347,16.592,-1.345,61,"90",18,4785,982,22.262
22,"=","JAY Z","Holy Grail f/Just...",3840,83,756,-33,22.496,0.662,36,"4",22,3840,2095,22.496
23,"=","ONE DIRECTION","Best Song Ever",3834,197,1185,97,17.238,0.854,20,"14",23,3834,1660,17.238
24,"+1","PHILLIP PHILLIPS","Gone, Gone, Gone",3506,24,322,-38,18.123,0.214,73,"25",22,3506,462,18.123
25,"+1","PARAMORE","Still Into You",3392,78,471,39,17.481,0.301,92,"41",24,3392,711,17.481
26,"-2","KE$HA","Crazy Kids",3347,-253,-1022,-228,16.431,-0.926,99,"75",18,4518,529,22.983
27,"=","TAYLOR SWIFT","Everything Has .....",2892,65,446,41,16.899,0.528,26,"70",27,2892,990,16.899
28,"=","LABRINTH","Beneath Your Beau...",2760,84,258,64,13.468,-0.091,84,"23",27,2760,485,13.99
29,"+1","ENRIQUE IGLESIAS","Turn The Night Up",2724,116,870,48,18.167,0.085,18,"54",29,2724,2260,24.628
30,"-1","EMBLEM3","Chloe (You're The...",2651,1,131,-14,8.696,-0.014,103,"76",24,2651,382,8.71
31,"=","AWOLNATION","Sail",2078,31,263,13,9.777,0.166,78,"29",31,2078,299,9.777
32,"=","BONNIE MCKEE","American Girl",1985,138,650,108,11.734,0.575,33,"144",32,1985,650,11.734
33,"=","ARIANA GRANDE","The Way f/Mac Mil...",1690,-8,-348,50,12.057,0.171,131,"49",11,7681,1373,40.497
34,"=","PITBULL","Outta Nowhere f/D...",1592,-69,-41,-116,7.619,-0.239,54,"--",32,1685,372,9.711
35,"=","PINK","True Love f/Lily ...",1585,50,346,6,7.683,0.316,19,"87",35,1585,503,7.683
36,"+1","AVICII","Wake Me Up",1492,140,637,48,10.027,0.83,13,"7",36,1492,637,10.027
37,"-1","JONAS BROTHERS","First Time",1306,-61,130,-127,5.058,-0.068,34,"338",36,1367,404,5.202
38,"=","NEIGHBOURHOOD","Sweater Weather",1209,10,247,-15,4.25,0.042,41,"77",38,1209,262,4.25
39,"=","TEGAN & SARA","Closer",1123,21,134,-3,4.166,0.087,54,"--",39,1123,154,4.166
40,"+1","FIFTH HARMONY","Miss Movin' On",1003,39,150,21,4.251,0.34,31,"68",40,1003,310,4.251
41,"-1","KREWELLA","Live For The Nigh...",995,20,282,4,5.096,0.019,18,"321",40,995,282,5.096
