"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",13982,-60,-145,-77,91.083,-0.027,97,"7",1,14127,1893,93.336
"2",2,"=","ADELE Someone Like You",13025,121,954,-57,89.208,0.642,68,"2",2,13025,2614,89.208
"3",3,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",12846,133,869,57,79.425,0.463,107,"6",2,12846,1685,79.425
"4",4,"=","FOSTER THE PEOPLE Pumped Up Kicks",12083,46,352,-71,69.936,0.331,92,"5",3,12083,1356,69.936
"5",5,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",10654,78,876,-69,64.348,0.375,122,"9",5,10654,1097,64.348
"6",6,"=","BAD MEETS EVIL Lighters f/Bruno Mars",8066,-295,-1463,-81,52.876,-2.788,110,"36",2,11835,1599,78.403
"7",7,"=","DAVID GUETTA Without You f/Usher",8063,243,926,178,50.16,1.083,48,"8",7,8063,1586,50.16
"8",8,"=","LADY GAGA You And I",7644,50,1,8,44.425,0.175,66,"10",8,7647,1553,44.425
"9",9,"=","LMFAO Party Rock Anthem",7448,-79,-453,-68,49.252,-0.006,156,"12",1,14043,1859,94.193
"10",10,"=","DEV In The Dark",7250,54,208,10,48.666,-0.085,77,"16",10,7250,1224,48.751
"11",11,"=","PITBULL Give Me Everything f/Ne-Yo",6524,-93,-457,-46,44.189,0.16,156,"40",1,14233,1811,95.596
"12",12,"=","BRITNEY SPEARS I Wanna Go",6310,-223,-1361,-69,41.107,-1.492,122,"67",1,12853,1768,82.422
"13",13,"+1","LMFAO Sexy And I Know It",6192,168,1067,29,39.291,1.35,48,"3",13,6192,1530,39.291
"14",14,"-1","NICKI MINAJ Super Bass",6159,-103,-671,-14,42.06,-0.627,156,"17",3,12009,1188,73.23
"15",15,"=","KATY PERRY Last Friday Night (T.G.I.F.)",5825,-182,-1221,11,32.432,-1.227,139,"57",1,14935,2322,96.531
"16",16,"=","JASON DERULO It Girl",5509,64,345,59,26.742,0.282,57,"11",16,5509,1048,26.742
"17",17,"=","RIHANNA We Found Love f/Calvin Harris",5088,250,1927,-50,34.72,1.781,19,"4",17,5088,2184,34.72
"18",18,"=","KELLY CLARKSON Mr. Know It All",4674,-18,262,-65,24.348,0.102,40,"20",18,4692,1093,24.348
"19",19,"+1","ALEXANDRA STAN Mr. Saxobeat",4439,31,112,24,37.586,0.333,82,"27",19,4439,673,37.586
"20",20,"+1","THE SCRIPT Nothing",4339,15,195,-28,20.667,0.101,76,"29",18,4339,722,20.667
"21",21,"-2","RIHANNA Cheers (Drink To That)",4185,-332,-1931,-79,22.171,-1.865,78,"15",10,8085,1594,43.942
"22",22,"=","ANDY GRAMMER Keep Your Head Up",3059,-7,23,-39,12.829,0.04,110,"95",22,3119,355,12.829
"23",23,"=","LIL WAYNE How To Love",2744,-68,-418,-30,17.971,-0.177,131,"28",9,8047,1328,45.275
"24",24,"=","NEW BOYZ Better With The Lights Off",2742,9,-5,0,10.051,-0.02,70,"34",23,2777,423,10.454
"25",25,"+1","NICKI MINAJ Fly f/Rihanna",2068,77,501,52,9.021,0.346,26,"46",25,2068,643,9.021
"26",26,"-1","PATRICK STUMP This City f/Lupe Fiasco",2010,-17,64,-37,8.638,0.108,47,"112",25,2046,386,8.768
"27",27,"=","BRITNEY SPEARS Criminal",1985,81,474,0,9.365,0.382,23,"193",27,1985,596,9.365
"28",28,"=","SELENA GOMEZ & THE SCENE Love You Like A...",1929,34,140,-8,9.276,0.145,52,"31",26,1929,306,9.276
"29",29,"=","BRUNO MARS It Will Rain",1820,172,1049,29,10.958,0.651,11,"45",29,1820,1049,10.958
"30",30,"=","LLOYD Dedication To My Ex...",1640,-6,74,-34,5.712,-0.198,41,"139",29,1646,315,6.038
"31",31,"=","FLO RIDA Good Feeling",1561,46,470,-46,8.091,0.304,19,"24",31,1561,516,8.091
"32",32,"=","AFROJACK Take Over Control f/Eva Simons",1414,-68,-500,-1,15.274,-0.53,116,"73",24,2836,435,23.455
"33",33,"=","GAVIN DEGRAW Not Over You",1345,8,29,-8,5.275,0.078,50,"42",31,1345,310,5.275
"34",34,"=","THE BAND PERRY If I Die Young",1292,-3,-129,39,9.759,-0.034,156,"44",11,6052,768,32.555
"35",35,"=","JESSIE J Domino",1234,30,153,24,5.612,0.259,28,"75",35,1234,335,5.612
"36",36,"=","NICOLE SCHERZINGER Don't Hold Your Breat...",1208,21,248,-10,3.236,0.166,18,"277",35,1208,446,3.236
"37",37,"+5","KATY PERRY The One That Got Away",1065,190,617,137,5.906,0.877,7,"257",37,1065,617,5.906
"38",38,"=","LADY ANTEBELLUM Just A Kiss",967,14,233,-29,3.879,0.084,23,"30",38,967,262,3.879
"39",39,"=","HOT CHELLE RAE I Like It Like That f/New...",966,19,206,-21,3.233,0.024,14,"54",39,966,407,3.233
"40",40,"-3","MATT NATHANSON Faster",963,-104,-270,-75,3.673,-0.273,94,"133",32,1277,166,4.717
"41",41,"=","NICKELBACK When We Stand Together",917,10,180,-32,3.346,0.033,12,"84",40,917,457,3.346
"42",42,"+1","ENRIQUE IGLESIAS I Like How It Feels",911,41,312,7,5.063,0.103,12,"168",42,911,317,5.063
"43",43,"+1","BREATHE CAROLINA Blackout",883,32,108,22,2.664,0.206,50,"129",40,883,136,2.664
"44",44,"-4","DEMI LOVATO Skyscraper",876,-51,-135,-35,4.903,-0.158,63,"51",35,1122,194,7.038
"45",45,"=","SEAN PAUL Got 2 Luv U f/Alexis Jordan",855,19,71,22,3.104,0.095,33,"82",41,855,196,3.118
"46",46,"+1","JENNIFER LOPEZ Papi",734,52,280,33,3.292,0.144,6,"105",46,734,280,3.292
"47",47,"-1","T-PAIN 5 O'clock f/Wiz Khalifa",731,47,265,2,8.201,0.385,6,"14",46,731,271,8.201
"48",48,"+1","WE THE KINGS Say You Like Me",608,6,78,-11,1.359,-0.018,25,"--",45,608,320,1.377
"49",49,"-1","WIZ KHALIFA No Sleep",606,-58,-393,-26,2.157,-0.191,61,"120",34,1093,246,3.907
"50",50,"=","IYAZ Pretty Girls",509,-22,-850,173,2.449,-0.097,131,"91",17,4770,659,22.767
