"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5","One More Night",15024,"-146",-377,"-149",112.55,"-0.438",118,"6",1,15401,1593,119.954
"2",2,"=","FUN.","Some Nights",13241,"+39",141,"-15",89.915,"+0.083",156,"10",2,13297,1295,90.841
"3",3,"=","TAYLOR SWIFT","We Are Never Ever Ge...",12808,"-101",-652,"-36",85.943,"-0.814",91,"11",2,13523,4592,90.881
"4",4,"=","ALEX CLARE","Too Close",11895,"-66",343,"-179",73.237,"-1.817",168,"22",4,11973,1328,81.998
"5",5,"=","KE$HA","Die Young",11492,"+329",1649,"+215",81.099,"+2.016",49,"5",5,11492,3842,81.099
"6",6,"+1","CHRIS BROWN","Don't Wake Me Up",10385,"+66",111,"+32",72.601,"+0.823",149,"20",6,10385,1456,75.301
"7",7,"-1","JUSTIN BIEBER","As Long As You Love ...",10239,"-257",-2498,"+30",74.491,"-1.718",131,"24",2,13498,1300,100.233
"8",8,"=","NE-YO","Let Me Love You",10115,"+180",1159,"-8",80.467,"+1.128",96,"16",8,10115,1345,81.114
"9",9,"=","RIHANNA","Diamonds",9232,"+132",741,"+21",69.475,"+0.649",48,"2",9,9232,2812,70.89
"10",10,"=","BRUNO MARS","Locked Out Of Heaven",8370,"+176",1073,"+13",61.552,"+1.123",43,"4",10,8370,2790,61.552
"11",11,"=","PINK","Blow Me (One Last Ki...",6908,"-174",-1074,"-26",52.249,"-0.913",132,"43",1,12762,2737,90.315
"12",12,"=","ENRIQUE IGLESIAS","Finally Found You f/...",6808,"-61",-305,"-40",42.802,"+0.062",76,"57",12,7155,1803,47.652
"13",13,"=","FLO RIDA","I Cry",6444,"+140",1112,"+10",47.607,"+1.211",59,"8",13,6444,1268,47.607
"14",14,"=","OWL CITY & CARLY RAE...","Good Time",6148,"-142",-1307,"+2",45.792,"-0.878",140,"31",4,10627,1961,71.832
"15",15,"=","PSY","Gangnam Style",5861,"-206",-1469,"-68",39.923,"-1.969",65,"1",10,7746,1695,59.817
"16",16,"=","PHILLIP PHILLIPS","Home",5453,"+122",791,"+9",39.091,"+1.180",125,"9",16,5453,921,39.091
"17",17,"=","ONE DIRECTION","Live While We're You...",4749,"-126",-614,"-106",24.338,"-0.624",54,"14",15,5363,2151,28.68
"18",18,"+2","NICKI MINAJ","Va Va Voom",3907,"+198",1351,"+26",31.624,"+0.946",25,"30",18,3907,1351,31.624
"19",19,"=","ONEREPUBLIC","Feel Again",3859,"+70",378,"+47",23.247,"+0.546",68,"28",19,3859,813,23.247
"20",20,"-2","TRAIN","50 Ways To Say Goodb...",3805,"-150",-721,"-84",19.987,"-1.364",101,"18",16,4812,717,29.769
"21",21,"=","ED SHEERAN","The A Team",3596,"+63",343,"-6",29.411,"+0.142",86,"26",20,3596,683,29.411
"22",22,"+1","JUSTIN BIEBER","Beauty And A Beat f/...",3297,"+236",1566,"+120",22.854,"+1.552",26,"15",22,3297,1566,22.854
"23",23,"-1","LUMINEERS","Ho Hey",3228,"+152",776,"+51",25.401,"+1.174",58,"7",22,3228,776,25.401
"24",24,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",2781,"+110",671,"+37",21.387,"+0.867",65,"67",24,2781,671,21.387
"25",25,"=","THE SCRIPT","Hall Of Fame f/will....",2392,"+69",445,"+42",12.011,"+0.488",58,"27",25,2392,468,12.011
"26",26,"=","PITBULL","Don't Stop The Party",2297,"+5",326,"-98",14.043,"-0.002",37,"91",25,2297,503,14.045
"27",27,"+2","PINK","Try",2122,"+123",1167,"-2",13.256,"+0.739",16,"61",27,2122,1169,13.256
"28",28,"=","BRIDGIT MENDLER","Ready Or Not",2060,"+37",199,"+14",14.36,"+0.239",71,"87",28,2060,336,14.36
"29",29,"-2","ELLIE GOULDING","Anything Could Happe...",2015,"-11",172,"-30",12.167,"-0.191",51,"50",27,2087,455,12.997
"30",30,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1818,"-39",-65,"-33",7.154,"-0.288",72,"114",26,1901,352,8.368
"31",31,"+1","CHER LLOYD","Oath f/Becky G",1596,"+31",128,"+7",10.114,"+0.041",37,"116",31,1596,343,10.489
"32",32,"-1","CHRISTINA AGUILERA","Your Body",1580,"-221",-1491,"+11",8.284,"-0.820",60,"72",19,4044,2059,23.985
"33",33,"+2","KELLY CLARKSON","Catch My Breath",1494,"+31",414,"-67",6.205,"+0.262",18,"97",33,1494,568,6.205
"34",34,"=","TREY SONGZ","2 Reasons f/T.I.",1443,"-69",-476,"-40",8.916,"-0.041",86,"144",25,2118,262,13.967
"35",35,"+1","IMAGINE DRAGONS","It's Time",1436,"+32",221,"-4",10.097,"+0.378",51,"21",35,1436,233,10.097
"36",36,"-3","USHER","Numb",1392,"-165",-850,"+44",8.256,"-0.593",72,"119",20,3707,1028,21.944
"37",37,"=","CHRIS WALLACE","Remember When (Push ...",1340,"+10",59,"+8",5.391,"+0.103",93,"--",34,1340,131,5.391
