"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","AVICII","Wake Me Up",16673,-46,-323,-97,114.992,-0.409,102,"12",1,17010,2103,116.977
2,"=","LORDE","Royals",16070,-104,-255,-185,112.008,-0.501,86,"3",1,16495,2817,112.509
3,"=","MILEY CYRUS","Wrecking Ball",15416,34,804,-228,106.825,0.12,56,"10",3,15416,2954,106.825
4,"=","KATY PERRY","Roar",12641,-229,-1050,14,96.002,-1.196,87,"7",1,17176,6098,117.145
5,"=","LADY GAGA","Applause",12118,147,600,110,76.594,0.269,86,"23",5,12118,3922,80.17
6,"=","DRAKE","Hold On We're Goi...",11754,48,513,-120,74.25,0.193,87,"21",6,11754,1610,74.25
7,"=","SELENA GOMEZ","Slow Down",9475,89,766,-87,54.702,0.733,80,"62",7,9475,1167,54.702
8,"=","IMAGINE DRAGONS","Demons",8543,235,1847,-58,56.044,1.411,66,"17",8,8543,1982,56.044
9,"=","PARAMORE","Still Into You",8160,9,184,-44,48.036,0.026,181,"33",9,8192,961,48.594
10,"=","JAY Z","Holy Grail f/Just...",8025,-111,-1843,185,57.62,-0.719,125,"44",4,11700,2095,78.442
11,"=","BRUNO MARS","Gorilla",7173,-14,-14,-86,33.202,-0.658,58,"63",10,7264,1872,38.774
12,"=","JUSTIN TIMBERLAKE","TKO",6313,94,487,-10,32.76,0.3,43,"74",12,6313,1724,32.76
13,"+1","KATY PERRY","Unconditionally",5948,203,1378,170,38.631,1.145,18,"30",13,5948,3384,38.631
14,"-1","LANA DEL REY","Summertime Sadnes...",5945,-112,-1235,89,39.714,-0.954,126,"86",2,13737,1923,88.403
15,"=","JASON DERULO","Marry Me",5060,75,610,28,26.174,0.353,53,"31",15,5060,856,26.174
16,"+2","ZEDD","Stay The Night f/...",4500,73,1002,-143,32.986,0.901,38,"50",16,4500,1238,32.986
17,"-1","TAYLOR SWIFT","Everything Has .....",4485,-222,-838,-199,20.069,-1.365,115,"82",14,5693,990,31.815
18,"+1","NEIGHBOURHOOD","Sweater Weather",4415,115,758,-14,19.092,0.489,130,"29",18,4415,776,19.092
19,"-2","TEGAN & SARA","Closer",4341,-89,-56,-125,19.781,-0.579,143,"123",17,4451,570,22.41
20,"=","PITBULL","Timber f/Ke$ha",4030,203,1307,-7,29.336,1.027,23,"16",20,4030,1350,29.336
21,"=","RIHANNA","What Now",3800,-15,299,-133,16.603,0.066,46,"93",21,3853,821,16.618
22,"=","TRAVIE MCCOY","Rough Water f/Jas...",3679,64,537,-58,21.682,0.359,44,"85",22,3679,705,21.682
23,"+2","ONEREPUBLIC","Counting Stars",3346,227,1394,68,24.199,1.755,25,"6",23,3346,1394,24.199
