"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ADELE Set Fire To The Rain",13254,"+85",746,"-21",86.11,"+0.105",80,"4",1,13254,2301,86.11
"2",2,"=","FLO RIDA Good Feeling",12578,"-101",-558,"-111",79.489,"-1.133",141,"20",1,13154,1657,85.747
"3",3,"=","JESSIE J Domino",10669,"+81",633,"+19",64.006,"+0.323",150,"29",3,10669,1524,64.006
"4",4,"=","KATY PERRY The One That Got Away",10241,"-102",-1248,"+162",56.259,"-0.816",129,"64",1,13402,1631,80.623
"5",5,"=","RIHANNA We Found Love f/Calvin Harris",10195,"-91",-646,"+218",70.181,"-1.329",141,"17",1,14238,2184,95.593
"6",6,"=","BRUNO MARS It Will Rain",9535,"-240",-1561,"-95",52.314,"-1.225",133,"14",1,13635,2024,86.477
"7",7,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",9296,"+54",900,"-112",55.355,"+0.210",64,"11",7,9296,1674,55.355
"8",8,"=","SELENA GOMEZ & THE SCENE Love You Like A...",7700,"-105",-974,"-29",41.574,"-0.337",174,"66",6,9154,1208,48.131
"9",9,"=","PITBULL F/CHRIS BROWN International Love",7491,"+120",1041,"+20",47.971,"+0.691",102,"32",9,7491,1058,47.971
"10",10,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",7323,"+215",1804,"-114",51.342,"+1.732",36,"6",10,7323,1947,51.342
"11",11,"+1","GYM CLASS HEROES Ass Back Home",6920,"+44",540,"+47",42.934,"+0.070",81,"24",11,6920,1379,42.934
"12",12,"-1","GAVIN DEGRAW Not Over You",6883,"-1",384,"-35",37.142,"+0.115",172,"44",10,6884,547,37.142
"13",13,"=","LMFAO Sexy And I Know It",6331,"-50",-659,"+46",37.321,"-0.407",170,"9",2,12000,1530,74.768
"14",14,"=","DAVID GUETTA Without You f/Usher",5337,"-62",-813,"+75",36.679,"-0.767",170,"76",1,13428,1586,84.476
"15",15,"=","WANTED Glad You Came",5319,"+68",902,"-179",31.066,"+0.095",36,"28",15,5319,1330,31.066
"16",16,"=","HOT CHELLE RAE I Like It Like That f/New...",5051,"-23",-144,"+17",22.297,"-0.495",136,"49",15,5237,639,24.246
"17",17,"+2","BREATHE CAROLINA Blackout",4601,"-44",1,"-91",23.002,"-0.294",172,"68",17,4661,498,24.36
