"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",14039,-17,-51,-62,91.285,-0.426,95,"6",1,14127,1893,93.336
"2",2,"=","ADELE Someone Like You",12804,147,1114,-138,87.871,0.908,66,"1",2,12804,2614,87.871
"3",3,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",12592,187,762,42,78.502,0.861,105,"7",2,12592,1685,78.502
"4",4,"=","FOSTER THE PEOPLE Pumped Up Kicks",11981,64,507,-85,68.805,0.512,90,"3",3,11981,1356,68.805
"5",5,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",10504,159,1036,31,63.562,0.499,120,"9",5,10504,1097,63.562
"6",6,"=","BAD MEETS EVIL Lighters f/Bruno Mars",8633,-256,-1276,-59,57.931,-1.854,108,"33",2,11835,1599,78.403
"7",7,"=","LMFAO Party Rock Anthem",7656,-27,-288,97,49.775,-0.254,154,"12",1,14043,1859,94.193
"8",8,"=","LADY GAGA You And I",7612,-26,93,-100,43.945,0.087,64,"10",8,7647,1553,43.945
"9",9,"=","DAVID GUETTA Without You f/Usher",7594,160,590,81,47.858,1.113,46,"8",9,7594,1586,47.858
"10",10,"=","DEV In The Dark",7147,43,195,-12,48.674,0.306,75,"16",10,7147,1224,48.674
"11",11,"=","BRITNEY SPEARS I Wanna Go",6736,-180,-1211,-27,44.153,-1.067,120,"61",1,12853,1768,82.422
"12",12,"=","PITBULL Give Me Everything f/Ne-Yo",6624,-129,-477,-111,43.83,-0.45,154,"42",1,14233,1811,95.596
"13",13,"=","NICKI MINAJ Super Bass",6340,-108,-613,-23,43.323,-1.09,154,"23",3,12009,1188,73.23
"14",14,"=","KATY PERRY Last Friday Night (T.G.I.F.)",6160,-123,-1275,111,34.657,-0.506,137,"56",1,14935,2322,96.531
"15",15,"=","LMFAO Sexy And I Know It",5863,121,1031,-36,36.484,1.111,46,"2",15,5863,1530,36.484
"16",16,"=","JASON DERULO It Girl",5436,59,355,11,26.304,0.057,55,"13",16,5436,1048,26.304
"17",17,"=","RIHANNA Cheers (Drink To That)",4822,-223,-1802,78,25.752,-0.907,76,"15",10,8085,1594,43.942
"18",18,"+2","RIHANNA We Found Love f/Calvin Harris",4631,290,2108,-4,31.522,1.306,17,"4",18,4631,2184,31.522
"19",19,"-1","KELLY CLARKSON Mr. Know It All",4613,43,270,-44,24.139,-0.031,38,"19",18,4613,1093,24.17
"20",20,"-1","ALEXANDRA STAN Mr. Saxobeat",4394,41,143,-26,37.372,0.513,80,"24",19,4394,673,37.372
"21",21,"=","THE SCRIPT Nothing",4314,-17,254,-103,20.496,-0.008,74,"28",18,4331,722,20.504
"22",22,"=","ANDY GRAMMER Keep Your Head Up",3084,-11,78,-37,12.804,-0.02,108,"92",22,3119,355,12.824
"23",23,"=","LIL WAYNE How To Love",2836,-58,-443,1,18.395,-0.247,129,"26",9,8047,1328,45.275
"24",24,"=","NEW BOYZ Better With The Lights Off",2738,-5,38,-40,10.109,-0.068,68,"35",23,2777,423,10.454
"25",25,"=","PATRICK STUMP This City f/Lupe Fiasco",2024,-18,88,-50,8.699,-0.019,45,"122",25,2046,386,8.768
