"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MILEY CYRUS","Wrecking Ball",15173,-30,-163,-38,101.929,-0.14,69,"14",1,15459,2954,107.57
"2",2,"=","AVICII","Wake Me Up",14880,-154,-842,21,108.952,-0.448,115,"10",1,17010,2103,116.977
"3",3,"=","LORDE","Royals",14081,-36,-1159,247,102.571,-0.385,99,"5",1,16495,2817,112.509
"4",4,"=","DRAKE","Hold On We're Goi...",11890,-71,113,-90,67.497,-0.776,100,"18",4,11961,1610,74.25
"5",5,"=","LADY GAGA","Applause",11690,-124,-585,-144,77.057,-0.782,99,"16",4,12273,3922,81.876
"6",6,"=","IMAGINE DRAGONS","Demons",11066,117,1170,-119,74.162,0.584,79,"7",6,11066,1982,74.162
"7",7,"=","KATY PERRY","Roar",10228,-295,-1497,-146,74.114,-2.663,100,"11",1,17176,6098,117.145
"8",8,"=","SELENA GOMEZ","Slow Down",9812,13,12,-98,57.556,0.567,93,"46",7,9861,1167,57.556
"9",9,"=","KATY PERRY","Unconditionally",7683,167,894,19,45.677,0.839,31,"26",9,7683,3384,45.677
"10",10,"+1","EMINEM","The Monster f/Rih...",7523,388,2220,46,58.02,2.217,21,"2/56",10,7523,2782,58.02
"11",11,"-1","PARAMORE","Still Into You",7203,-53,-750,3,42.229,-0.521,194,"43",9,8192,961,48.594
"12",12,"=","PITBULL","Timber f/Ke$ha",6875,253,1716,49,45.988,1.37,36,"6",12,6875,1716,45.988
"13",13,"+1","ONEREPUBLIC","Counting Stars",6783,255,1909,-43,51.438,2.195,38,"4",13,6783,1952,51.438
"14",14,"-1","JUSTIN TIMBERLAKE","TKO",6611,17,156,31,32.083,0.345,56,"73",11,6611,1724,32.813
"15",15,"=","ZEDD","Stay The Night f/...",6527,164,1167,11,47.331,0.87,51,"30",14,6527,1238,47.331
"16",16,"=","JAY Z","Holy Grail f/Just...",5667,-83,-1320,118,44.085,-0.576,138,"50",4,11700,2095,78.442
"17",17,"=","JASON DERULO","Marry Me",5664,93,363,55,30.423,0.697,66,"29",14,5664,856,30.423
"18",18,"=","NEIGHBOURHOOD","Sweater Weather",5380,77,389,-6,25.975,0.802,143,"19",17,5380,869,25.975
"19",19,"=","LANA DEL REY","Summertime Sadnes...",4095,-101,-868,99,30.675,-0.399,139,"82",2,13737,1923,88.403
"20",20,"+1","LADY GAGA","Do What U Want f/...",3875,77,1142,-150,26.795,0.432,21,"17",20,3875,1319,26.795
"21",21,"-1","TRAVIE MCCOY","Rough Water f/Jas...",3758,-95,-104,-139,20.006,-0.244,57,"86",20,3883,705,22.115
"22",22,"=","RIHANNA","What Now",3707,-27,-316,-91,14.865,-0.372,59,"49",19,4043,821,17.344
"23",23,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",3601,107,725,3,19.665,0.151,66,"34",23,3601,729,19.665
"24",24,"=","PASSENGER","Let Her Go",3444,113,832,2,17.642,0.516,51,"8",24,3444,832,17.642
"25",25,"=","ONE DIRECTION","Story Of My Life",3345,110,792,-17,16.78,0.637,20,"9",25,3345,1292,16.78
"26",26,"=","BRUNO MARS","Gorilla",2916,-315,-3018,66,13.3,-1.615,71,"83",10,7264,1872,38.774
"27",27,"+1","ELLIE GOULDING","Burn",2704,87,488,32,17.867,0.409,44,"39",27,2704,488,17.867
"28",28,"-1","ENRIQUE IGLESIAS","Heart Attack",2622,-23,11,-43,12.901,0.019,44,"103",26,2665,649,13.314
"29",29,"=","TAYLOR SWIFT","Everything Has .....",2210,-71,-809,222,10.256,-0.237,128,"90",14,5693,990,31.815
"30",30,"=","FALL OUT BOY","Alone Together",2204,40,289,-9,9.036,0.318,92,"117",29,2204,326,9.036
"31",31,"=","SARA BAREILLES","Brave",2086,41,359,-21,13.522,0.536,79,"32",31,2086,380,13.522
"32",32,"+2","JOHN NEWMAN","Love Me Again",1903,66,392,56,7.689,0.074,46,"62",32,1903,392,7.689
"33",33,"=","ZENDAYA","Replay",1881,-17,249,-90,7.344,0.095,33,"89",33,1898,457,7.377
"34",34,"-2","J. COLE","Crooked Smile f/T...",1835,-115,-379,-137,8.586,-0.667,92,"249",26,2407,332,12.679
"35",35,"=","BRITNEY SPEARS","Perfume",1425,34,563,-88,6.934,0.338,10,"146",35,1425,896,6.934
"36",36,"+1","NEW POLITICS","Harlem",1366,28,166,23,4.316,0.02,75,"152",36,1366,285,4.316
"37",37,"+1","EMELI SANDE","My Kind Of Love",1217,-74,-239,-71,3.565,-0.284,51,"141",34,1470,433,4.528
"38",38,"-2","TEGAN & SARA","Closer",1215,-126,-1677,233,5.566,-0.591,156,"203",17,4451,570,22.41
"39",39,"=","CALVIN HARRIS","Thinking About Yo...",1162,25,213,4,6.569,-0.035,18,"344",39,1162,239,6.604
"40",40,"+1","BASTILLE","Pompeii",1022,82,389,47,7.361,0.759,11,"54",40,1022,389,7.361
"41",41,"-1","CHRIS WALLACE","Keep Me Crazy",977,28,93,29,2.113,0.085,76,"--",40,977,133,2.113
"42",42,"=","ARIANA GRANDE","Right There f/Big...",920,4,168,-35,4.769,0.091,17,"204",42,920,258,4.769
"43",43,"+1","FLO RIDA","How I Feel",869,44,196,6,4.803,0.158,11,"187",43,869,310,4.803
"44",44,"-1","CHRIS BROWN","Love More f/Nicki...",864,6,50,19,3.332,0.051,57,"94",39,1132,161,6.171
"45",45,"=","MIDNIGHT RED","Take Me Home",703,-17,-61,-16,1.896,-0.06,21,"--",45,772,88,2.492
"46",46,"=","BIG SEAN","Beware f/Lil Wayn...",668,-6,-84,12,3.407,0.112,26,"109",44,837,225,3.577
"47",47,"=","EMBLEM3","3000 Miles",654,29,149,21,1.732,0.031,3,"--",47,654,149,1.732
"48",48,"=","CASH CASH","Take Me Home f/Be...",630,15,160,22,2.378,0.044,2,"332",48,630,160,2.378
"49",49,"=","LUPE FIASCO","Old School Love f...",612,35,92,19,3.297,0.156,2,"220",49,612,92,3.297
"50",50,"=","ROBIN THICKE","Feel Good",596,53,513,0,1.922,0.312,2,"--",50,596,513,1.922
