"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY E.T.",14300,"-134",-412,"-139",94.748,"-0.546",6,1,14624,0,96.745
2,"=","BLACK EYED PEAS Just Can't Get Enough",13187,"+73",322,"-15",82.845,"+0.394",6,2,13187,715,82.845
3,"=","BRITNEY SPEARS Till The World Ends",11529,"+105",550,"-44",74.821,"+0.609",6,3,11529,966,74.821
4,"=","ADELE Rolling In The Deep",11189,"+287",2130,"-68",74.754,"+1.752",6,4,11189,2273,74.754
5,"=","JENNIFER LOPEZ F/PITBULL On The Floor",9722,"+62",367,"-46",61.579,"-0.156",6,5,9722,668,62.323
6,"=","KE$HA Blow",8868,"-338",-1617,"-287",50.157,"-1.495",6,4,10135,0,56.264
7,"=","BRUNO MARS Lazy Song",8837,"+137",834,"+28",52.227,"+0.731",6,7,8837,834,52.227
8,"+1","TINIE TEMPAH Written In The Stars",8682,"+105",555,"+5",53.77,"+0.849",6,8,8682,756,53.77
9,"-1","RIHANNA S&M",8400,"-249",-2386,"+85",54.283,"-1.777",6,5,10081,0,64.524
10,"=","JEREMIH Down On Me f/50 Cent",7932,"-14",-102,"-15",42.58,"-0.392",6,10,8052,153,44.2
11,"=","THE SCRIPT For The First Time",6086,"+38",426,"-7",32.563,"-0.110",6,11,6086,433,33.625
12,"=","JESSIE J Price Tag f/B.O.B",5794,"+67",373,"+11",30.026,"+0.258",6,12,5794,582,30.026
13,"+1","PITBULL Give Me Everything f/Ne-Yo",5515,"+213",1284,"+52",41.827,"+1.428",6,13,5515,1284,41.827
14,"-1","CEE LO GREEN F**k You (Forget You)",5489,"-111",-663,"+57",31.596,"-0.191",6,11,5830,0,32.865
15,"=","PINK F**kin' Perfect (Perfect)",4944,"-100",-585,"-36",24.903,"-0.753",6,14,5394,0,27.986
16,"=","LUPE FIASCO The Show Goes On",4585,"+113",751,"+26",29.281,"+0.613",6,16,4585,786,29.281
17,"+1","NEW BOYZ Back Seat f/Cataracs & Dev",3772,"+69",211,"+19",19.528,"+0.467",6,17,3772,331,19.528
18,"-1","LADY GAGA Judas",3466,"-321",-1597,"-270",15.709,"-2.036",6,15,4801,0,27.232
19,"+1","SELENA GOMEZ & THE SCENE Who Says",3365,"+42",620,"-87",19.218,"+0.522",6,19,3365,707,19.218
20,"-1","LADY GAGA Born This Way",3321,"-55",-560,"+30",17.183,"-0.637",6,19,3651,0,20.436
21,"=","WIZ KHALIFA Roll Up",3240,"+76",475,"-16",15.922,"+0.241",6,21,3240,725,15.922
22,"=","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",3114,"-16",-90,"-35",13.143,"-0.119",6,21,3233,127,13.744
23,"+1","HOT CHELLE RAE Tonight Tonight",3014,"+67",643,"+15",13.653,"+0.433",6,23,3014,643,13.653
24,"-1","DR. DRE I Need A Doctor f/Eminem",2817,"-182",-913,"-151",16.389,"-1.268",6,20,3521,0,21.933
25,"=","ONEREPUBLIC Good Life",2786,"+103",501,"+58",13.872,"+0.606",6,25,2786,501,13.872
26,"=","MARTIN SOLVEIG & DRAGONETTE Hello",2683,"+68",403,"-5",18.633,"+0.160",6,26,2683,560,18.633
27,"=","LMFAO Party Rock Anthem",2632,"+57",366,"-12",16.868,"+0.827",6,27,2632,378,16.868
28,"=","AVRIL LAVIGNE What The Hell",2319,"-72",-877,"+105",11.141,"-0.333",6,24,2903,0,13.876
29,"=","TAYLOR SWIFT The Story Of Us",2106,"+104",267,"+67",10.93,"+0.503",6,29,2106,291,10.93
30,"+1","BIG TIME RUSH Boyfriend",1904,"+10",52,"+4",7.367,"+0.066",6,30,1904,197,7.367
31,"+2","LADY GAGA The Edge Of Glory",1903,"+195",1745,"+37",16.392,"+0.602",6,31,1903,1745,16.392
32,"-2","MY CHEMICAL ROMANCE Sing",1871,"-44",-176,"-36",7.673,"-0.159",6,29,2009,0,7.995
33,"+1","CHRIS BROWN Look At Me Now",1666,"+13",16,"-22",10.86,"-0.335",6,33,1692,229,11.837
34,"-2","NICKI MINAJ Moment 4 Life f/Drake",1660,"-97",-726,"+111",10.726,"-0.479",6,29,2036,0,13.564
35,"=","SHONTELLE Say Hello To Goodbye",1430,"+19",117,"+6",4.078,"+0.032",6,34,1430,142,4.078
36,"+2","JASON DERULO Don't Wanna Go Home",1262,"+160",1193,"+96",8.739,"+0.966",4,36,1262,1193,8.739
37,"-1","BEYONCE Run The World (Girls)",1212,"-25",-82,"-31",4.888,"-0.235",6,35,1285,242,5.356
38,"+1","NICKI MINAJ Super Bass",1151,"+51",659,"-21",7.472,"+0.136",6,38,1151,680,7.472
39,"-2","KANYE WEST All Of The Lights",1120,"+4",-34,"-3",7.32,"+0.037",6,37,1170,71,7.48
40,"+1","BRITNEY SPEARS Hold It Against Me",1051,"-18",-169,"-27",8.039,"+0.094",6,37,1171,0,8.927
41,"+1","MAROON 5 Never Gonna Leave This Bed",1036,"+35",274,"-2",3.978,"+0.111",6,40,1036,312,3.978
42,"-2","THIRTY SECONDS TO MARS Closer To The Edg...",995,"-75",-505,"-41",3.425,"-0.262",6,34,1390,0,4.829
43,"+1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",953,"+107",817,"+70",6.779,"+0.609",4,43,953,817,6.779
44,"-1","THE READY SET Young Forever",909,"+7",29,"-6",2.278,"-0.015",6,41,909,54,2.295
45,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",890,"+75",431,"+39",4.161,"+0.480",6,44,890,478,4.161
46,"=","NEON TREES Your Surrender",771,"+19",137,"-5",1.877,"+0.040",6,43,771,173,1.877
47,"=","FAR EAST MOVEMENT If I Was You (OMG) f/S...",646,"+4",39,"-17",2.085,"-0.115",6,45,646,108,2.201
48,"=","THE BAND PERRY If I Die Young",573,"+16",125,"-2",1.967,"+0.038",6,48,573,127,1.967
49,"--","RIHANNA California King Bed",508,"--",436,"--",3.922,"--",1,49,508,436,3.922
50,"-1","T-PAIN Best Love Song f/Chris Brown",497,"-9",-47,"-22",2.105,"-0.081",4,47,544,54,2.403
