"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","SAM SMITH","Stay With Me",16520,"-163",-627,"-165",105.046,"-1.245",104,"9",1,17277,2202,112.938
"2",2,"=","MAGIC!","Rude",15608,"-230",-977,"-186",98.153,"-1.658",130,"12",1,17959,2371,118.65
"3",3,"=","CHARLI XCX","Boom Clap",15172,"+115",1216,"-228",98.48,"+0.467",71,"7",3,15172,2210,98.48
"4",4,"=","DISCLOSURE","Latch f/Sam Smith",12518,"-487",-2496,"-440",76.395,"-3.028",203,"24",3,15461,1542,91.17
"5",5,"=","NICO & VINZ","Am I Wrong",11925,"-200",-1889,"+233",76.262,"-0.855",145,"35",1,17731,2409,119.274
"6",6,"=","MAROON 5","Maps",11912,"+59",440,"-2",67.771,"+0.023",69,"14",6,11912,4866,68.081
"7",7,"=","DEMI LOVATO","Really Don't Care f/Cher Lloyd",9405,"-94",-74,"-158",56.497,"-0.562",91,"45",7,9530,1152,57.524
"8",8,"=","ARIANA GRANDE","Break Free f/Zedd",9320,"+25",676,"-63",59.11,"+0.685",50,"6",8,9320,2327,59.11
"9",9,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",9227,"+117",596,"+101",60.885,"+0.559",87,"8",9,9227,1429,60.885
"10",10,"=","SIA","Chandelier",8928,"+134",962,"+47",57.334,"+1.799",126,"11",10,8928,1217,57.334
"11",11,"=","MEGHAN TRAINOR","All About That Bass",8908,"+276",2476,"-82",52.153,"+1.584",47,"2",11,8908,2609,52.153
"12",12,"=","ARIANA GRANDE","Problem f/Iggy Azalea",8185,"-57",-1234,"+194",49.577,"-1.019",116,"15",1,17403,2576,116.283
"13",13,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",7852,"+52",520,"-52",61.979,"+0.317",91,"22",12,7852,1299,61.979
"14",14,"=","IGGY AZALEA","Black Widow f/Rita Ora",7836,"+134",514,"+2",47.415,"+1.006",56,"10",13,7836,1492,47.415
"15",15,"+1","TAYLOR SWIFT","Shake It Off",7787,"+1227",7787,"+1227",52.688,"+7.933",6,"1",15,7787,7787,52.688
"16",16,"-1","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",7140,"+129",906,"-13",44.009,"+0.835",26,"4",15,7140,4716,44.009
"17",17,"+2","KIESZA","Hideaway",4587,"+146",675,"-48",27.918,"+0.712",56,"39",17,4587,788,27.918
"18",18,"-1","BECKY G","Shower",4574,"-271",-754,"-293",19.269,"-1.446",100,"19",16,5432,853,23.665
"19",19,"-1","ONEREPUBLIC","Love Runs Out",4260,"-369",-2816,"-134",22.084,"-1.267",114,"26",9,8849,1336,45.354
"20",20,"=","5 SECONDS OF SUMMER","Amnesia",4020,"+68",541,"-65",17.974,"+0.397",39,"25",19,4020,912,17.974
"21",21,"=","ECHOSMITH","Cool Kids",3997,"+81",557,"+10",20.183,"+0.592",77,"16",20,3997,739,20.183
"22",22,"=","JEREMIH","Don't Tell 'Em f/YG",3746,"+96",894,"-169",26.139,"+0.508",35,"18",22,3746,1115,26.139
"23",23,"=","ED SHEERAN","Don't",3614,"+35",392,"-17",18.391,"+0.070",42,"29",22,3614,795,18.391
"24",24,"+1","KATY PERRY","This Is How We Do",3597,"+69",1291,"-140",18.509,"+0.394",18,"37",24,3597,1638,18.509
"25",25,"-1","RITA ORA","I Will Never Let You Down",3549,"+19",110,"+61",15.988,"+0.328",91,"90",20,3585,643,15.988
"26",26,"=","TOVE LO","Habits (Stay High)",3348,"+99",1018,"-45",20.69,"+0.432",62,"96",26,3348,1136,20.69
"27",27,"=","INGRID MICHAELSON","Girls Chase Boys",2962,"+41",228,"-22",12.514,"+0.226",77,"30",25,2962,499,12.514
"28",28,"=","COLDPLAY","A Sky Full Of Stars",2694,"+97",499,"+50",18.467,"+0.221",56,"36",28,2694,500,18.467
"29",29,"=","TINASHE","2 On f/Schoolboy Q",2612,"+30",146,"+1",14.415,"+0.164",76,"68",28,2612,403,14.415
"30",30,"=","FLORIDA-GEORGIA LINE","This Is How We Roll f/J.Derulo",2373,"-50",-311,"-48",11.446,"-0.324",38,"64",26,2686,1589,13.043
"31",31,"+1","PITBULL","Fireball f/John Ryan",1590,"+126",402,"+97",9.776,"+0.568",21,"38",31,1590,402,9.776
"32",32,"-1","NICKI MINAJ","Anaconda",1536,"+53",278,"-64",5.446,"+0.252",19,"5",31,1536,974,8.86
