"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY","Roar",16428,51,415,-116,114.554,0.744,48,"2",1,16428,6098,114.554
2,"=","LANA DEL REY","Summertime Sadnes...",13375,176,756,95,87.482,0.507,87,"18/29",2,13375,1923,87.482
3,"+1","AVICII","Wake Me Up",12806,240,1400,0,89.648,2.044,63,"4",3,12806,2103,89.648
4,"-1","CAPITAL CITIES","Safe And Sound",12517,-152,-1004,-74,78.731,-1.362,160,"19",2,13601,1309,86.941
5,"=","LORDE","Royals",11404,444,1975,192,76.816,2.554,47,"1",5,11404,2237,76.816
6,"=","JAY Z","Holy Grail f/Just...",10525,203,1070,57,72.396,1.643,86,"9",6,10525,2095,72.396
7,"=","LADY GAGA","Applause",9804,158,870,-7,69.492,0.829,47,"6",7,9804,3922,69.492
8,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",8438,-198,-1576,66,49.003,-1.362,127,"37",5,11178,1815,71.324
9,"=","ROBIN THICKE","Blurred Lines f/P...",8081,-205,-1926,154,49.92,-1.115,142,"13",1,16771,2544,113.5
10,"+1","DRAKE","Hold On We're Goi...",7994,239,1324,45,52.288,1.553,48,"--",10,7994,1610,52.288
11,"-1","ZEDD","Clarity f/Foxes",7940,-213,-2085,260,53.501,-0.892,195,"35",2,14188,1183,92.157
12,"=","CALVIN HARRIS F/E...","I Need Your Love",7386,-250,-2176,-7,44.693,-1.12,176,"105",5,10846,1386,72.137
13,"=","PARAMORE","Still Into You",6333,119,728,45,38.109,0.285,142,"27",13,6333,728,38.109
14,"=","MILEY CYRUS","Wrecking Ball",6229,337,2747,-82,45.05,1.736,17,"3",14,6229,2954,45.05
15,"=","MAROON 5","Love Somebody",5575,-150,-1838,181,37.348,-1.1,136,"85",2,13931,1278,87.913
16,"=","ROBIN THICKE","Give It 2 U f/Ken...",5217,120,703,76,29.526,0.548,55,"36",16,5217,1340,29.526
17,"=","SELENA GOMEZ","Slow Down",5096,178,736,128,28.822,0.551,41,"38",17,5096,1167,28.822
18,"+1","BRUNO MARS","Gorilla",4942,265,1668,36,30.637,1.116,19,"28",18,4942,1872,30.637
19,"-1","TAYLOR SWIFT","Everything Has .....",4807,37,266,46,24.563,0.194,76,"46",16,4807,990,24.563
20,"+2","EMINEM","Berzerk",3966,90,347,52,19.414,0.282,32,"7/69",20,3966,1757,19.834
21,"-1","PHILLIP PHILLIPS","Gone, Gone, Gone",3761,-164,-577,-148,20.578,-0.66,123,"47",19,4407,462,24.14
22,"-1","MILEY CYRUS","We Can't Stop",3657,-225,-2404,150,20.88,-0.904,115,"16",9,9405,1276,55.184
23,"=","AWOLNATION","Sail",3549,54,523,-27,16.446,0.213,128,"17",23,3549,550,16.446
24,"=","BRITNEY SPEARS","Work Bitch",3543,188,506,-238,24.278,1.002,13,"22",24,3543,3487,29.745
25,"=","BRUNO MARS","Treasure",3186,-79,-835,79,20.587,0.116,140,"84",5,11434,2114,69.467
26,"=","TEGAN & SARA","Closer",3175,14,284,-41,17.339,-0.054,104,"140",25,3175,570,17.64
27,"+2","PINK","True Love f/Lily ...",2882,80,382,76,12.254,0.261,69,"88",27,2882,503,12.254
28,"-1","BONNIE MCKEE","American Girl",2824,-58,-251,-44,11.703,-0.311,83,"83",23,3167,740,15.059
29,"-1","ONE DIRECTION","Best Song Ever",2658,-164,-1526,110,10.778,-0.697,70,"43",16,5307,1660,25.473
30,"+1","NEIGHBOURHOOD","Sweater Weather",2072,28,168,13,7.591,0.052,91,"52",30,2072,262,7.591
31,"-1","FIFTH HARMONY","Miss Movin' On",2063,8,224,9,9.033,0.218,81,"139",30,2063,324,9.033
32,"=","KREWELLA","Live For The Nigh...",1885,33,23,40,8.091,0.199,68,"129",31,1885,288,8.091
33,"=","IMAGINE DRAGONS","Demons",1845,108,668,25,11.899,0.666,27,"24",33,1845,686,11.899
34,"=","JASON DERULO","Marry Me",1702,110,698,51,8.933,0.352,14,"58",34,1702,698,8.933
35,"+2","JUSTIN TIMBERLAKE","TKO",1465,198,1329,62,11.202,0.31,4,"41",35,1465,1329,11.202
36,"-1","ARMIN VAN BUUREN","This Is What It F...",1462,2,-71,19,12.456,-0.052,65,"125",33,1550,249,13.184
37,"-1","J. COLE","Crooked Smile f/T...",1326,35,262,-24,4.835,0.155,40,"152",36,1326,292,4.835
38,"=","FALL OUT BOY","Alone Together",1140,22,125,1,5.062,0.164,40,"246",37,1140,251,5.062
39,"+2","ICONA POP","All Night",1016,44,154,54,5.963,0.09,41,"97",39,1016,207,5.963
40,"+2","TRAVIE MCCOY","Rough Water f/Jas...",948,83,579,44,4.788,0.404,5,"346",40,948,579,4.788
41,"-1","JUSTIN TIMBERLAKE","Take Back The Nig...",927,-46,-1095,182,5.952,-0.311,78,"23",13,6823,3722,40.113
42,"+2","RIHANNA","What Now",914,108,422,26,3.409,0.58,7,"--",42,914,485,3.409
43,"-4","CODY SIMPSON","Pretty Brown Eyes",909,-97,-490,-57,2.957,-0.253,78,"196",34,1551,328,5.087
44,"-1","DAFT PUNK","Lose Yourself To ...",805,-4,8,-21,2.108,-0.068,31,"317",41,817,249,2.369
45,"+2","MACKLEMORE & RYAN...","White Walls f/ScH...",723,51,148,50,3.268,0.147,14,"115",45,723,187,3.268
46,"=","THE WANTED","We Own The Night",707,-4,65,-7,2.695,0.063,34,"--",42,711,193,2.897
47,"-2","ENRIQUE IGLESIAS","Turn The Night Up",671,-123,-1319,29,3.329,-0.196,68,"181",21,4111,2260,24.628
48,"=","SARA BAREILLES","Brave",625,6,63,-4,2.826,0.004,27,"34",45,625,147,2.826
49,"+1","NEW POLITICS","Harlem",578,11,60,10,2.393,0.18,23,"298",47,578,105,2.393
50,"-1","CHRIS WALLACE","Keep Me Crazy",573,1,34,-5,0.912,0.027,26,"--",47,573,111,0.919
